DAYS_BIRTH,OCCUPATION_TYPE,prediction
-14210,Private service staff,9
-14210,Private service staff,9
-14210,Private service staff,9
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-23408,"",12
-14785,Managers,17
-14785,Managers,17
-14785,Managers,17
-14785,Managers,17
-14785,Managers,17
-14785,Managers,17
-20967,"",2
-20967,"",2
-20967,"",2
-23129,"",21
-23129,"",21
-23129,"",21
-23059,"",1
-23059,"",1
-23059,"",1
-23059,"",1
-23059,"",1
-23059,"",1
-23059,"",1
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-14071,Laborers,11
-17478,"",21
-17478,"",21
-17478,"",21
-11300,Laborers,4
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-11734,High skill tech staff,9
-22829,High skill tech staff,2
-22829,High skill tech staff,2
-22829,High skill tech staff,2
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-10253,Laborers,12
-12348,Managers,17
-12348,Managers,17
-12348,Managers,17
-12348,Managers,17
-12348,Managers,17
-12348,Managers,17
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8893,Drivers,20
-8562,Secretaries,4
-19878,Managers,18
-21982,"",1
-21982,"",1
-21982,"",1
-21982,"",1
-21982,"",1
-21982,"",1
-16072,Private service staff,23
-16072,Private service staff,23
-16072,Private service staff,23
-16072,Private service staff,23
-16072,Private service staff,23
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-23289,"",11
-11505,Laborers,6
-11505,Laborers,6
-11505,Laborers,6
-11505,Laborers,6
-11505,Laborers,6
-11505,Laborers,6
-11505,Laborers,6
-11505,Laborers,6
-19922,"",9
-19922,"",9
-19922,"",9
-19922,"",9
-19922,"",9
-19922,"",9
-19922,"",9
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-10213,Managers,15
-18562,Laborers,18
-11726,"",22
-11726,"",22
-11726,"",22
-11726,"",22
-16988,"",2
-16988,"",2
-16988,"",2
-12630,Accountants,24
-12630,Accountants,24
-12630,Accountants,24
-12630,Accountants,24
-12630,Accountants,24
-14425,Laborers,19
-14425,Laborers,19
-14425,Laborers,19
-14425,Laborers,19
-14425,Laborers,19
-14425,Laborers,19
-14425,Laborers,19
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-15113,HR staff,20
-14347,Medicine staff,2
-14347,Medicine staff,2
-14347,Medicine staff,2
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-15562,Laborers,0
-19032,Laborers,6
-19032,Laborers,6
-19032,Laborers,6
-19032,Laborers,6
-10106,Accountants,24
-10106,Accountants,24
-10106,Accountants,24
-10106,Accountants,24
-10106,Accountants,24
-13411,Laborers,22
-13411,Laborers,22
-13411,Laborers,22
-13411,Laborers,22
-21978,Core staff,14
-21978,Core staff,14
-21978,Core staff,14
-20004,"",10
-20004,"",10
-22710,High skill tech staff,18
-22816,"",10
-22816,"",10
-13099,Cleaning staff,10
-13099,Cleaning staff,10
-13585,Laborers,16
-13585,Laborers,16
-23273,"",18
-18156,Managers,14
-18156,Managers,14
-18156,Managers,14
-12161,Drivers,4
-16510,"",23
-16510,"",23
-16510,"",23
-16510,"",23
-18130,"",5
-18130,"",5
-18130,"",5
-18130,"",5
-11090,Security staff,18
-14195,Laborers,2
-14195,Laborers,2
-14195,Laborers,2
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-16340,Medicine staff,12
-14558,High skill tech staff,19
-14558,High skill tech staff,19
-14558,High skill tech staff,19
-14558,High skill tech staff,19
-14558,High skill tech staff,19
-14558,High skill tech staff,19
-14558,High skill tech staff,19
-14749,Cooking staff,22
-14749,Cooking staff,22
-8568,Sales staff,21
-8568,Sales staff,21
-8568,Sales staff,21
-11659,Accountants,24
-11659,Accountants,24
-11659,Accountants,24
-11659,Accountants,24
-11659,Accountants,24
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-23868,"",11
-11956,High skill tech staff,16
-11956,High skill tech staff,16
-15873,Managers,21
-15873,Managers,21
-15873,Managers,21
-15390,Laborers,20
-15390,Laborers,20
-15390,Laborers,20
-15390,Laborers,20
-15390,Laborers,20
-15390,Laborers,20
-15390,Laborers,20
-15390,Laborers,20
-22295,"",19
-22295,"",19
-22295,"",19
-22295,"",19
-22295,"",19
-22295,"",19
-22295,"",19
-19728,Sales staff,22
-19728,Sales staff,22
-19728,Sales staff,22
-19728,Sales staff,22
-12384,Sales staff,8
-12384,Sales staff,8
-12384,Sales staff,8
-12384,Sales staff,8
-12384,Sales staff,8
-12384,Sales staff,8
-12907,Laborers,21
-12907,Laborers,21
-12907,Laborers,21
-12523,Laborers,5
-12523,Laborers,5
-12523,Laborers,5
-12523,Laborers,5
-14143,"",15
-14143,"",15
-14143,"",15
-14143,"",15
-14143,"",15
-14143,"",15
-14143,"",15
-14143,"",15
-11511,High skill tech staff,11
-11511,High skill tech staff,11
-11511,High skill tech staff,11
-11511,High skill tech staff,11
-11511,High skill tech staff,11
-11511,High skill tech staff,11
-11511,High skill tech staff,11
-14595,Core staff,5
-14595,Core staff,5
-14595,Core staff,5
-14595,Core staff,5
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-15559,High skill tech staff,20
-24482,"",19
-24482,"",19
-24482,"",19
-24482,"",19
-24482,"",19
-24482,"",19
-24482,"",19
-17024,Cooking staff,19
-17024,Cooking staff,19
-17024,Cooking staff,19
-17024,Cooking staff,19
-17024,Cooking staff,19
-17024,Cooking staff,19
-17024,Cooking staff,19
-18646,"",2
-18646,"",2
-18858,Drivers,14
-18858,Drivers,14
-18858,Drivers,14
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-18611,Security staff,15
-23298,Managers,17
-23298,Managers,17
-23298,Managers,17
-23298,Managers,17
-23298,Managers,17
-23298,Managers,17
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-17592,Core staff,3
-17592,Core staff,3
-17592,Core staff,3
-17592,Core staff,3
-17592,Core staff,3
-12752,"",12
-12752,"",12
-12752,"",12
-12752,"",12
-12752,"",12
-21935,"",24
-21935,"",24
-21935,"",24
-21935,"",24
-21935,"",24
-22636,Drivers,9
-22636,Drivers,9
-22636,Drivers,9
-22636,Drivers,9
-22636,Drivers,9
-22636,Drivers,9
-22636,Drivers,9
-22636,Drivers,9
-22175,"",22
-22175,"",22
-22175,"",22
-22175,"",22
-10835,Sales staff,1
-10835,Sales staff,1
-10835,Sales staff,1
-10835,Sales staff,1
-10835,Sales staff,1
-10835,Sales staff,1
-10835,Sales staff,1
-8551,Sales staff,4
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-11640,Sales staff,11
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-9950,Sales staff,6
-13903,High skill tech staff,19
-13903,High skill tech staff,19
-13903,High skill tech staff,19
-13903,High skill tech staff,19
-13903,High skill tech staff,19
-13903,High skill tech staff,19
-13903,High skill tech staff,19
-22943,"",4
-21658,Laborers,21
-21658,Laborers,21
-21658,Laborers,21
-13933,Accountants,7
-13933,Accountants,7
-13933,Accountants,7
-13933,Accountants,7
-13933,Accountants,7
-13933,Accountants,7
-13933,Accountants,7
-13933,Accountants,7
-15851,Laborers,24
-15851,Laborers,24
-15851,Laborers,24
-15851,Laborers,24
-15851,Laborers,24
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-12264,Laborers,12
-23002,"",16
-23002,"",16
-15888,Medicine staff,22
-15888,Medicine staff,22
-15888,Medicine staff,22
-15888,Medicine staff,22
-17460,Sales staff,17
-17460,Sales staff,17
-17460,Sales staff,17
-17460,Sales staff,17
-17460,Sales staff,17
-17460,Sales staff,17
-16420,Accountants,1
-16420,Accountants,1
-16420,Accountants,1
-16420,Accountants,1
-16420,Accountants,1
-16420,Accountants,1
-14914,Sales staff,17
-14914,Sales staff,17
-14914,Sales staff,17
-14914,Sales staff,17
-14914,Sales staff,17
-14914,Sales staff,17
-15005,Sales staff,18
-13556,Core staff,2
-13556,Core staff,2
-21654,"",4
-20463,Security staff,17
-20463,Security staff,17
-20463,Security staff,17
-20463,Security staff,17
-20463,Security staff,17
-20463,Security staff,17
-12906,Laborers,3
-12906,Laborers,3
-14236,Core staff,9
-14236,Core staff,9
-14236,Core staff,9
-14236,Core staff,9
-14236,Core staff,9
-14236,Core staff,9
-14236,Core staff,9
-14236,Core staff,9
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-8717,Core staff,20
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-15714,"",15
-18259,Sales staff,7
-18259,Sales staff,7
-18259,Sales staff,7
-18259,Sales staff,7
-18259,Sales staff,7
-18259,Sales staff,7
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-21832,"",0
-14841,Managers,16
-14841,Managers,16
-15556,"",9
-15556,"",9
-15556,"",9
-15556,"",9
-15556,"",9
-15556,"",9
-15556,"",9
-14663,Drivers,17
-14663,Drivers,17
-14663,Drivers,17
-14663,Drivers,17
-14663,Drivers,17
-14663,Drivers,17
-13610,"",14
-13610,"",14
-13610,"",14
-19054,"",5
-19054,"",5
-19054,"",5
-19054,"",5
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-16043,High skill tech staff,15
-12633,Laborers,19
-12633,Laborers,19
-12633,Laborers,19
-12633,Laborers,19
-12633,Laborers,19
-12633,Laborers,19
-12633,Laborers,19
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-12245,Laborers,0
-13702,Drivers,19
-13702,Drivers,19
-13702,Drivers,19
-13702,Drivers,19
-13702,Drivers,19
-13702,Drivers,19
-13702,Drivers,19
-15376,Laborers,17
-15376,Laborers,17
-15376,Laborers,17
-15376,Laborers,17
-15376,Laborers,17
-15376,Laborers,17
-23068,"",21
-23068,"",21
-23068,"",21
-12451,Sales staff,24
-12451,Sales staff,24
-12451,Sales staff,24
-12451,Sales staff,24
-12451,Sales staff,24
-16912,Core staff,12
-16912,Core staff,12
-16912,Core staff,12
-16912,Core staff,12
-15623,Laborers,1
-15623,Laborers,1
-15623,Laborers,1
-15623,Laborers,1
-15623,Laborers,1
-15623,Laborers,1
-15623,Laborers,1
-9119,Laborers,5
-9119,Laborers,5
-9119,Laborers,5
-9119,Laborers,5
-18643,Security staff,10
-18643,Security staff,10
-17260,Laborers,21
-17260,Laborers,21
-17260,Laborers,21
-15991,Laborers,24
-15991,Laborers,24
-15991,Laborers,24
-15991,Laborers,24
-15991,Laborers,24
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10634,Core staff,6
-10823,Sales staff,24
-10823,Sales staff,24
-10823,Sales staff,24
-10823,Sales staff,24
-10823,Sales staff,24
-12143,Security staff,2
-12143,Security staff,2
-16381,Laborers,19
-16381,Laborers,19
-16381,Laborers,19
-16381,Laborers,19
-16381,Laborers,19
-16381,Laborers,19
-16381,Laborers,19
-13219,Core staff,1
-13219,Core staff,1
-13219,Core staff,1
-13219,Core staff,1
-13219,Core staff,1
-13219,Core staff,1
-13219,Core staff,1
-22481,"",22
-22481,"",22
-22481,"",22
-22481,"",22
-14590,Security staff,22
-14590,Security staff,22
-14590,Security staff,22
-14590,Security staff,22
-20415,"",20
-20415,"",20
-20415,"",20
-20415,"",20
-20415,"",20
-20415,"",20
-20415,"",20
-20415,"",20
-20415,"",20
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-12986,Laborers,6
-11229,Core staff,9
-11229,Core staff,9
-11229,Core staff,9
-11229,Core staff,9
-11229,Core staff,9
-11229,Core staff,9
-11229,Core staff,9
-11229,Core staff,9
-14772,Laborers,2
-14772,Laborers,2
-14772,Laborers,2
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-15938,Medicine staff,20
-9080,"",9
-9080,"",9
-9080,"",9
-9080,"",9
-9080,"",9
-9080,"",9
-9080,"",9
-15175,Managers,9
-15175,Managers,9
-15175,Managers,9
-15175,Managers,9
-15175,Managers,9
-15175,Managers,9
-15175,Managers,9
-16299,Medicine staff,11
-16299,Medicine staff,11
-16299,Medicine staff,11
-16299,Medicine staff,11
-16299,Medicine staff,11
-16299,Medicine staff,11
-21960,"",3
-21960,"",3
-21960,"",3
-21960,"",3
-21960,"",3
-12953,Laborers,14
-12953,Laborers,14
-12953,Laborers,14
-12911,Laborers,24
-12911,Laborers,24
-12911,Laborers,24
-12911,Laborers,24
-12911,Laborers,24
-12375,Laborers,2
-12375,Laborers,2
-12375,Laborers,2
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-11153,Accountants,0
-9851,Laborers,5
-9851,Laborers,5
-9851,Laborers,5
-9851,Laborers,5
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-14255,Drivers,12
-15269,Core staff,3
-15269,Core staff,3
-15269,Core staff,3
-15269,Core staff,3
-15269,Core staff,3
-18217,Security staff,22
-18217,Security staff,22
-18217,Security staff,22
-18217,Security staff,22
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-18871,Drivers,0
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-11352,Laborers,15
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-18190,Core staff,12
-9387,"",22
-9387,"",22
-9387,"",22
-9387,"",22
-9995,Sales staff,14
-9995,Sales staff,14
-9995,Sales staff,14
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-20483,Drivers,6
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-14074,Core staff,11
-12648,"",13
-12648,"",13
-12648,"",13
-12648,"",13
-12648,"",13
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-20027,"",6
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-14619,Laborers,0
-19032,"",6
-19032,"",6
-19032,"",6
-19032,"",6
-19032,"",6
-12668,Laborers,18
-15607,Sales staff,10
-15607,Sales staff,10
-13264,Laborers,9
-13264,Laborers,9
-13264,Laborers,9
-13264,Laborers,9
-13264,Laborers,9
-13264,Laborers,9
-13264,Laborers,9
-13694,Laborers,3
-13694,Laborers,3
-13694,Laborers,3
-13694,Laborers,3
-13694,Laborers,3
-13295,Laborers,23
-13295,Laborers,23
-13295,Laborers,23
-13295,Laborers,23
-10117,Core staff,5
-10117,Core staff,5
-10117,Core staff,5
-10117,Core staff,5
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21512,"",6
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-21052,"",11
-16911,"",24
-16911,"",24
-12299,"",10
-12299,"",10
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-20013,"",11
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-18652,Laborers,12
-16500,Laborers,1
-16500,Laborers,1
-16500,Laborers,1
-16500,Laborers,1
-16500,Laborers,1
-16500,Laborers,1
-16500,Laborers,1
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-19190,Sales staff,6
-15081,Laborers,9
-15081,Laborers,9
-15081,Laborers,9
-15081,Laborers,9
-15081,Laborers,9
-8534,Laborers,5
-8534,Laborers,5
-8534,Laborers,5
-8534,Laborers,5
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-9413,"",0
-16743,Medicine staff,22
-16743,Medicine staff,22
-16743,Medicine staff,22
-16743,Medicine staff,22
-12882,Sales staff,21
-12882,Sales staff,21
-12882,Sales staff,21
-16199,Private service staff,19
-16199,Private service staff,19
-16199,Private service staff,19
-16199,Private service staff,19
-16199,Private service staff,19
-16199,Private service staff,19
-16199,Private service staff,19
-23303,"",3
-23303,"",3
-23303,"",3
-23303,"",3
-23303,"",3
-11731,"",23
-11731,"",23
-11731,"",23
-11731,"",23
-10213,"",15
-10213,"",15
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-14926,High skill tech staff,0
-15157,Laborers,2
-15157,Laborers,2
-15157,Laborers,2
-23355,"",23
-23355,"",23
-23355,"",23
-23355,"",23
-12318,"",17
-12318,"",17
-12318,"",17
-12318,"",17
-12318,"",17
-12318,"",17
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11728,High skill tech staff,0
-11714,"",1
-11714,"",1
-11714,"",1
-11714,"",1
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-18862,Core staff,0
-15173,Managers,20
-15173,Managers,20
-15173,Managers,20
-15173,Managers,20
-15173,Managers,20
-15173,Managers,20
-15173,Managers,20
-15173,Managers,20
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-11511,Core staff,11
-23056,"",23
-23056,"",23
-23056,"",23
-23056,"",23
-18839,Managers,1
-18839,Managers,1
-18839,Managers,1
-18839,Managers,1
-18839,Managers,1
-18839,Managers,1
-24878,"",20
-24878,"",20
-24878,"",20
-24878,"",20
-24878,"",20
-24878,"",20
-24878,"",20
-24878,"",20
-10487,"",2
-10487,"",2
-10487,"",2
-15206,Laborers,19
-15206,Laborers,19
-15206,Laborers,19
-15206,Laborers,19
-15206,Laborers,19
-15206,Laborers,19
-15206,Laborers,19
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15733,Core staff,0
-15972,"",22
-15972,"",22
-15972,"",22
-15972,"",22
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-24691,"",11
-12521,"",20
-12521,"",20
-12521,"",20
-12521,"",20
-12521,"",20
-12521,"",20
-12521,"",20
-12521,"",20
-9711,Sales staff,10
-9711,Sales staff,10
-9115,"",14
-9115,"",14
-9115,"",14
-22034,"",7
-22034,"",7
-22034,"",7
-22034,"",7
-22034,"",7
-22034,"",7
-22034,"",7
-22034,"",7
-23403,"",8
-23403,"",8
-23403,"",8
-23403,"",8
-23403,"",8
-23403,"",8
-13608,Drivers,23
-13608,Drivers,23
-13608,Drivers,23
-13608,Drivers,23
-22459,"",1
-22459,"",1
-22459,"",1
-22459,"",1
-22459,"",1
-22459,"",1
-22459,"",1
-9812,Sales staff,24
-9812,Sales staff,24
-9812,Sales staff,24
-9812,Sales staff,24
-9812,Sales staff,24
-13375,Cooking staff,3
-13375,Cooking staff,3
-13375,Cooking staff,3
-13375,Cooking staff,3
-13375,Cooking staff,3
-15233,Laborers,4
-16596,Sales staff,7
-16596,Sales staff,7
-16596,Sales staff,7
-16596,Sales staff,7
-16596,Sales staff,7
-16596,Sales staff,7
-11374,High skill tech staff,21
-11374,High skill tech staff,21
-11374,High skill tech staff,21
-14697,Sales staff,2
-14697,Sales staff,2
-14697,Sales staff,2
-22867,"",11
-22867,"",11
-22867,"",11
-15934,Managers,1
-15934,Managers,1
-11722,Medicine staff,21
-11722,Medicine staff,21
-11722,Medicine staff,21
-18259,Drivers,7
-18259,Drivers,7
-14902,Laborers,9
-14902,Laborers,9
-14902,Laborers,9
-14902,Laborers,9
-14902,Laborers,9
-14902,Laborers,9
-14902,Laborers,9
-14902,Laborers,9
-20174,"",2
-20174,"",2
-22650,Laborers,24
-22650,Laborers,24
-22650,Laborers,24
-22650,Laborers,24
-22650,Laborers,24
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-17103,Cooking staff,0
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-12991,Managers,6
-9866,Laborers,22
-9866,Laborers,22
-9866,Laborers,22
-9866,Laborers,22
-13513,Core staff,9
-13513,Core staff,9
-13513,Core staff,9
-13513,Core staff,9
-13513,Core staff,9
-13513,Core staff,9
-13513,Core staff,9
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-22078,"",15
-17211,High skill tech staff,21
-17211,High skill tech staff,21
-17211,High skill tech staff,21
-11111,High skill tech staff,4
-23507,"",3
-23507,"",3
-23507,"",3
-23507,"",3
-23507,"",3
-17962,"",23
-17962,"",23
-17962,"",23
