DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,NAME_INCOME_TYPE,prediction
-18945,-1677,Managers,Commercial associate,74
-18945,-1677,Managers,Commercial associate,74
-18945,-1677,Managers,Commercial associate,74
-18945,-1677,Managers,Commercial associate,74
-18945,-1677,Managers,Commercial associate,74
-22985,365243,"",Pensioner,80
-22985,365243,"",Pensioner,80
-22985,365243,"",Pensioner,80
-22985,365243,"",Pensioner,80
-22985,365243,"",Pensioner,80
-22985,365243,"",Pensioner,80
-21365,365243,"",Pensioner,3
-21365,365243,"",Pensioner,3
-21365,365243,"",Pensioner,3
-17135,-93,"",Working,5
-17135,-93,"",Working,5
-12160,-458,"",Working,88
-12160,-458,"",Working,88
-12160,-458,"",Working,88
-12160,-458,"",Working,88
-18309,365243,"",Pensioner,45
-18309,365243,"",Pensioner,45
-18309,365243,"",Pensioner,45
-18309,365243,"",Pensioner,45
-9850,-246,"",Commercial associate,65
-9850,-246,"",Commercial associate,65
-9850,-246,"",Commercial associate,65
-9850,-246,"",Commercial associate,65
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-22657,365243,"",Pensioner,51
-9912,-1707,Sales staff,Working,38
-16173,-2862,Managers,Working,75
-16173,-2862,Managers,Working,75
-16173,-2862,Managers,Working,75
-16173,-2862,Managers,Working,75
-16173,-2862,Managers,Working,75
-16173,-2862,Managers,Working,75
-16173,-2862,Managers,Working,75
-17398,-458,Drivers,Working,84
-17398,-458,Drivers,Working,84
-17398,-458,Drivers,Working,84
-17398,-458,Drivers,Working,84
-17398,-458,Drivers,Working,84
-17398,-458,Drivers,Working,84
-11937,-1889,Cooking staff,Commercial associate,72
-11937,-1889,Cooking staff,Commercial associate,72
-11937,-1889,Cooking staff,Commercial associate,72
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-14874,-2407,Core staff,Working,57
-9066,-2407,Cooking staff,Commercial associate,41
-9066,-2407,Cooking staff,Commercial associate,41
-9066,-2407,Cooking staff,Commercial associate,41
-9066,-2407,Cooking staff,Commercial associate,41
-9066,-2407,Cooking staff,Commercial associate,41
-9066,-2407,Cooking staff,Commercial associate,41
-14579,-185,Laborers,Working,33
-14579,-185,Laborers,Working,33
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-14962,-5176,Laborers,Working,66
-16573,-1616,Managers,Working,82
-16573,-1616,Managers,Working,82
-16573,-1616,Managers,Working,82
-16573,-1616,Managers,Working,82
-16573,-1616,Managers,Working,82
-21922,365243,"",Pensioner,33
-21922,365243,"",Pensioner,33
-21922,365243,"",Pensioner,33
-23636,365243,"",Pensioner,26
-23636,365243,"",Pensioner,26
-23636,365243,"",Pensioner,26
-23636,365243,"",Pensioner,26
-23636,365243,"",Pensioner,26
-23636,365243,"",Pensioner,26
-23636,365243,"",Pensioner,26
-23086,365243,"",Pensioner,45
-23086,365243,"",Pensioner,45
-23086,365243,"",Pensioner,45
-23086,365243,"",Pensioner,45
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-15167,-2162,Drivers,Commercial associate,40
-9761,-854,Laborers,Working,67
-9761,-854,Laborers,Working,67
-9761,-854,Laborers,Working,67
-9761,-854,Laborers,Working,67
-21135,-2862,Laborers,Commercial associate,15
-11099,-2011,Sales staff,Working,28
-11099,-2011,Sales staff,Working,28
-21170,-1281,"",Working,38
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-10847,-2712,Laborers,Working,69
-20815,365243,"",Pensioner,71
-20815,365243,"",Pensioner,71
-20815,365243,"",Pensioner,71
-13765,-5664,Drivers,Commercial associate,42
-13765,-5664,Drivers,Commercial associate,42
-18579,-2011,"",Working,28
-18579,-2011,"",Working,28
-23619,365243,"",Pensioner,37
-23619,365243,"",Pensioner,37
-23619,365243,"",Pensioner,37
-23619,365243,"",Pensioner,37
-23619,365243,"",Pensioner,37
-23619,365243,"",Pensioner,37
-23619,365243,"",Pensioner,37
-14612,-397,Core staff,Working,61
-14612,-397,Core staff,Working,61
-14612,-397,Core staff,Working,61
-14612,-397,Core staff,Working,61
-15459,-642,Sales staff,Working,45
-15459,-642,Sales staff,Working,45
-15459,-642,Sales staff,Working,45
-15459,-642,Sales staff,Working,45
-11681,-1281,Laborers,Working,33
-12903,-2924,Accountants,Working,85
-12903,-2924,Accountants,Working,85
-12903,-2924,Accountants,Working,85
-12903,-2924,Accountants,Working,85
-12903,-2924,Accountants,Working,85
-12903,-2924,Accountants,Working,85
-12903,-2924,Accountants,Working,85
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-13012,-1342,Sales staff,Working,57
-10980,-2893,Core staff,Commercial associate,18
-10980,-2893,Core staff,Commercial associate,18
-10980,-2893,Core staff,Commercial associate,18
-14798,-6333,"",Working,13
-14315,-4142,Laborers,Working,54
-14315,-4142,Laborers,Working,54
-14315,-4142,Laborers,Working,54
-14315,-4142,Laborers,Working,54
-9786,-2559,Laborers,Commercial associate,42
-9786,-2559,Laborers,Commercial associate,42
-15976,-854,Laborers,Working,21
-20432,365243,"",Pensioner,71
-20432,365243,"",Pensioner,71
-20432,365243,"",Pensioner,71
-20432,365243,"",Pensioner,71
-20432,365243,"",Pensioner,71
-14351,-3592,Sales staff,Working,36
-14351,-3592,Sales staff,Working,36
-14351,-3592,Sales staff,Working,36
-14351,-3592,Sales staff,Working,36
-18865,365243,"",Pensioner,11
-18865,365243,"",Pensioner,11
-18865,365243,"",Pensioner,11
-18865,365243,"",Pensioner,11
-18865,365243,"",Pensioner,11
-18865,365243,"",Pensioner,11
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-11978,-5206,Core staff,State servant,86
-9990,-915,Laborers,Commercial associate,73
-9990,-915,Laborers,Commercial associate,73
-20185,-2589,Security staff,Working,18
-20185,-2589,Security staff,Working,18
-20185,-2589,Security staff,Working,18
-22041,-1524,Accountants,Working,85
-22041,-1524,Accountants,Working,85
-22041,-1524,Accountants,Working,85
-22041,-1524,Accountants,Working,85
-22041,-1524,Accountants,Working,85
-22041,-1524,Accountants,Working,85
-22041,-1524,Accountants,Working,85
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-15675,-305,Sales staff,Working,7
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-8655,-1067,Core staff,Working,12
-11380,-1007,Accountants,Working,32
-11380,-1007,Accountants,Working,32
-11380,-1007,Accountants,Working,32
-11380,-1007,Accountants,Working,32
-11380,-1007,Accountants,Working,32
-11380,-1007,Accountants,Working,32
-11380,-1007,Accountants,Working,32
-16867,-3592,"",Working,50
-17242,-428,Sales staff,Working,33
-17242,-428,Sales staff,Working,33
-17242,-428,Sales staff,Working,33
-9685,-1098,Sales staff,Working,92
-9685,-1098,Sales staff,Working,92
-9685,-1098,Sales staff,Working,92
-9685,-1098,Sales staff,Working,92
-13350,-1981,Laborers,Working,6
-13350,-1981,Laborers,Working,6
-13350,-1981,Laborers,Working,6
-13350,-1981,Laborers,Working,6
-13350,-1981,Laborers,Working,6
-19962,-1189,"",Working,92
-19962,-1189,"",Working,92
-19962,-1189,"",Working,92
-19962,-1189,"",Working,92
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-22042,365243,"",Pensioner,63
-15580,-3503,Sales staff,Commercial associate,41
-15580,-3503,Sales staff,Commercial associate,41
-15580,-3503,Sales staff,Commercial associate,41
-15580,-3503,Sales staff,Commercial associate,41
-15580,-3503,Sales staff,Commercial associate,41
-15580,-3503,Sales staff,Commercial associate,41
-12566,-1493,Laborers,Working,38
-13669,-428,Managers,Commercial associate,11
-13669,-428,Managers,Commercial associate,11
-13669,-428,Managers,Commercial associate,11
-13669,-428,Managers,Commercial associate,11
-13669,-428,Managers,Commercial associate,11
-13669,-428,Managers,Commercial associate,11
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-16278,-2712,"",Working,63
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-15702,-185,"",Commercial associate,76
-19795,365243,"",Pensioner,91
-19795,365243,"",Pensioner,91
-21414,365243,"",Pensioner,37
-21414,365243,"",Pensioner,37
-21414,365243,"",Pensioner,37
-21414,365243,"",Pensioner,37
-21414,365243,"",Pensioner,37
-21414,365243,"",Pensioner,37
-21414,365243,"",Pensioner,37
-11445,-3319,Sales staff,Commercial associate,61
-11445,-3319,Sales staff,Commercial associate,61
-11445,-3319,Sales staff,Commercial associate,61
-22885,365243,"",Pensioner,3
-22885,365243,"",Pensioner,3
-22885,365243,"",Pensioner,3
-14099,-550,Laborers,Commercial associate,59
-19746,-1342,Laborers,Working,31
-19746,-1342,Laborers,Working,31
-19746,-1342,Laborers,Working,31
-12908,-3592,Sales staff,Working,28
-12908,-3592,Sales staff,Working,28
-17370,-4599,Managers,Working,13
-10244,-1432,Sales staff,Working,50
-12460,-4507,Laborers,Working,13
-11495,-581,Security staff,Working,67
-11495,-581,Security staff,Working,67
-11495,-581,Security staff,Working,67
-15700,-1677,"",Commercial associate,50
-21276,-1128,Accountants,Commercial associate,33
-21276,-1128,Accountants,Commercial associate,33
-22068,365243,"",Pensioner,33
-16856,-1373,Core staff,Working,30
-16856,-1373,Core staff,Working,30
-16856,-1373,Core staff,Working,30
-16856,-1373,Core staff,Working,30
-16856,-1373,Core staff,Working,30
-15509,-1189,Drivers,Commercial associate,92
-15509,-1189,Drivers,Commercial associate,92
-15509,-1189,Drivers,Commercial associate,92
-15509,-1189,Drivers,Commercial associate,92
-11270,-1889,Managers,Commercial associate,14
-11270,-1889,Managers,Commercial associate,14
-11270,-1889,Managers,Commercial associate,14
-11270,-1889,Managers,Commercial associate,14
-11270,-1889,Managers,Commercial associate,14
-11453,-277,Medicine staff,Commercial associate,5
-11453,-277,Medicine staff,Commercial associate,5
-21471,365243,"",Pensioner,38
-17347,-4234,High skill tech staff,Working,64
-17347,-4234,High skill tech staff,Working,64
-17347,-4234,High skill tech staff,Working,64
-17347,-4234,High skill tech staff,Working,64
-17541,-7276,Laborers,Working,87
-17541,-7276,Laborers,Working,87
-17541,-7276,Laborers,Working,87
-17541,-7276,Laborers,Working,87
-17541,-7276,Laborers,Working,87
-17541,-7276,Laborers,Working,87
-8351,-124,Drivers,Commercial associate,91
-8351,-124,Drivers,Commercial associate,91
-10245,-2284,Laborers,Working,13
-12890,-5359,Laborers,Commercial associate,36
-12890,-5359,Laborers,Commercial associate,36
-12890,-5359,Laborers,Commercial associate,36
-20024,365243,"",Pensioner,38
-21131,365243,"",Pensioner,38
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-23407,365243,"",Pensioner,51
-17401,-9559,Realty agents,Commercial associate,6
-17401,-9559,Realty agents,Commercial associate,6
-17401,-9559,Realty agents,Commercial associate,6
-17401,-9559,Realty agents,Commercial associate,6
-17401,-9559,Realty agents,Commercial associate,6
-20990,-6180,Sales staff,Commercial associate,72
-20990,-6180,Sales staff,Commercial associate,72
-20990,-6180,Sales staff,Commercial associate,72
-13322,-2620,Laborers,Working,50
-10511,-305,IT staff,Commercial associate,67
-10511,-305,IT staff,Commercial associate,67
-10511,-305,IT staff,Commercial associate,67
-21111,-1159,Drivers,Working,31
-21111,-1159,Drivers,Working,31
-21111,-1159,Drivers,Working,31
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-16653,-1646,Drivers,Commercial associate,20
-17254,-246,Sales staff,Commercial associate,23
-17254,-246,Sales staff,Commercial associate,23
-20689,-4538,"",Commercial associate,17
-20689,-4538,"",Commercial associate,17
-20689,-4538,"",Commercial associate,17
-12313,-1098,Laborers,Working,98
-12313,-1098,Laborers,Working,98
-12313,-1098,Laborers,Working,98
-12313,-1098,Laborers,Working,98
-12313,-1098,Laborers,Working,98
-22109,365243,"",Pensioner,38
-19811,-10047,High skill tech staff,Commercial associate,53
-19811,-10047,High skill tech staff,Commercial associate,53
-23598,365243,"",Pensioner,38
-20411,365243,"",Pensioner,38
-9985,-1738,Sales staff,Working,59
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-12555,-1858,Core staff,Working,60
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-13494,-1281,Sales staff,Working,20
-12434,-1463,"",Working,53
-12434,-1463,"",Working,53
-10943,-2346,Private service staff,Working,13
-8520,-550,Medicine staff,State servant,34
-8520,-550,Medicine staff,State servant,34
-8520,-550,Medicine staff,State servant,34
-15090,-3138,Sales staff,Working,87
-15090,-3138,Sales staff,Working,87
-15090,-3138,Sales staff,Working,87
-15090,-3138,Sales staff,Working,87
-15090,-3138,Sales staff,Working,87
-15090,-3138,Sales staff,Working,87
-18582,-5084,Managers,Working,95
-18582,-5084,Managers,Working,95
-12166,-1373,"",Working,4
-12166,-1373,"",Working,4
-14836,-2072,"",Working,22
-14836,-2072,"",Working,22
-10722,-93,Cooking staff,Working,92
-10722,-93,Cooking staff,Working,92
-10722,-93,Cooking staff,Working,92
-10722,-93,Cooking staff,Working,92
-17386,-3503,Laborers,Working,41
-17386,-3503,Laborers,Working,41
-17386,-3503,Laborers,Working,41
-17386,-3503,Laborers,Working,41
-17386,-3503,Laborers,Working,41
-17386,-3503,Laborers,Working,41
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-23886,365243,"",Pensioner,52
-20923,-1189,Laborers,Commercial associate,21
-20046,-3503,Sales staff,Working,22
-20046,-3503,Sales staff,Working,22
-20046,-3503,Sales staff,Working,22
-20046,-3503,Sales staff,Working,22
-20046,-3503,Sales staff,Working,22
-12604,-2620,Managers,Working,6
-12604,-2620,Managers,Working,6
-12604,-2620,Managers,Working,6
-12604,-2620,Managers,Working,6
-12604,-2620,Managers,Working,6
-20850,365243,"",Pensioner,22
-20850,365243,"",Pensioner,22
-20850,365243,"",Pensioner,22
-20850,365243,"",Pensioner,22
-21071,365243,"",Pensioner,45
-21071,365243,"",Pensioner,45
-21071,365243,"",Pensioner,45
-21071,365243,"",Pensioner,45
-10186,-2315,Medicine staff,Commercial associate,41
-10186,-2315,Medicine staff,Commercial associate,41
-10186,-2315,Medicine staff,Commercial associate,41
-10186,-2315,Medicine staff,Commercial associate,41
-10186,-2315,Medicine staff,Commercial associate,41
-10186,-2315,Medicine staff,Commercial associate,41
-10061,-520,High skill tech staff,Working,64
-10061,-520,High skill tech staff,Working,64
-10061,-520,High skill tech staff,Working,64
-10061,-520,High skill tech staff,Working,64
-12337,-458,Cooking staff,State servant,22
-12337,-458,Cooking staff,State servant,22
-12337,-458,Cooking staff,State servant,22
-12337,-458,Cooking staff,State servant,22
-12337,-458,Cooking staff,State servant,22
-12369,-1432,Managers,Working,30
-12369,-1432,Managers,Working,30
-12369,-1432,Managers,Working,30
-12369,-1432,Managers,Working,30
-20302,-10259,Medicine staff,Working,19
-20302,-10259,Medicine staff,Working,19
-21717,-2042,Drivers,Working,42
-21717,-2042,Drivers,Working,42
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-10414,-2742,Laborers,Working,24
-20464,365243,"",Pensioner,91
-20464,365243,"",Pensioner,91
-14210,-1128,Private service staff,Commercial associate,26
-14210,-1128,Private service staff,Commercial associate,26
-14210,-1128,Private service staff,Commercial associate,26
-14210,-1128,Private service staff,Commercial associate,26
-14210,-1128,Private service staff,Commercial associate,26
-14210,-1128,Private service staff,Commercial associate,26
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-23408,365243,"",Pensioner,63
-14785,-4872,Managers,Working,44
-14785,-4872,Managers,Working,44
-14785,-4872,Managers,Working,44
-14785,-4872,Managers,Working,44
-14785,-4872,Managers,Working,44
-14785,-4872,Managers,Working,44
-20967,365243,"",Pensioner,33
-20967,365243,"",Pensioner,33
-20967,365243,"",Pensioner,33
-23129,365243,"",Pensioner,3
-23129,365243,"",Pensioner,3
-23129,365243,"",Pensioner,3
-23059,365243,"",Pensioner,37
-23059,365243,"",Pensioner,37
-23059,365243,"",Pensioner,37
-23059,365243,"",Pensioner,37
-23059,365243,"",Pensioner,37
-23059,365243,"",Pensioner,37
-23059,365243,"",Pensioner,37
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-14071,-3806,Laborers,Working,55
-17478,365243,"",Pensioner,3
-17478,365243,"",Pensioner,3
-17478,365243,"",Pensioner,3
-11300,-1007,Laborers,Working,50
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-11734,-2164,High skill tech staff,Working,74
-22829,-2558,High skill tech staff,Commercial associate,34
-22829,-2558,High skill tech staff,Commercial associate,34
-22829,-2558,High skill tech staff,Commercial associate,34
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-10253,-1462,Laborers,Working,63
-12348,-1220,Managers,State servant,25
-12348,-1220,Managers,State servant,25
-12348,-1220,Managers,State servant,25
-12348,-1220,Managers,State servant,25
-12348,-1220,Managers,State servant,25
-12348,-1220,Managers,State servant,25
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8893,-1615,Drivers,Working,29
-8562,-246,Secretaries,State servant,21
-19878,-6516,Managers,Commercial associate,13
-21982,365243,"",Pensioner,80
-21982,365243,"",Pensioner,80
-21982,365243,"",Pensioner,80
-21982,365243,"",Pensioner,80
-21982,365243,"",Pensioner,80
-21982,365243,"",Pensioner,80
-16072,-338,Private service staff,Working,65
-16072,-338,Private service staff,Working,65
-16072,-338,Private service staff,Working,65
-16072,-338,Private service staff,Working,65
-16072,-338,Private service staff,Working,65
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-23289,365243,"",Pensioner,55
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-11505,-4019,Laborers,Working,12
-19922,-1128,"",Working,26
-19922,-1128,"",Working,26
-19922,-1128,"",Working,26
-19922,-1128,"",Working,26
-19922,-1128,"",Working,26
-19922,-1128,"",Working,26
-19922,-1128,"",Working,26
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-10213,-1707,Managers,Commercial associate,40
-18562,-1220,Laborers,Working,50
-11726,-3594,"",Commercial associate,54
-11726,-3594,"",Commercial associate,54
-11726,-3594,"",Commercial associate,54
-11726,-3594,"",Commercial associate,54
-16988,-1434,"",Working,79
-16988,-1434,"",Working,79
-16988,-1434,"",Working,79
-12630,-5145,Accountants,Commercial associate,23
-12630,-5145,Accountants,Commercial associate,23
-12630,-5145,Accountants,Commercial associate,23
-12630,-5145,Accountants,Commercial associate,23
-12630,-5145,Accountants,Commercial associate,23
-14425,-4568,Laborers,Working,85
-14425,-4568,Laborers,Working,85
-14425,-4568,Laborers,Working,85
-14425,-4568,Laborers,Working,85
-14425,-4568,Laborers,Working,85
-14425,-4568,Laborers,Working,85
-14425,-4568,Laborers,Working,85
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-15113,-1585,HR staff,Working,99
-14347,-1738,Medicine staff,Working,79
-14347,-1738,Medicine staff,Working,79
-14347,-1738,Medicine staff,Working,79
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-15562,-7824,Laborers,Working,86
-19032,-3776,Laborers,Working,12
-19032,-3776,Laborers,Working,12
-19032,-3776,Laborers,Working,12
-19032,-3776,Laborers,Working,12
-10106,-93,Accountants,Working,98
-10106,-93,Accountants,Working,98
-10106,-93,Accountants,Working,98
-10106,-93,Accountants,Working,98
-10106,-93,Accountants,Working,98
-13411,-185,Laborers,Working,45
-13411,-185,Laborers,Working,45
-13411,-185,Laborers,Working,45
-13411,-185,Laborers,Working,45
-21978,-5480,Core staff,Working,18
-21978,-5480,Core staff,Working,18
-21978,-5480,Core staff,Working,18
-20004,365243,"",Pensioner,91
-20004,365243,"",Pensioner,91
-22710,-13699,High skill tech staff,Commercial associate,13
-22816,365243,"",Pensioner,91
-22816,365243,"",Pensioner,91
-13099,-185,Cleaning staff,Commercial associate,91
-13099,-185,Cleaning staff,Commercial associate,91
-13585,-4902,Laborers,State servant,95
-13585,-4902,Laborers,State servant,95
-23273,365243,"",Pensioner,38
-18156,-1250,Managers,Working,67
