id,age,race,sex,workclass,income
1487,30,White,Male,Private,<=50K
1488,25,White,Female,Private,<=50K
1489,57,White,Female,Federal-gov,<=50K
1490,37,White,Male,Private,>50K
1491,32,White,Male,Private,<=50K
1492,26,White,Female,Private,<=50K
1493,45,White,Male,Private,>50K
1494,53,White,Male,State-gov,>50K
1495,27,Amer-Indian-Eskimo,Male,Private,<=50K
1496,28,White,Male,Self-emp-inc,>50K
1497,32,White,Male,Private,>50K
1498,35,White,Female,Private,<=50K
1499,36,White,Male,Self-emp-not-inc,>50K
1500,19,White,Male,Private,<=50K
1501,37,White,Male,Self-emp-inc,>50K
1502,49,White,Male,Private,<=50K
1503,20,White,Male,Private,<=50K
1504,64,White,Male,Self-emp-inc,>50K
1505,60,White,Male,?,<=50K
1506,32,White,Male,Private,<=50K
1507,58,White,Male,State-gov,<=50K
1508,42,White,Male,Private,<=50K
1509,20,Black,Female,Private,<=50K
1510,42,Black,Male,State-gov,<=50K
1511,25,Black,Male,Private,<=50K
1512,30,White,Male,Self-emp-not-inc,>50K
1513,37,White,Male,Self-emp-inc,>50K
1514,66,White,Male,Self-emp-not-inc,<=50K
1515,59,White,Male,Self-emp-inc,>50K
1516,44,Asian-Pac-Islander,Male,Private,<=50K
1517,46,White,Male,Private,>50K
1518,59,White,Female,Private,<=50K
1519,25,White,Male,Private,<=50K
1520,17,Black,Male,Local-gov,<=50K
1521,47,White,Male,Local-gov,<=50K
1522,47,White,Female,State-gov,<=50K
1523,30,White,Female,Private,<=50K
1524,20,White,Female,Private,<=50K
1525,26,White,Male,Local-gov,<=50K
1526,20,Black,Male,Private,<=50K
1527,33,White,Male,Private,<=50K
1528,48,White,Male,Private,<=50K
1529,52,White,Male,Private,>50K
1530,37,White,Female,Private,<=50K
1531,47,Black,Male,Private,<=50K
1532,40,White,Male,Private,>50K
1533,48,White,Female,Private,>50K
1534,49,Black,Male,Private,>50K
1535,50,White,Female,Private,<=50K
1536,30,White,Female,Private,<=50K
1537,34,White,Male,Private,<=50K
1538,43,White,Male,Private,<=50K
1539,22,White,Female,Private,<=50K
1540,35,Black,Male,Private,<=50K
1541,26,White,Female,State-gov,<=50K
1542,62,White,Male,Private,<=50K
1543,39,White,Male,Local-gov,<=50K
1544,59,White,Male,Local-gov,<=50K
1545,69,White,Male,?,<=50K
1546,27,White,Male,Private,<=50K
1547,17,White,Male,Private,<=50K
1548,38,White,Male,Private,<=50K
1549,41,White,Male,Private,>50K
1550,27,White,Female,Private,<=50K
1551,23,White,Female,Private,<=50K
1552,17,White,Male,Private,<=50K
1553,56,White,Female,Private,<=50K
1554,24,White,Female,Private,<=50K
1555,62,White,Male,Private,>50K
1556,44,Black,Male,Private,<=50K
1557,23,White,Male,Private,<=50K
1558,41,White,Male,Self-emp-not-inc,<=50K
1559,25,White,Male,Private,<=50K
1560,21,Black,Female,Private,<=50K
1561,18,White,Male,Private,<=50K
1562,45,White,Male,Private,<=50K
1563,75,White,Female,?,>50K
1564,51,White,Male,Private,<=50K
1565,42,Black,Female,Federal-gov,<=50K
1566,47,Black,Female,Private,<=50K
1567,29,White,Male,Private,<=50K
1568,33,Black,Male,Private,<=50K
1569,43,White,Male,Local-gov,<=50K
1570,20,White,Male,?,<=50K
1571,19,Black,Female,?,<=50K
1572,44,White,Male,Private,>50K
1573,24,White,Male,Private,<=50K
1574,19,White,Male,Private,<=50K
1575,49,White,Male,?,<=50K
1576,52,White,Male,Private,<=50K
1577,38,White,Male,Self-emp-not-inc,<=50K
1578,24,White,Male,State-gov,<=50K
1579,32,White,Male,Local-gov,<=50K
1580,72,White,Female,?,<=50K
1581,26,White,Male,Private,>50K
1582,31,Asian-Pac-Islander,Male,Private,<=50K
1583,29,White,Male,Private,<=50K
1584,39,White,Male,Private,>50K
1585,48,White,Male,Self-emp-not-inc,<=50K
1586,40,White,Male,Private,>50K
1587,51,White,Male,Private,<=50K
1588,28,White,Male,Self-emp-not-inc,<=50K
1589,22,White,Female,Private,<=50K
1590,23,White,Female,Private,<=50K
1591,65,White,Male,Private,<=50K
1592,26,White,Male,Local-gov,<=50K
1593,20,White,Male,?,<=50K
1594,55,White,Male,Private,>50K
1595,38,White,Male,Self-emp-not-inc,<=50K
1596,33,White,Male,Private,>50K
1597,33,White,Female,Local-gov,<=50K
1598,37,Black,Female,Private,<=50K
1599,19,White,Male,Private,<=50K
1600,24,White,Male,Private,<=50K
1601,30,White,Male,Private,<=50K
1602,57,White,Female,State-gov,<=50K
1603,22,White,Female,State-gov,<=50K
1604,57,Black,Male,Private,>50K
1605,46,White,Male,State-gov,<=50K
1606,67,White,Male,Private,<=50K
1607,35,Black,Female,?,<=50K
1608,47,White,Male,Private,<=50K
1609,39,White,Male,Private,<=50K
1610,50,Asian-Pac-Islander,Male,Private,<=50K
1611,58,White,Female,Self-emp-not-inc,<=50K
1612,36,White,Female,Private,>50K
1613,45,White,Male,Private,>50K
1614,54,White,Male,Private,>50K
1615,26,White,Male,Private,<=50K
1616,60,White,Male,Private,>50K
1617,46,White,Male,Private,>50K
1618,26,White,Female,Private,<=50K
1619,32,White,Male,Private,<=50K
1620,38,White,Male,Local-gov,<=50K
1621,48,White,Male,Self-emp-not-inc,>50K
1622,44,White,Male,Self-emp-not-inc,>50K
1623,37,Asian-Pac-Islander,Female,Private,<=50K
1624,44,White,Male,Private,<=50K
1625,31,Other,Female,Private,<=50K
1626,61,White,Male,Self-emp-not-inc,>50K
1627,51,White,Male,Private,<=50K
1628,52,White,Female,Private,>50K
1629,45,White,Female,Private,<=50K
1630,36,Black,Female,?,<=50K
1631,39,White,Male,Private,<=50K
1632,67,White,Female,Local-gov,<=50K
1633,40,White,Male,State-gov,>50K
1634,27,White,Male,Private,<=50K
1635,37,White,Male,Private,<=50K
1636,57,White,Male,Private,>50K
1637,27,White,Female,Private,<=50K
1638,28,White,Female,Private,<=50K
1639,34,White,Male,Self-emp-inc,>50K
1640,54,White,Male,Private,>50K
1641,52,Black,Female,Private,<=50K
1642,42,White,Male,Private,>50K
1643,48,White,Male,Private,>50K
1644,65,White,Male,State-gov,>50K
1645,55,White,Female,Self-emp-not-inc,<=50K
1646,71,White,Female,Self-emp-inc,>50K
1647,33,Black,Male,Private,<=50K
1648,30,White,Male,Private,<=50K
1649,35,White,Male,Private,>50K
1650,59,Black,Female,Private,<=50K
1651,19,White,Male,Private,<=50K
1652,36,White,Male,Self-emp-not-inc,<=50K
1653,26,White,Male,Self-emp-not-inc,<=50K
1654,34,White,Male,Local-gov,<=50K
1655,41,Black,Male,Private,>50K
1656,44,White,Male,Private,>50K
1657,26,White,Female,?,<=50K
1658,47,White,Male,Private,<=50K
1659,18,White,Male,Private,<=50K
1660,55,White,Male,Self-emp-not-inc,<=50K
1661,49,White,Male,Local-gov,<=50K
1662,44,White,Male,Private,>50K
1663,43,White,Male,Private,<=50K
1664,62,White,Male,Private,<=50K
1665,44,Black,Male,Private,<=50K
1666,39,White,Female,?,<=50K
1667,50,White,Male,Self-emp-inc,>50K
1668,35,White,Male,Private,<=50K
1669,52,White,Male,Private,<=50K
1670,46,White,Male,Private,>50K
1671,44,White,Male,Private,>50K
1672,43,White,Male,Private,<=50K
1673,51,White,Male,Private,<=50K
1674,20,White,Male,Private,<=50K
1675,47,White,Female,Private,>50K
1676,43,White,Male,Private,<=50K
1677,64,White,Male,?,>50K
1678,24,White,Male,Private,<=50K
1679,27,White,Male,Federal-gov,<=50K
1680,32,White,Male,Private,<=50K
1681,37,White,Female,Private,<=50K
1682,26,White,Male,Private,<=50K
1683,43,White,Male,Private,>50K
1684,50,White,Female,Private,<=50K
1685,20,White,Male,Self-emp-not-inc,<=50K
1686,37,White,Male,Private,>50K
1687,43,Black,Female,Private,<=50K
1688,37,White,Male,Private,>50K
1689,53,White,Female,Private,<=50K
1690,44,White,Male,Private,>50K
1691,25,White,Female,Private,<=50K
1692,17,White,Female,Private,<=50K
1693,19,White,Male,Private,<=50K
1694,53,White,Female,State-gov,>50K
1695,44,White,Male,Private,<=50K
1696,51,Black,Male,Private,>50K
1697,49,White,Female,Private,<=50K
1698,35,White,Male,Private,<=50K
1699,44,White,Male,Private,<=50K
1700,54,White,Male,Private,<=50K
1701,37,Black,Female,Private,<=50K
1702,18,White,Female,Private,<=50K
1703,24,White,Male,Private,<=50K
1704,29,White,Female,Private,<=50K
1705,22,White,Female,?,<=50K
1706,35,White,Male,Private,<=50K
1707,56,White,Male,Private,>50K
1708,32,White,Female,?,<=50K
1709,24,Asian-Pac-Islander,Male,Private,<=50K
1710,43,White,Male,Private,>50K
1711,73,White,Female,Private,<=50K
1712,47,White,Male,Federal-gov,<=50K
1713,49,White,Male,Private,<=50K
1714,38,White,Male,Private,>50K
1715,31,Black,Male,Private,<=50K
1716,39,Amer-Indian-Eskimo,Female,Private,<=50K
1717,42,White,Female,Private,<=50K
1718,41,Asian-Pac-Islander,Male,Private,>50K
1719,35,White,Male,Private,>50K
1720,38,White,Male,Private,<=50K
1721,31,White,Female,Private,<=50K
1722,51,White,Male,Local-gov,<=50K
1723,38,White,Male,Private,>50K
1724,40,White,Male,Local-gov,>50K
1725,21,White,Female,Private,<=50K
1726,44,White,Male,Private,<=50K
1727,55,White,Male,Private,>50K
1728,29,White,Male,Private,<=50K
1729,49,White,Female,Private,>50K
1730,31,White,Male,Private,<=50K
1731,24,White,Male,Private,<=50K
1732,46,Black,Male,Private,<=50K
1733,26,Black,Male,Private,<=50K
1734,35,White,Male,Private,<=50K
1735,27,White,Male,Private,<=50K
1736,64,White,Male,Self-emp-not-inc,>50K
1737,26,White,Male,Private,<=50K
1738,21,White,Female,Private,<=50K
1739,45,White,Male,Private,>50K
1740,57,White,Male,Local-gov,<=50K
1741,30,White,Male,Private,>50K
1742,45,White,Female,Private,<=50K
1743,50,White,Female,Private,<=50K
1744,38,White,Female,Private,<=50K
1745,43,White,Male,Self-emp-not-inc,<=50K
1746,42,White,Female,Private,<=50K
1747,32,White,Male,Private,<=50K
1748,20,White,Female,Private,<=50K
1749,27,White,Female,Private,<=50K
1750,45,White,Female,Private,<=50K
1751,40,White,Female,Private,<=50K
1752,38,White,Male,Private,<=50K
1753,37,White,Female,Private,<=50K
1754,60,White,Female,Private,<=50K
1755,53,Black,Male,Self-emp-not-inc,>50K
1756,25,White,Female,Private,<=50K
1757,47,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K
1758,40,White,Male,Self-emp-not-inc,<=50K
1759,51,White,Male,?,<=50K
1760,19,White,Female,Private,<=50K
1761,42,White,Female,Private,>50K
1762,65,White,Male,?,<=50K
1763,41,White,Female,Private,<=50K
1764,28,Black,Male,Private,<=50K
1765,46,White,Female,Private,>50K
1766,49,White,Female,Private,>50K
1767,24,Black,Male,Private,<=50K
1768,32,White,Male,Private,<=50K
1769,71,White,Male,Private,<=50K
1770,26,White,Male,Private,>50K
1771,29,White,Male,Private,<=50K
1772,50,White,Male,Private,>50K
1773,51,White,Male,Private,>50K
1774,17,White,Female,?,<=50K
1775,49,Black,Female,Private,>50K
1776,31,White,Male,Private,<=50K
1777,23,White,Male,Private,<=50K
1778,59,White,Male,Local-gov,<=50K
1779,17,White,Male,?,<=50K
1780,43,White,Male,Private,>50K
1781,38,White,Male,Private,>50K
1782,37,White,Male,Private,<=50K
1783,29,White,Male,Private,<=50K
1784,39,White,Male,Private,>50K
1785,31,White,Male,Private,<=50K
1786,42,White,Female,Local-gov,>50K
1787,35,White,Female,Local-gov,>50K
1788,39,Asian-Pac-Islander,Male,Private,>50K
1789,40,White,Female,Private,<=50K
1790,66,White,Female,Private,<=50K
1791,30,White,Male,Federal-gov,<=50K
1792,43,White,Male,Private,<=50K
1793,47,White,Female,Private,<=50K
1794,45,Asian-Pac-Islander,Female,Private,<=50K
1795,31,Black,Male,Private,<=50K
1796,33,White,Male,Private,>50K
1797,32,White,Male,Private,<=50K
1798,28,Black,Male,Private,<=50K
1799,50,White,Male,Federal-gov,>50K
1800,63,White,Female,Private,<=50K
1801,28,White,Male,Private,<=50K
1802,38,Black,Female,Private,<=50K
1803,52,White,Female,Private,<=50K
1804,38,Asian-Pac-Islander,Male,Self-emp-inc,>50K
1805,41,White,Male,Private,<=50K
1806,50,White,Male,State-gov,<=50K
1807,59,White,Male,Private,<=50K
1808,32,White,Male,Private,<=50K
1809,73,White,Male,Local-gov,<=50K
1810,52,White,Male,Self-emp-inc,<=50K
1811,57,White,Male,Private,<=50K
1812,35,White,Male,Private,>50K
1813,51,White,Male,Private,>50K
1814,22,Black,Female,Private,<=50K
1815,49,White,Male,Private,>50K
1816,22,Black,Male,Private,<=50K
1817,46,White,Male,Local-gov,<=50K
1818,48,White,Female,Private,<=50K
1819,52,White,Male,Private,<=50K
1820,43,White,Male,State-gov,>50K
1821,25,White,Male,Private,<=50K
1822,31,White,Male,Private,<=50K
1823,19,White,Male,Private,<=50K
1824,19,White,Male,?,<=50K
1825,51,White,Male,Private,>50K
1826,51,White,Male,Private,>50K
1827,22,White,Female,Self-emp-not-inc,>50K
1828,37,Black,Female,Local-gov,<=50K
1829,19,White,Female,Private,<=50K
1830,45,White,Female,Private,<=50K
1831,21,White,Male,State-gov,<=50K
1832,52,White,Female,Private,<=50K
1833,46,White,Male,Local-gov,<=50K
1834,42,White,Female,State-gov,<=50K
1835,56,White,Male,Private,<=50K
1836,23,White,Female,Private,<=50K
1837,58,White,Male,Private,<=50K
1838,70,White,Male,Private,<=50K
1839,30,White,Male,Private,<=50K
1840,45,Asian-Pac-Islander,Male,Private,<=50K
1841,23,White,Male,Private,<=50K
1842,34,White,Male,Local-gov,<=50K
1843,38,White,Female,Private,<=50K
1844,24,White,Male,Private,<=50K
1845,53,Amer-Indian-Eskimo,Male,Private,<=50K
1846,45,Black,Male,Federal-gov,<=50K
1847,21,White,Female,?,<=50K
1848,21,White,Female,Private,<=50K
1849,34,White,Female,Private,<=50K
1850,32,White,Male,Self-emp-inc,>50K
1851,21,White,Male,Private,<=50K
1852,63,White,Male,?,<=50K
1853,23,Black,Male,Private,<=50K
1854,28,White,Male,Private,<=50K
1855,29,Black,Male,Self-emp-not-inc,<=50K
1856,25,White,Female,Local-gov,<=50K
1857,44,White,Female,State-gov,<=50K
1858,18,White,Female,Private,<=50K
1859,26,White,Male,Private,<=50K
1860,47,White,Female,Local-gov,>50K
1861,23,White,Male,Private,<=50K
1862,46,White,Male,Private,<=50K
1863,61,White,Male,Local-gov,>50K
1864,25,White,Male,Private,<=50K
1865,38,Asian-Pac-Islander,Male,Local-gov,>50K
1866,60,Black,Female,?,<=50K
1867,23,White,Male,Private,<=50K
1868,36,White,Female,Federal-gov,<=50K
1869,46,White,Male,Private,<=50K
1870,32,White,Male,Self-emp-not-inc,>50K
1871,40,White,Male,Private,<=50K
1872,31,Black,Male,Private,<=50K
1873,31,White,Male,Private,>50K
1874,32,White,Male,State-gov,<=50K
1875,21,White,Male,Private,<=50K
1876,63,Black,Male,Private,>50K
1877,44,White,Male,Private,>50K
1878,42,White,Male,Self-emp-not-inc,<=50K
1879,23,White,Male,?,<=50K
1880,30,White,Female,Private,<=50K
1881,24,White,Male,Private,<=50K
1882,42,White,Male,Private,>50K
1883,44,White,Female,Self-emp-not-inc,>50K
1884,27,Black,Male,Federal-gov,<=50K
1885,27,White,Male,Local-gov,<=50K
1886,22,White,Female,Private,<=50K
1887,68,White,Female,Private,<=50K
1888,55,White,Male,Self-emp-not-inc,>50K
1889,22,White,Male,Self-emp-not-inc,<=50K
1890,25,White,Female,Private,<=50K
1891,68,White,Male,Self-emp-not-inc,<=50K
1892,62,White,Female,Private,<=50K
1893,26,White,Male,Private,<=50K
1894,34,White,Male,Private,>50K
1895,68,White,Male,Private,<=50K
1896,42,White,Male,Local-gov,>50K
1897,45,White,Male,Private,<=50K
1898,26,White,Male,Private,<=50K
1899,25,White,Male,Private,<=50K
1900,23,White,Male,Private,<=50K
1901,29,Other,Male,Private,<=50K
1902,65,White,Female,Without-pay,<=50K
1903,31,White,Male,Private,<=50K
1904,26,White,Female,Private,<=50K
1905,39,White,Male,Private,>50K
1906,44,White,Male,Private,>50K
1907,45,White,Female,Local-gov,<=50K
1908,26,White,Female,Self-emp-not-inc,<=50K
1909,26,White,Male,Private,<=50K
1910,36,White,Male,Private,<=50K
1911,38,White,Male,Private,<=50K
1912,39,White,Male,Private,<=50K
1913,52,White,Male,Self-emp-inc,<=50K
1914,39,White,Male,Private,<=50K
1915,41,White,Male,Self-emp-not-inc,<=50K
1916,42,White,Male,Local-gov,>50K
1917,47,White,Male,Private,<=50K
1918,28,Black,Male,Local-gov,<=50K
1919,25,White,Male,Local-gov,<=50K
1920,35,White,Female,Private,<=50K
1921,32,White,Female,Private,<=50K
1922,38,Black,Male,Private,>50K
1923,44,White,Male,Private,>50K
1924,21,White,Female,?,<=50K
1925,27,White,Female,Private,<=50K
1926,30,White,Male,Private,>50K
1927,30,White,Male,Private,<=50K
1928,45,White,Male,Private,<=50K
1929,20,White,Male,Private,<=50K
1930,57,White,Male,Private,<=50K
1931,43,White,Male,Private,<=50K
1932,50,Black,Female,?,<=50K
1933,28,Asian-Pac-Islander,Female,Private,<=50K
1934,25,White,Female,Private,>50K
1935,25,White,Male,Private,<=50K
1936,90,White,Male,Private,<=50K
1937,38,Black,Male,Local-gov,<=50K
1938,35,White,Female,Private,<=50K
1939,50,White,Male,State-gov,>50K
1940,26,White,Female,Local-gov,<=50K
1941,39,White,Male,Private,<=50K
1942,56,White,Male,Private,<=50K
1943,24,Black,Female,Local-gov,<=50K
1944,46,White,Female,Private,>50K
1945,18,White,Female,Local-gov,<=50K
1946,37,White,Male,Private,>50K
1947,57,White,Female,Private,<=50K
1948,43,Black,Female,State-gov,<=50K
1949,29,White,Male,State-gov,<=50K
1950,40,White,Male,Private,>50K
1951,44,White,Male,Self-emp-not-inc,<=50K
1952,77,White,Male,Local-gov,<=50K
1953,30,Black,Male,Private,<=50K
1954,21,White,Male,Private,<=50K
1955,66,White,Male,Private,<=50K
1956,40,White,Male,Private,<=50K
1957,68,White,Male,Private,<=50K
1958,64,White,Female,Private,<=50K
1959,26,White,Female,Private,<=50K
1960,32,White,Male,Private,>50K
1961,32,White,Male,Private,<=50K
1962,51,White,Male,Local-gov,>50K
1963,50,White,Male,Private,>50K
1964,49,White,Male,Private,>50K
1965,28,White,Male,Private,<=50K
1966,29,White,Female,Private,<=50K
1967,21,White,Male,Private,<=50K
1968,28,Black,Female,Private,<=50K
1969,55,White,Male,Private,<=50K
1970,45,Asian-Pac-Islander,Male,Self-emp-not-inc,>50K
1971,35,White,Male,Private,<=50K
1972,31,Black,Male,?,<=50K
1973,26,White,Male,Private,>50K
1974,30,White,Male,Private,<=50K
1975,33,White,Male,Private,<=50K
1976,40,Asian-Pac-Islander,Male,Private,>50K
1977,23,White,Male,Private,<=50K
1978,35,White,Female,Private,<=50K
1979,48,White,Male,Self-emp-not-inc,>50K
1980,39,Black,Male,Local-gov,<=50K
1981,53,White,Female,Local-gov,<=50K
1982,49,White,Male,Federal-gov,>50K
1983,31,Black,Female,Private,<=50K
1984,36,White,Male,Private,>50K
1985,60,White,Male,Self-emp-inc,>50K
1986,29,White,Male,Private,<=50K
1987,54,White,Male,Self-emp-inc,>50K
1988,28,White,Female,?,<=50K
1989,34,White,Male,Private,<=50K
1990,30,Black,Female,Private,<=50K
1991,19,White,Female,Private,<=50K
1992,26,White,Male,Private,<=50K
1993,47,White,Male,Private,>50K
1994,50,White,Male,Private,<=50K
1995,30,White,Female,Private,>50K
1996,44,White,Male,Private,<=50K
1997,49,White,Male,Private,>50K
1998,75,White,Female,Self-emp-not-inc,<=50K
1999,37,White,Male,Private,>50K
2000,51,White,Male,State-gov,<=50K
2001,35,White,Male,Private,<=50K
2002,28,White,Female,Private,<=50K
2003,66,White,Male,Self-emp-not-inc,<=50K
2004,72,Asian-Pac-Islander,Female,Private,>50K
2005,39,White,Male,Private,<=50K
2006,27,Black,Male,Private,<=50K
2007,57,Black,Female,Private,<=50K
2008,24,White,Male,Private,<=50K
2009,28,White,Male,Private,<=50K
2010,23,White,Female,Private,<=50K
2011,31,White,Female,Private,<=50K
2012,23,White,Female,Private,<=50K
2013,31,White,Female,Private,<=50K
2014,27,White,Female,Local-gov,<=50K
2015,30,White,Male,Private,<=50K
2016,31,White,Female,Private,<=50K
2017,34,White,Male,Private,<=50K
2018,57,White,Male,Federal-gov,<=50K
2019,39,White,Male,Private,>50K
2020,23,White,Male,Private,<=50K
2021,24,White,Female,Local-gov,<=50K
2022,36,White,Male,Private,<=50K
2023,32,White,Male,Private,<=50K
2024,35,White,Female,Private,<=50K
2025,36,White,Male,Private,<=50K
2026,23,White,Female,?,<=50K
2027,47,White,Male,Private,>50K
2028,35,White,Male,Private,<=50K
2029,44,White,Male,Federal-gov,<=50K
2030,32,White,Male,State-gov,<=50K
2031,32,White,Female,Private,>50K
2032,63,White,Female,Self-emp-not-inc,>50K
2033,34,White,Male,Private,<=50K
2034,47,Black,Male,Private,<=50K
2035,27,Black,Male,Private,<=50K
2036,23,White,Female,Private,<=50K
2037,19,Amer-Indian-Eskimo,Female,?,<=50K
2038,50,White,Male,Private,<=50K
2039,49,White,Male,State-gov,<=50K
2040,36,White,Male,Private,>50K
2041,23,White,Male,Private,<=50K
2042,61,Black,Female,Private,<=50K
2043,41,White,Male,Private,<=50K
2044,27,White,Male,Self-emp-not-inc,>50K
2045,53,White,Male,Private,<=50K
2046,17,White,Male,Self-emp-not-inc,<=50K
2047,23,White,Male,?,<=50K
2048,53,White,Male,Private,<=50K
2049,28,White,Male,Private,>50K
2050,24,White,Female,Private,<=50K
2051,22,White,Female,Private,<=50K
2052,53,White,Male,Private,>50K
2053,18,Black,Male,Private,<=50K
2054,24,White,Male,Private,<=50K
2055,20,White,Female,Private,<=50K
2056,30,White,Male,Local-gov,<=50K
2057,37,White,Male,State-gov,>50K
2058,34,White,Male,Private,<=50K
2059,19,White,Male,Private,<=50K
2060,20,White,Female,Private,<=50K
2061,47,Asian-Pac-Islander,Female,Private,<=50K
2062,20,White,Male,?,<=50K
2063,22,White,Female,Private,<=50K
2064,42,White,Male,Local-gov,>50K
2065,60,White,Female,Private,<=50K
2066,32,White,Female,Private,<=50K
2067,46,White,Male,Private,>50K
2068,66,White,Female,Private,<=50K
2069,37,Asian-Pac-Islander,Female,Private,>50K
2070,34,White,Male,Private,<=50K
2071,45,White,Male,Private,<=50K
2072,35,White,Male,Private,<=50K
2073,63,White,Male,?,<=50K
2074,51,Black,Male,Local-gov,>50K
2075,36,White,Male,Local-gov,>50K
2076,25,Black,Male,Federal-gov,<=50K
2077,51,White,Female,Private,<=50K
2078,25,White,Male,Self-emp-not-inc,<=50K
2079,19,White,Male,Private,<=50K
2080,47,White,Male,Private,<=50K
2081,59,Black,Female,Local-gov,<=50K
2082,34,White,Male,Private,>50K
2083,40,White,Female,Private,<=50K
2084,42,White,Male,Private,<=50K
2085,28,White,Female,?,<=50K
2086,37,White,Male,Private,>50K
2087,51,White,Male,Self-emp-inc,>50K
2088,25,White,Male,Private,<=50K
2089,31,White,Female,Federal-gov,>50K
2090,37,White,Male,Private,>50K
2091,42,White,Male,Private,>50K
2092,29,White,Male,?,<=50K
2093,35,White,Male,Private,<=50K
2094,51,White,Male,Private,>50K
2095,22,White,Male,?,<=50K
2096,49,White,Male,Private,>50K
2097,26,Asian-Pac-Islander,Male,Private,<=50K
2098,56,White,Female,Local-gov,<=50K
2099,52,White,Male,Private,>50K
2100,61,White,Male,Self-emp-not-inc,<=50K
2101,47,White,Female,State-gov,>50K
2102,52,White,Male,Private,<=50K
2103,30,White,Female,Private,<=50K
2104,43,White,Male,Self-emp-inc,>50K
2105,35,Asian-Pac-Islander,Male,Private,<=50K
2106,17,White,Male,?,<=50K
2107,42,White,Male,Private,>50K
2108,26,Black,Female,Private,<=50K
2109,58,White,Male,Local-gov,<=50K
2110,66,White,Male,Private,>50K
2111,30,White,Male,Private,>50K
2112,46,White,Female,Private,<=50K
2113,45,White,Female,Private,>50K
2114,57,White,Female,Private,<=50K
2115,25,White,Male,Private,<=50K
2116,21,White,Female,State-gov,<=50K
2117,37,White,Male,Private,<=50K
2118,45,White,Female,Local-gov,<=50K
2119,61,White,Female,?,<=50K
2120,39,White,Male,Private,<=50K
2121,42,White,Female,Private,<=50K
2122,20,White,Female,Private,<=50K
2123,23,Black,Male,Private,<=50K
2124,25,White,Male,Private,<=50K
2125,47,White,Female,Private,<=50K
2126,24,White,Male,Private,<=50K
2127,20,Asian-Pac-Islander,Female,?,<=50K
2128,35,White,Male,Private,<=50K
2129,44,Black,Female,Local-gov,>50K
2130,47,White,Male,State-gov,<=50K
2131,28,Asian-Pac-Islander,Female,State-gov,<=50K
2132,41,White,Female,Local-gov,<=50K
2133,31,White,Female,Private,<=50K
2134,27,White,Female,Private,<=50K
2135,47,White,Male,Private,<=50K
2136,44,Asian-Pac-Islander,Female,Private,<=50K
2137,61,White,Female,Private,<=50K
2138,42,White,Female,Federal-gov,<=50K
2139,46,White,Female,Private,<=50K
2140,46,White,Male,Private,>50K
2141,54,White,Female,Local-gov,<=50K
2142,49,White,Male,Private,<=50K
2143,56,White,Female,Local-gov,<=50K
2144,52,White,Female,Private,<=50K
2145,34,White,Male,Private,<=50K
2146,25,White,Male,Self-emp-not-inc,<=50K
2147,18,White,Female,Private,<=50K
2148,58,White,Male,Private,<=50K
2149,31,White,Male,State-gov,<=50K
2150,29,White,Male,Private,<=50K
2151,28,Black,Male,Private,<=50K
2152,30,White,Male,Private,<=50K
2153,21,White,Male,?,<=50K
2154,44,White,Male,Private,>50K
2155,75,White,Female,Private,<=50K
2156,66,White,Male,?,<=50K
2157,26,Black,Male,Private,<=50K
2158,33,White,Male,Self-emp-inc,>50K
2159,57,White,Male,Self-emp-inc,>50K
2160,47,White,Male,Self-emp-not-inc,>50K
2161,41,White,Male,Private,>50K
2162,21,White,Female,Private,<=50K
2163,17,White,Male,Private,<=50K
2164,61,White,Male,?,<=50K
2165,47,White,Female,?,>50K
2166,22,Black,Female,Private,<=50K
2167,47,White,Male,Private,<=50K
2168,45,White,Male,Private,>50K
2169,32,White,Male,Self-emp-not-inc,<=50K
2170,59,Black,Female,Private,<=50K
2171,38,White,Male,Private,<=50K
2172,33,White,Female,Private,<=50K
2173,41,White,Male,Private,<=50K
2174,51,White,Male,Private,<=50K
2175,42,White,Male,Private,<=50K
2176,27,White,Female,Private,>50K
2177,60,White,Male,Private,<=50K
2178,64,White,Female,Local-gov,<=50K
2179,37,White,Male,Private,>50K
2180,54,White,Male,Self-emp-not-inc,>50K
2181,36,White,Female,Private,>50K
2182,34,White,Male,Private,>50K
2183,41,White,Male,Self-emp-not-inc,>50K
2184,35,White,Male,Self-emp-not-inc,<=50K
2185,63,White,Male,Self-emp-inc,>50K
2186,46,White,Male,Private,<=50K
2187,47,White,Male,Self-emp-not-inc,<=50K
2188,24,White,Male,Private,<=50K
2189,29,White,Male,Private,<=50K
2190,74,White,Female,Federal-gov,<=50K
2191,50,White,Male,Private,>50K
2192,22,White,Female,Private,<=50K
2193,48,Black,Female,Private,<=50K
2194,30,White,Male,Private,<=50K
2195,32,White,Male,Private,<=50K
2196,39,White,Male,Private,<=50K
2197,49,White,Male,Private,>50K
2198,25,White,Female,Private,<=50K
2199,50,White,Female,Private,>50K
2200,44,White,Male,Private,<=50K
2201,65,White,Male,Private,<=50K
2202,28,White,Male,Federal-gov,<=50K
2203,55,White,Female,Private,<=50K
2204,49,White,Female,Local-gov,<=50K
2205,31,White,Female,Private,<=50K
2206,47,Black,Female,Private,>50K
2207,45,White,Male,Private,>50K
2208,35,Black,Female,Private,<=50K
2209,34,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K
