id,Anonym_DAYS_BIRTH,Anonym_OCCUPATION_TYPE,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,prediction
4619,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4620,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
4621,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
4622,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
4623,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4624,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4625,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
4626,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4627,[(-24166)-(-8843)],Employee,Unique earnings,Educated,0.0
4628,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
4629,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
4630,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4631,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4632,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4633,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4634,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4635,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4636,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4637,[(-24202)-(-8603)],Employee,Unique earnings,Educated,0.0
4638,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4639,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4640,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4641,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
4642,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4643,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
4644,[(-24589)-(-8041)],Employee,Unique earnings,Educated,0.0
4645,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
4646,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
4647,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
4648,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
4649,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
4650,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4651,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
4652,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4653,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
4654,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
4655,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4656,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
4657,[(-23734)-(-8477)],Employee,Unique earnings,Educated,0.0
4658,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4659,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4660,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
4661,[(-24589)-(-8041)],Employee,Unique earnings,Educated,0.0
4662,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4663,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
4664,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
4665,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
4666,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4667,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4668,[(-24831)-(-9087)],Employee,Unique earnings,Educated,0.0
4669,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
4670,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4671,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
4672,[(-24831)-(-9087)],Employee,Unique earnings,Educated,0.0
4673,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4674,[(-24278)-(-9235)],Employee,Unique earnings,Educated,0.0
4675,[(-24589)-(-8696)],Employee,Unique earnings,Educated,0.0
4676,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
4677,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
4678,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4679,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
4680,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4681,[(-24878)-(-8655)],Employee,Unique earnings,Educated,0.0
4682,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4683,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4684,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
4685,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
4686,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4687,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
4688,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
4689,[(-25140)-(-8111)],Employee,Unique earnings,Educated,0.0
4690,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
4691,[(-24831)-(-8738)],Employee,Unique earnings,Educated,0.0
4692,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
4693,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
4694,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
4695,[(-24278)-(-9235)],Employee,Unique earnings,Educated,0.0
4696,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
4697,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
4698,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4699,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
4700,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4701,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
4702,[(-23646)-(-8488)],Employee,Unique earnings,Educated,0.0
4703,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4704,[(-24311)-(-8655)],Employee,Unique earnings,Educated,0.0
4705,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
4706,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4707,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4708,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
4709,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4710,[(-24878)-(-8655)],Employee,Unique earnings,Educated,0.0
4711,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4712,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
4713,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4714,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
4715,[(-24691)-(-9380)],Employee,Unique earnings,Educated,0.0
4716,[(-24831)-(-8475)],Employee,Unique earnings,Educated,0.0
4717,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4718,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4719,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
4720,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
4721,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
4722,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
4723,[(-24831)-(-8182)],Employee,Unique earnings,Educated,0.0
4724,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
4725,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
4726,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
4727,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
4728,[(-24878)-(-8655)],Employee,Unique earnings,Educated,0.0
4729,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
4730,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
4731,[(-24206)-(-7489)],Employee,Unique earnings,Educated,0.0
4732,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4733,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4734,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4735,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
4736,[(-24202)-(-8603)],Employee,Unique earnings,Educated,0.0
4737,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4738,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
4739,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
4740,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
4741,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
4742,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4743,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
4744,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4745,[(-23646)-(-8488)],Employee,Unique earnings,Educated,0.0
4746,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4747,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4748,[(-23641)-(-8488)],Employee,Unique earnings,Educated,0.0
4749,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4750,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4751,[(-24878)-(-8489)],Employee,Unique earnings,Educated,0.0
4752,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4753,[(-24311)-(-8655)],Employee,Unique earnings,Educated,0.0
4754,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
4755,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
4756,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
4757,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4758,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
4759,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
4760,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
4761,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4762,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
4763,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
4764,[(-24206)-(-7489)],Employee,Unique earnings,Educated,0.0
4765,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4766,[(-24589)-(-8041)],Employee,Unique earnings,Educated,0.0
4767,[(-24589)-(-9187)],Employee,Unique earnings,Educated,0.0
4768,[(-24166)-(-8843)],Employee,Unique earnings,Educated,0.0
4769,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4770,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
4771,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
4772,[(-24831)-(-8182)],Employee,Unique earnings,Educated,0.0
4773,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
4774,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
4775,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
4776,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
4777,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
4778,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
4779,[(-24691)-(-8843)],Employee,Unique earnings,Educated,0.0
4780,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4781,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4782,[(-24589)-(-8696)],Employee,Unique earnings,Educated,0.0
4783,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
4784,[(-24206)-(-7489)],Employee,Unique earnings,Educated,0.0
4785,[(-24482)-(-9080)],Employee,Unique earnings,Educated,0.0
4786,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4787,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
4788,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
4789,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4790,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4791,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
4792,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4793,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4794,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
4795,[(-24278)-(-9235)],Employee,Unique earnings,Educated,0.0
4796,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
4797,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
4798,[(-24206)-(-9115)],Employee,Unique earnings,Educated,0.0
4799,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
4800,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4801,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
4802,[(-24831)-(-8475)],Employee,Unique earnings,Educated,0.0
4803,[(-24691)-(-9380)],Employee,Unique earnings,Educated,0.0
4804,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
4805,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4806,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4807,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
4808,[(-24691)-(-8843)],Employee,Unique earnings,Educated,0.0
4809,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
4810,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4811,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
4812,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
4813,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
4814,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
4815,[(-24831)-(-9087)],Employee,Unique earnings,Educated,0.0
4816,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
4817,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4818,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4819,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
4820,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4821,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
4822,[(-24278)-(-9235)],Employee,Unique earnings,Educated,0.0
4823,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
4824,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4825,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4826,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4827,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
4828,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
4829,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
4830,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
4831,[(-24878)-(-7723)],Employee,Unique earnings,Educated,0.0
4832,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
4833,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
4834,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4835,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
4836,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4837,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
4838,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
4839,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4840,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4841,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4842,[(-24691)-(-9461)],Employee,Unique earnings,Educated,0.0
4843,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
4844,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
4845,[(-25140)-(-8657)],Employee,Unique earnings,Educated,0.0
4846,[(-24166)-(-8843)],Employee,Unique earnings,Educated,0.0
4847,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4848,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4849,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
4850,[(-24278)-(-8993)],Employee,Unique earnings,Educated,0.0
4851,[(-24878)-(-7723)],Employee,Unique earnings,Educated,0.0
4852,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4853,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4854,[(-23641)-(-8488)],Employee,Unique earnings,Educated,0.0
4855,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
4856,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
4857,[(-24691)-(-9461)],Employee,Unique earnings,Educated,0.0
4858,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4859,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
4860,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
4861,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4862,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
4863,[(-23641)-(-8488)],Employee,Unique earnings,Educated,0.0
4864,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4865,[(-24202)-(-8696)],Employee,Unique earnings,Educated,0.0
4866,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4867,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
4868,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4869,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
4870,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4871,[(-24589)-(-8696)],Employee,Unique earnings,Educated,0.0
4872,[(-23646)-(-8488)],Employee,Unique earnings,Educated,0.0
4873,[(-24878)-(-7723)],Employee,Unique earnings,Educated,0.0
4874,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
4875,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4876,[(-24589)-(-8041)],Employee,Unique earnings,Educated,0.0
4877,[(-24691)-(-9190)],Employee,Unique earnings,Educated,0.0
4878,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
4879,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
4880,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
4881,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
4882,[(-24202)-(-8696)],Employee,Unique earnings,Educated,0.0
4883,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4884,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
4885,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
4886,[(-25140)-(-8657)],Employee,Unique earnings,Educated,0.0
4887,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
4888,[(-24482)-(-9080)],Employee,Unique earnings,Educated,0.0
4889,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
4890,[(-24878)-(-9154)],Employee,Unique earnings,Educated,0.0
4891,[(-24206)-(-9115)],Employee,Unique earnings,Educated,0.0
4892,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
4893,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
4894,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
4895,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4896,[(-24691)-(-9115)],Employee,Unique earnings,Educated,0.0
4897,[(-24482)-(-9080)],Employee,Unique earnings,Educated,0.0
4898,[(-24482)-(-9080)],Employee,Unique earnings,Educated,0.0
4899,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
4900,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4901,[(-24831)-(-8738)],Employee,Unique earnings,Educated,0.0
4902,[(-24278)-(-8993)],Employee,Unique earnings,Educated,0.0
4903,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
4904,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4905,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4906,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4907,[(-24278)-(-8993)],Employee,Unique earnings,Educated,0.0
4908,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
4909,[(-24278)-(-8993)],Employee,Unique earnings,Educated,0.0
4910,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
4911,[(-24589)-(-8696)],Employee,Unique earnings,Educated,0.0
4912,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
4913,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
4914,[(-24831)-(-8738)],Employee,Unique earnings,Educated,0.0
4915,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4916,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
4917,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4918,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
4919,[(-24691)-(-9380)],Employee,Unique earnings,Educated,0.0
4920,[(-25140)-(-8111)],Employee,Unique earnings,Educated,0.0
4921,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
4922,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
4923,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4924,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4925,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
4926,[(-24691)-(-9130)],Employee,Unique earnings,Educated,0.0
4927,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
4928,[(-24691)-(-8534)],Employee,Unique earnings,Educated,0.0
4929,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4930,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4931,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
4932,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
4933,[(-23646)-(-8488)],Employee,Unique earnings,Educated,0.0
4934,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4935,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
4936,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4937,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
4938,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4939,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
4940,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
4941,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
4942,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
4943,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
4944,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
4945,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
4946,[(-24878)-(-7723)],Employee,Unique earnings,Educated,0.0
4947,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
4948,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4949,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
4950,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
4951,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4952,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
4953,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
4954,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
4955,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
4956,[(-24878)-(-7723)],Employee,Unique earnings,Educated,0.0
4957,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4958,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
4959,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4960,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
4961,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
4962,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
4963,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4964,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
4965,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4966,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
4967,[(-24878)-(-8655)],Employee,Unique earnings,Educated,0.0
4968,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
4969,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
4970,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
4971,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
4972,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
4973,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
4974,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
4975,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
4976,[(-23751)-(-8562)],Employee,Unique earnings,Educated,0.0
4977,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
4978,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
4979,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
4980,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
4981,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
4982,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
4983,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4984,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
4985,[(-24831)-(-8738)],Employee,Unique earnings,Educated,0.0
4986,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
4987,[(-24278)-(-8993)],Employee,Unique earnings,Educated,0.0
4988,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
4989,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
4990,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
4991,[(-24691)-(-9115)],Employee,Unique earnings,Educated,0.0
4992,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
4993,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
4994,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
4995,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
4996,[(-24589)-(-9187)],Employee,Unique earnings,Educated,0.0
4997,[(-24691)-(-9115)],Employee,Unique earnings,Educated,0.0
4998,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
4999,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
5000,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
5001,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
5002,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
5003,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
5004,[(-24278)-(-9235)],Employee,Unique earnings,Educated,0.0
5005,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
5006,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
5007,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
5008,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
5009,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
5010,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
5011,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
5012,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
5013,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
5014,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
5015,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
