id,DAYS_BIRTH,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,prediction
5821,-18217,Security staff,Working,Secondary / secondary special,1.0
5822,-18217,Security staff,Working,Secondary / secondary special,1.0
5823,-18871,Drivers,State servant,Secondary / secondary special,1.0
5824,-18871,Drivers,State servant,Secondary / secondary special,1.0
5825,-18871,Drivers,State servant,Secondary / secondary special,1.0
5826,-18871,Drivers,State servant,Secondary / secondary special,1.0
5827,-18871,Drivers,State servant,Secondary / secondary special,1.0
5828,-18871,Drivers,State servant,Secondary / secondary special,1.0
5829,-18871,Drivers,State servant,Secondary / secondary special,1.0
5830,-18871,Drivers,State servant,Secondary / secondary special,1.0
5831,-18871,Drivers,State servant,Secondary / secondary special,1.0
5832,-18871,Drivers,State servant,Secondary / secondary special,1.0
5833,-11352,Laborers,Working,Secondary / secondary special,1.0
5834,-11352,Laborers,Working,Secondary / secondary special,1.0
5835,-11352,Laborers,Working,Secondary / secondary special,1.0
5836,-11352,Laborers,Working,Secondary / secondary special,1.0
5837,-11352,Laborers,Working,Secondary / secondary special,1.0
5838,-11352,Laborers,Working,Secondary / secondary special,1.0
5839,-11352,Laborers,Working,Secondary / secondary special,1.0
5840,-11352,Laborers,Working,Secondary / secondary special,1.0
5841,-11352,Laborers,Working,Secondary / secondary special,1.0
5842,-11352,Laborers,Working,Secondary / secondary special,1.0
5843,-11352,Laborers,Working,Secondary / secondary special,1.0
5844,-11352,Laborers,Working,Secondary / secondary special,1.0
5845,-11352,Laborers,Working,Secondary / secondary special,1.0
5846,-18190,Core staff,State servant,Secondary / secondary special,1.0
5847,-18190,Core staff,State servant,Secondary / secondary special,1.0
5848,-18190,Core staff,State servant,Secondary / secondary special,1.0
5849,-18190,Core staff,State servant,Secondary / secondary special,1.0
5850,-18190,Core staff,State servant,Secondary / secondary special,1.0
5851,-18190,Core staff,State servant,Secondary / secondary special,1.0
5852,-18190,Core staff,State servant,Secondary / secondary special,1.0
5853,-18190,Core staff,State servant,Secondary / secondary special,1.0
5854,-18190,Core staff,State servant,Secondary / secondary special,1.0
5855,-18190,Core staff,State servant,Secondary / secondary special,1.0
5856,-18190,Core staff,State servant,Secondary / secondary special,1.0
5857,-9387,"",State servant,Higher education,0.0
5858,-9387,"",State servant,Higher education,0.0
5859,-9387,"",State servant,Higher education,0.0
5860,-9387,"",State servant,Higher education,0.0
5861,-9995,Sales staff,Working,Secondary / secondary special,1.0
5862,-9995,Sales staff,Working,Secondary / secondary special,1.0
5863,-9995,Sales staff,Working,Secondary / secondary special,1.0
5864,-20483,Drivers,Working,Secondary / secondary special,0.0
5865,-20483,Drivers,Working,Secondary / secondary special,0.0
5866,-20483,Drivers,Working,Secondary / secondary special,0.0
5867,-20483,Drivers,Working,Secondary / secondary special,0.0
5868,-20483,Drivers,Working,Secondary / secondary special,0.0
5869,-20483,Drivers,Working,Secondary / secondary special,0.0
5870,-20483,Drivers,Working,Secondary / secondary special,0.0
5871,-20483,Drivers,Working,Secondary / secondary special,0.0
5872,-20483,Drivers,Working,Secondary / secondary special,0.0
5873,-14074,Core staff,Working,Secondary / secondary special,0.0
5874,-14074,Core staff,Working,Secondary / secondary special,0.0
5875,-14074,Core staff,Working,Secondary / secondary special,0.0
5876,-14074,Core staff,Working,Secondary / secondary special,0.0
5877,-14074,Core staff,Working,Secondary / secondary special,0.0
5878,-14074,Core staff,Working,Secondary / secondary special,0.0
5879,-14074,Core staff,Working,Secondary / secondary special,0.0
5880,-14074,Core staff,Working,Secondary / secondary special,0.0
5881,-14074,Core staff,Working,Secondary / secondary special,0.0
5882,-14074,Core staff,Working,Secondary / secondary special,0.0
5883,-14074,Core staff,Working,Secondary / secondary special,0.0
5884,-14074,Core staff,Working,Secondary / secondary special,0.0
5885,-14074,Core staff,Working,Secondary / secondary special,0.0
5886,-14074,Core staff,Working,Secondary / secondary special,0.0
5887,-14074,Core staff,Working,Secondary / secondary special,0.0
5888,-14074,Core staff,Working,Secondary / secondary special,0.0
5889,-14074,Core staff,Working,Secondary / secondary special,0.0
5890,-14074,Core staff,Working,Secondary / secondary special,0.0
5891,-14074,Core staff,Working,Secondary / secondary special,0.0
5892,-14074,Core staff,Working,Secondary / secondary special,0.0
5893,-14074,Core staff,Working,Secondary / secondary special,0.0
5894,-12648,"",Working,Higher education,0.0
5895,-12648,"",Working,Higher education,0.0
5896,-12648,"",Working,Higher education,0.0
5897,-12648,"",Working,Higher education,0.0
5898,-12648,"",Working,Higher education,0.0
5899,-20027,"",Commercial associate,Secondary / secondary special,0.0
5900,-20027,"",Commercial associate,Secondary / secondary special,0.0
5901,-20027,"",Commercial associate,Secondary / secondary special,0.0
5902,-20027,"",Commercial associate,Secondary / secondary special,0.0
5903,-20027,"",Commercial associate,Secondary / secondary special,0.0
5904,-20027,"",Commercial associate,Secondary / secondary special,0.0
5905,-20027,"",Commercial associate,Secondary / secondary special,0.0
5906,-20027,"",Commercial associate,Secondary / secondary special,0.0
5907,-20027,"",Commercial associate,Secondary / secondary special,0.0
5908,-20027,"",Commercial associate,Secondary / secondary special,0.0
5909,-14619,Laborers,Commercial associate,Higher education,1.0
5910,-14619,Laborers,Commercial associate,Higher education,1.0
5911,-14619,Laborers,Commercial associate,Higher education,1.0
5912,-14619,Laborers,Commercial associate,Higher education,1.0
5913,-14619,Laborers,Commercial associate,Higher education,1.0
5914,-14619,Laborers,Commercial associate,Higher education,1.0
5915,-14619,Laborers,Commercial associate,Higher education,1.0
5916,-14619,Laborers,Commercial associate,Higher education,1.0
5917,-14619,Laborers,Commercial associate,Higher education,1.0
5918,-14619,Laborers,Commercial associate,Higher education,1.0
5919,-19032,"",Pensioner,Secondary / secondary special,0.0
5920,-19032,"",Pensioner,Secondary / secondary special,0.0
5921,-19032,"",Pensioner,Secondary / secondary special,0.0
5922,-19032,"",Pensioner,Secondary / secondary special,0.0
5923,-19032,"",Pensioner,Secondary / secondary special,0.0
5924,-12668,Laborers,Commercial associate,Higher education,1.0
5925,-15607,Sales staff,Commercial associate,Secondary / secondary special,1.0
5926,-15607,Sales staff,Commercial associate,Secondary / secondary special,1.0
5927,-13264,Laborers,Working,Higher education,1.0
5928,-13264,Laborers,Working,Higher education,1.0
5929,-13264,Laborers,Working,Higher education,1.0
5930,-13264,Laborers,Working,Higher education,1.0
5931,-13264,Laborers,Working,Higher education,1.0
5932,-13264,Laborers,Working,Higher education,1.0
5933,-13264,Laborers,Working,Higher education,1.0
5934,-13694,Laborers,Working,Secondary / secondary special,1.0
5935,-13694,Laborers,Working,Secondary / secondary special,1.0
5936,-13694,Laborers,Working,Secondary / secondary special,1.0
5937,-13694,Laborers,Working,Secondary / secondary special,1.0
5938,-13694,Laborers,Working,Secondary / secondary special,1.0
5939,-13295,Laborers,Working,Secondary / secondary special,1.0
5940,-13295,Laborers,Working,Secondary / secondary special,1.0
5941,-13295,Laborers,Working,Secondary / secondary special,1.0
5942,-13295,Laborers,Working,Secondary / secondary special,1.0
5943,-10117,Core staff,Commercial associate,Higher education,1.0
5944,-10117,Core staff,Commercial associate,Higher education,1.0
5945,-10117,Core staff,Commercial associate,Higher education,1.0
5946,-10117,Core staff,Commercial associate,Higher education,1.0
5947,-21512,"",Pensioner,Secondary / secondary special,0.0
5948,-21512,"",Pensioner,Secondary / secondary special,0.0
5949,-21512,"",Pensioner,Secondary / secondary special,0.0
5950,-21512,"",Pensioner,Secondary / secondary special,0.0
5951,-21512,"",Pensioner,Secondary / secondary special,0.0
5952,-21512,"",Pensioner,Secondary / secondary special,0.0
5953,-21512,"",Pensioner,Secondary / secondary special,0.0
5954,-21512,"",Pensioner,Secondary / secondary special,0.0
5955,-21512,"",Pensioner,Secondary / secondary special,0.0
5956,-21512,"",Pensioner,Secondary / secondary special,0.0
5957,-21052,"",Pensioner,Secondary / secondary special,0.0
5958,-21052,"",Pensioner,Secondary / secondary special,0.0
5959,-21052,"",Pensioner,Secondary / secondary special,0.0
5960,-21052,"",Pensioner,Secondary / secondary special,0.0
5961,-21052,"",Pensioner,Secondary / secondary special,0.0
5962,-21052,"",Pensioner,Secondary / secondary special,0.0
5963,-21052,"",Pensioner,Secondary / secondary special,0.0
5964,-21052,"",Pensioner,Secondary / secondary special,0.0
5965,-21052,"",Pensioner,Secondary / secondary special,0.0
5966,-21052,"",Pensioner,Secondary / secondary special,0.0
5967,-21052,"",Pensioner,Secondary / secondary special,0.0
5968,-21052,"",Pensioner,Secondary / secondary special,0.0
5969,-21052,"",Pensioner,Secondary / secondary special,0.0
5970,-21052,"",Pensioner,Secondary / secondary special,0.0
5971,-21052,"",Pensioner,Secondary / secondary special,0.0
5972,-21052,"",Pensioner,Secondary / secondary special,0.0
5973,-16911,"",Working,Secondary / secondary special,0.0
5974,-16911,"",Working,Secondary / secondary special,0.0
5975,-12299,"",Working,Higher education,0.0
5976,-12299,"",Working,Higher education,0.0
5977,-20013,"",Pensioner,Secondary / secondary special,0.0
5978,-20013,"",Pensioner,Secondary / secondary special,0.0
5979,-20013,"",Pensioner,Secondary / secondary special,0.0
5980,-20013,"",Pensioner,Secondary / secondary special,0.0
5981,-20013,"",Pensioner,Secondary / secondary special,0.0
5982,-20013,"",Pensioner,Secondary / secondary special,0.0
5983,-20013,"",Pensioner,Secondary / secondary special,0.0
5984,-20013,"",Pensioner,Secondary / secondary special,0.0
5985,-20013,"",Pensioner,Secondary / secondary special,0.0
5986,-20013,"",Pensioner,Secondary / secondary special,0.0
5987,-20013,"",Pensioner,Secondary / secondary special,0.0
5988,-20013,"",Pensioner,Secondary / secondary special,0.0
5989,-20013,"",Pensioner,Secondary / secondary special,0.0
5990,-20013,"",Pensioner,Secondary / secondary special,0.0
5991,-20013,"",Pensioner,Secondary / secondary special,0.0
5992,-20013,"",Pensioner,Secondary / secondary special,0.0
5993,-20013,"",Pensioner,Secondary / secondary special,0.0
5994,-20013,"",Pensioner,Secondary / secondary special,0.0
5995,-20013,"",Pensioner,Secondary / secondary special,0.0
5996,-20013,"",Pensioner,Secondary / secondary special,0.0
5997,-20013,"",Pensioner,Secondary / secondary special,0.0
5998,-20013,"",Pensioner,Secondary / secondary special,0.0
5999,-20013,"",Pensioner,Secondary / secondary special,0.0
6000,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6001,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6002,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6003,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6004,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6005,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6006,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6007,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6008,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6009,-18652,Laborers,Commercial associate,Secondary / secondary special,1.0
6010,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6011,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6012,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6013,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6014,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6015,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6016,-16500,Laborers,Commercial associate,Secondary / secondary special,1.0
6017,-19190,Sales staff,Working,Higher education,1.0
6018,-19190,Sales staff,Working,Higher education,1.0
6019,-19190,Sales staff,Working,Higher education,1.0
6020,-19190,Sales staff,Working,Higher education,1.0
6021,-19190,Sales staff,Working,Higher education,1.0
6022,-19190,Sales staff,Working,Higher education,1.0
6023,-19190,Sales staff,Working,Higher education,1.0
6024,-19190,Sales staff,Working,Higher education,1.0
6025,-19190,Sales staff,Working,Higher education,1.0
6026,-15081,Laborers,Working,Secondary / secondary special,1.0
6027,-15081,Laborers,Working,Secondary / secondary special,1.0
6028,-15081,Laborers,Working,Secondary / secondary special,1.0
6029,-15081,Laborers,Working,Secondary / secondary special,1.0
6030,-15081,Laborers,Working,Secondary / secondary special,1.0
6031,-8534,Laborers,Commercial associate,Incomplete higher,1.0
6032,-8534,Laborers,Commercial associate,Incomplete higher,1.0
6033,-8534,Laborers,Commercial associate,Incomplete higher,1.0
6034,-8534,Laborers,Commercial associate,Incomplete higher,1.0
6035,-9413,"",Working,Secondary / secondary special,0.0
6036,-9413,"",Working,Secondary / secondary special,0.0
6037,-9413,"",Working,Secondary / secondary special,0.0
6038,-9413,"",Working,Secondary / secondary special,0.0
6039,-9413,"",Working,Secondary / secondary special,0.0
6040,-9413,"",Working,Secondary / secondary special,0.0
6041,-9413,"",Working,Secondary / secondary special,0.0
6042,-9413,"",Working,Secondary / secondary special,0.0
6043,-9413,"",Working,Secondary / secondary special,0.0
6044,-9413,"",Working,Secondary / secondary special,0.0
6045,-9413,"",Working,Secondary / secondary special,0.0
6046,-9413,"",Working,Secondary / secondary special,0.0
6047,-16743,Medicine staff,Working,Secondary / secondary special,1.0
6048,-16743,Medicine staff,Working,Secondary / secondary special,1.0
6049,-16743,Medicine staff,Working,Secondary / secondary special,1.0
6050,-16743,Medicine staff,Working,Secondary / secondary special,1.0
6051,-12882,Sales staff,Working,Higher education,1.0
6052,-12882,Sales staff,Working,Higher education,1.0
6053,-12882,Sales staff,Working,Higher education,1.0
6054,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6055,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6056,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6057,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6058,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6059,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6060,-16199,Private service staff,Commercial associate,Secondary / secondary special,0.0
6061,-23303,"",Pensioner,Higher education,0.0
6062,-23303,"",Pensioner,Higher education,0.0
6063,-23303,"",Pensioner,Higher education,0.0
6064,-23303,"",Pensioner,Higher education,0.0
6065,-23303,"",Pensioner,Higher education,0.0
6066,-11731,"",Working,Secondary / secondary special,0.0
6067,-11731,"",Working,Secondary / secondary special,0.0
6068,-11731,"",Working,Secondary / secondary special,0.0
6069,-11731,"",Working,Secondary / secondary special,0.0
6070,-10213,"",Working,Secondary / secondary special,0.0
6071,-10213,"",Working,Secondary / secondary special,0.0
6072,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6073,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6074,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6075,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6076,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6077,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6078,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6079,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6080,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6081,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6082,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6083,-14926,High skill tech staff,Commercial associate,Secondary / secondary special,0.0
6084,-15157,Laborers,Working,Secondary / secondary special,1.0
6085,-15157,Laborers,Working,Secondary / secondary special,1.0
6086,-15157,Laborers,Working,Secondary / secondary special,1.0
6087,-23355,"",Pensioner,Lower secondary,1.0
6088,-23355,"",Pensioner,Lower secondary,1.0
6089,-23355,"",Pensioner,Lower secondary,1.0
6090,-23355,"",Pensioner,Lower secondary,1.0
6091,-12318,"",Working,Secondary / secondary special,0.0
6092,-12318,"",Working,Secondary / secondary special,0.0
6093,-12318,"",Working,Secondary / secondary special,0.0
6094,-12318,"",Working,Secondary / secondary special,0.0
6095,-12318,"",Working,Secondary / secondary special,0.0
6096,-12318,"",Working,Secondary / secondary special,0.0
6097,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6098,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6099,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6100,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6101,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6102,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6103,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6104,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6105,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6106,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6107,-11728,High skill tech staff,Working,Secondary / secondary special,0.0
6108,-11714,"",Working,Secondary / secondary special,0.0
6109,-11714,"",Working,Secondary / secondary special,0.0
6110,-11714,"",Working,Secondary / secondary special,0.0
6111,-11714,"",Working,Secondary / secondary special,0.0
6112,-18862,Core staff,State servant,Higher education,1.0
6113,-18862,Core staff,State servant,Higher education,1.0
6114,-18862,Core staff,State servant,Higher education,1.0
6115,-18862,Core staff,State servant,Higher education,1.0
6116,-18862,Core staff,State servant,Higher education,1.0
6117,-18862,Core staff,State servant,Higher education,1.0
6118,-18862,Core staff,State servant,Higher education,1.0
6119,-18862,Core staff,State servant,Higher education,1.0
6120,-18862,Core staff,State servant,Higher education,1.0
6121,-18862,Core staff,State servant,Higher education,1.0
6122,-18862,Core staff,State servant,Higher education,1.0
6123,-18862,Core staff,State servant,Higher education,1.0
6124,-18862,Core staff,State servant,Higher education,1.0
6125,-15173,Managers,State servant,Higher education,1.0
6126,-15173,Managers,State servant,Higher education,1.0
6127,-15173,Managers,State servant,Higher education,1.0
6128,-15173,Managers,State servant,Higher education,1.0
6129,-15173,Managers,State servant,Higher education,1.0
6130,-15173,Managers,State servant,Higher education,1.0
6131,-15173,Managers,State servant,Higher education,1.0
6132,-15173,Managers,State servant,Higher education,1.0
6133,-11511,Core staff,Working,Secondary / secondary special,0.0
6134,-11511,Core staff,Working,Secondary / secondary special,0.0
6135,-11511,Core staff,Working,Secondary / secondary special,0.0
6136,-11511,Core staff,Working,Secondary / secondary special,0.0
6137,-11511,Core staff,Working,Secondary / secondary special,0.0
6138,-11511,Core staff,Working,Secondary / secondary special,0.0
6139,-11511,Core staff,Working,Secondary / secondary special,0.0
6140,-11511,Core staff,Working,Secondary / secondary special,0.0
6141,-11511,Core staff,Working,Secondary / secondary special,0.0
6142,-11511,Core staff,Working,Secondary / secondary special,0.0
6143,-11511,Core staff,Working,Secondary / secondary special,0.0
6144,-11511,Core staff,Working,Secondary / secondary special,0.0
6145,-11511,Core staff,Working,Secondary / secondary special,0.0
6146,-11511,Core staff,Working,Secondary / secondary special,0.0
6147,-11511,Core staff,Working,Secondary / secondary special,0.0
6148,-23056,"",Pensioner,Lower secondary,1.0
6149,-23056,"",Pensioner,Lower secondary,1.0
6150,-23056,"",Pensioner,Lower secondary,1.0
6151,-23056,"",Pensioner,Lower secondary,1.0
6152,-18839,Managers,Working,Secondary / secondary special,1.0
6153,-18839,Managers,Working,Secondary / secondary special,1.0
6154,-18839,Managers,Working,Secondary / secondary special,1.0
6155,-18839,Managers,Working,Secondary / secondary special,1.0
6156,-18839,Managers,Working,Secondary / secondary special,1.0
6157,-18839,Managers,Working,Secondary / secondary special,1.0
6158,-24878,"",Pensioner,Secondary / secondary special,0.0
6159,-24878,"",Pensioner,Secondary / secondary special,0.0
6160,-24878,"",Pensioner,Secondary / secondary special,0.0
6161,-24878,"",Pensioner,Secondary / secondary special,0.0
6162,-24878,"",Pensioner,Secondary / secondary special,0.0
6163,-24878,"",Pensioner,Secondary / secondary special,0.0
6164,-24878,"",Pensioner,Secondary / secondary special,0.0
6165,-24878,"",Pensioner,Secondary / secondary special,0.0
6166,-10487,"",Working,Higher education,0.0
6167,-10487,"",Working,Higher education,0.0
6168,-10487,"",Working,Higher education,0.0
6169,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6170,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6171,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6172,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6173,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6174,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6175,-15206,Laborers,Commercial associate,Secondary / secondary special,1.0
6176,-15733,Core staff,Commercial associate,Higher education,1.0
6177,-15733,Core staff,Commercial associate,Higher education,1.0
6178,-15733,Core staff,Commercial associate,Higher education,1.0
6179,-15733,Core staff,Commercial associate,Higher education,1.0
6180,-15733,Core staff,Commercial associate,Higher education,1.0
6181,-15733,Core staff,Commercial associate,Higher education,1.0
6182,-15733,Core staff,Commercial associate,Higher education,1.0
6183,-15733,Core staff,Commercial associate,Higher education,1.0
6184,-15733,Core staff,Commercial associate,Higher education,1.0
6185,-15733,Core staff,Commercial associate,Higher education,1.0
6186,-15733,Core staff,Commercial associate,Higher education,1.0
6187,-15972,"",State servant,Secondary / secondary special,0.0
6188,-15972,"",State servant,Secondary / secondary special,0.0
6189,-15972,"",State servant,Secondary / secondary special,0.0
6190,-15972,"",State servant,Secondary / secondary special,0.0
6191,-24691,"",Pensioner,Secondary / secondary special,0.0
6192,-24691,"",Pensioner,Secondary / secondary special,0.0
6193,-24691,"",Pensioner,Secondary / secondary special,0.0
6194,-24691,"",Pensioner,Secondary / secondary special,0.0
6195,-24691,"",Pensioner,Secondary / secondary special,0.0
6196,-24691,"",Pensioner,Secondary / secondary special,0.0
6197,-24691,"",Pensioner,Secondary / secondary special,0.0
6198,-24691,"",Pensioner,Secondary / secondary special,0.0
6199,-24691,"",Pensioner,Secondary / secondary special,0.0
6200,-24691,"",Pensioner,Secondary / secondary special,0.0
6201,-24691,"",Pensioner,Secondary / secondary special,0.0
6202,-24691,"",Pensioner,Secondary / secondary special,0.0
6203,-24691,"",Pensioner,Secondary / secondary special,0.0
6204,-24691,"",Pensioner,Secondary / secondary special,0.0
6205,-24691,"",Pensioner,Secondary / secondary special,0.0
6206,-24691,"",Pensioner,Secondary / secondary special,0.0
6207,-24691,"",Pensioner,Secondary / secondary special,0.0
6208,-24691,"",Pensioner,Secondary / secondary special,0.0
6209,-24691,"",Pensioner,Secondary / secondary special,0.0
6210,-24691,"",Pensioner,Secondary / secondary special,0.0
6211,-12521,"",Working,Secondary / secondary special,0.0
6212,-12521,"",Working,Secondary / secondary special,0.0
6213,-12521,"",Working,Secondary / secondary special,0.0
6214,-12521,"",Working,Secondary / secondary special,0.0
6215,-12521,"",Working,Secondary / secondary special,0.0
6216,-12521,"",Working,Secondary / secondary special,0.0
6217,-12521,"",Working,Secondary / secondary special,0.0
6218,-12521,"",Working,Secondary / secondary special,0.0
6219,-9711,Sales staff,Working,Secondary / secondary special,1.0
6220,-9711,Sales staff,Working,Secondary / secondary special,1.0
6221,-9115,"",Student,Higher education,1.0
6222,-9115,"",Student,Higher education,1.0
6223,-9115,"",Student,Higher education,1.0
6224,-22034,"",Pensioner,Secondary / secondary special,0.0
6225,-22034,"",Pensioner,Secondary / secondary special,0.0
6226,-22034,"",Pensioner,Secondary / secondary special,0.0
6227,-22034,"",Pensioner,Secondary / secondary special,0.0
6228,-22034,"",Pensioner,Secondary / secondary special,0.0
6229,-22034,"",Pensioner,Secondary / secondary special,0.0
6230,-22034,"",Pensioner,Secondary / secondary special,0.0
6231,-22034,"",Pensioner,Secondary / secondary special,0.0
6232,-23403,"",Pensioner,Secondary / secondary special,0.0
6233,-23403,"",Pensioner,Secondary / secondary special,0.0
6234,-23403,"",Pensioner,Secondary / secondary special,0.0
6235,-23403,"",Pensioner,Secondary / secondary special,0.0
6236,-23403,"",Pensioner,Secondary / secondary special,0.0
6237,-23403,"",Pensioner,Secondary / secondary special,0.0
6238,-13608,Drivers,Working,Lower secondary,1.0
6239,-13608,Drivers,Working,Lower secondary,1.0
6240,-13608,Drivers,Working,Lower secondary,1.0
6241,-13608,Drivers,Working,Lower secondary,1.0
6242,-22459,"",Pensioner,Secondary / secondary special,0.0
6243,-22459,"",Pensioner,Secondary / secondary special,0.0
6244,-22459,"",Pensioner,Secondary / secondary special,0.0
6245,-22459,"",Pensioner,Secondary / secondary special,0.0
6246,-22459,"",Pensioner,Secondary / secondary special,0.0
6247,-22459,"",Pensioner,Secondary / secondary special,0.0
6248,-22459,"",Pensioner,Secondary / secondary special,0.0
6249,-9812,Sales staff,Working,Secondary / secondary special,1.0
6250,-9812,Sales staff,Working,Secondary / secondary special,1.0
6251,-9812,Sales staff,Working,Secondary / secondary special,1.0
6252,-9812,Sales staff,Working,Secondary / secondary special,1.0
6253,-9812,Sales staff,Working,Secondary / secondary special,1.0
6254,-13375,Cooking staff,Working,Secondary / secondary special,1.0
6255,-13375,Cooking staff,Working,Secondary / secondary special,1.0
6256,-13375,Cooking staff,Working,Secondary / secondary special,1.0
6257,-13375,Cooking staff,Working,Secondary / secondary special,1.0
6258,-13375,Cooking staff,Working,Secondary / secondary special,1.0
6259,-15233,Laborers,Working,Secondary / secondary special,1.0
6260,-16596,Sales staff,Commercial associate,Secondary / secondary special,1.0
6261,-16596,Sales staff,Commercial associate,Secondary / secondary special,1.0
6262,-16596,Sales staff,Commercial associate,Secondary / secondary special,1.0
6263,-16596,Sales staff,Commercial associate,Secondary / secondary special,1.0
6264,-16596,Sales staff,Commercial associate,Secondary / secondary special,1.0
6265,-16596,Sales staff,Commercial associate,Secondary / secondary special,1.0
6266,-11374,High skill tech staff,Working,Higher education,1.0
6267,-11374,High skill tech staff,Working,Higher education,1.0
6268,-11374,High skill tech staff,Working,Higher education,1.0
6269,-14697,Sales staff,Commercial associate,Secondary / secondary special,1.0
6270,-14697,Sales staff,Commercial associate,Secondary / secondary special,1.0
6271,-14697,Sales staff,Commercial associate,Secondary / secondary special,1.0
6272,-22867,"",Pensioner,Secondary / secondary special,0.0
6273,-22867,"",Pensioner,Secondary / secondary special,0.0
6274,-22867,"",Pensioner,Secondary / secondary special,0.0
6275,-15934,Managers,Commercial associate,Incomplete higher,1.0
6276,-15934,Managers,Commercial associate,Incomplete higher,1.0
6277,-11722,Medicine staff,Working,Secondary / secondary special,1.0
6278,-11722,Medicine staff,Working,Secondary / secondary special,1.0
6279,-11722,Medicine staff,Working,Secondary / secondary special,1.0
6280,-18259,Drivers,Working,Secondary / secondary special,0.0
6281,-18259,Drivers,Working,Secondary / secondary special,0.0
6282,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6283,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6284,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6285,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6286,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6287,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6288,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6289,-14902,Laborers,Commercial associate,Secondary / secondary special,1.0
6290,-20174,"",Pensioner,Secondary / secondary special,0.0
6291,-20174,"",Pensioner,Secondary / secondary special,0.0
6292,-22650,Laborers,Working,Secondary / secondary special,1.0
6293,-22650,Laborers,Working,Secondary / secondary special,1.0
6294,-22650,Laborers,Working,Secondary / secondary special,1.0
6295,-22650,Laborers,Working,Secondary / secondary special,1.0
6296,-22650,Laborers,Working,Secondary / secondary special,1.0
6297,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6298,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6299,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6300,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6301,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6302,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6303,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
