id,Anonym_age,Anonym_race,Anonym_sex,Anonym_workclass,Anonym_income,prediction
5666,[72-74],Person,Adult,Employee,<=50K,0.0
5667,54,Person,Adult,Employee,>50K,0.0
5668,30,Person,Adult,Employee,<=50K,0.0
5669,[50-51],Person,Adult,Employee,>50K,0.0
5670,30,Person,Adult,Employee,>50K,0.0
5671,30,Person,Adult,Employee,<=50K,0.0
5672,[31-32],Person,Adult,Employee,<=50K,0.0
5673,30,Person,Adult,Employee,>50K,0.0
5674,35,Person,Adult,Employee,<=50K,0.0
5675,40,Person,Adult,Employee,>50K,0.0
5676,38,Person,Adult,Employee,<=50K,0.0
5677,[19-20],Person,Adult,Employee,<=50K,0.0
5678,[32-33],Person,Adult,Employee,<=50K,0.0
5679,49,Person,Adult,Employee,<=50K,0.0
5680,[74-78],Person,Adult,Employee,<=50K,0.0
5681,60,Person,Adult,Employee,<=50K,0.0
5682,60,Person,Adult,Employee,<=50K,0.0
5683,55,Person,Adult,Employee,>50K,0.0
5684,41,Person,Adult,Employee,<=50K,0.0
5685,24,Person,Adult,Employee,<=50K,0.0
5686,53,Person,Adult,Employee,>50K,0.0
5687,[68-69],Person,Adult,Employee,<=50K,0.0
5688,[69-72],Person,Adult,Employee,<=50K,0.0
5689,41,Person,Adult,Employee,>50K,0.0
5690,32,Person,Adult,Employee,<=50K,0.0
5691,45,Person,Adult,Employee,<=50K,0.0
5692,59,Person,Adult,Employee,<=50K,0.0
5693,31,Person,Adult,Employee,<=50K,0.0
5694,40,Person,Adult,Employee,<=50K,0.0
5695,44,Person,Adult,Employee,>50K,0.0
5696,[62-63],Person,Adult,Employee,<=50K,0.0
5697,31,Person,Adult,Employee,>50K,0.0
5698,51,Person,Adult,Employee,<=50K,0.0
5699,51,Person,Adult,Employee,<=50K,0.0
5700,23,Person,Adult,Employee,<=50K,0.0
5701,[49-50],Person,Adult,Employee,<=50K,0.0
5702,56,Person,Adult,Employee,<=50K,0.0
5703,[38-39],Person,Adult,Employee,>50K,0.0
5704,39,Person,Adult,Employee,>50K,0.0
5705,30,Person,Adult,Employee,<=50K,0.0
5706,43,Person,Adult,Employee,<=50K,0.0
5707,31,Person,Adult,Employee,<=50K,0.0
5708,44,Person,Adult,Employee,<=50K,0.0
5709,[43-44],Person,Adult,Employee,>50K,0.0
5710,[36-37],Person,Adult,Employee,>50K,0.0
5711,41,Person,Adult,Employee,>50K,0.0
5712,43,Person,Adult,Employee,>50K,0.0
5713,47,Person,Adult,Employee,>50K,0.0
5714,38,Person,Adult,Employee,>50K,0.0
5715,46,Person,Adult,Employee,<=50K,0.0
5716,[18-19],Person,Adult,Employee,<=50K,0.0
5717,19,Person,Adult,Employee,<=50K,0.0
5718,24,Person,Adult,Employee,>50K,0.0
5719,[39-40],Person,Adult,Employee,<=50K,0.0
5720,37,Person,Adult,Employee,<=50K,0.0
5721,28,Person,Adult,Employee,<=50K,0.0
5722,40,Person,Adult,Employee,<=50K,0.0
5723,[27-28],Person,Adult,Employee,<=50K,0.0
5724,22,Person,Adult,Employee,<=50K,0.0
5725,21,Person,Adult,Employee,<=50K,0.0
5726,[31-32],Person,Adult,Employee,<=50K,0.0
5727,20,Person,Adult,Employee,<=50K,0.0
5728,45,Person,Adult,Employee,>50K,0.0
5729,46,Person,Adult,Employee,>50K,0.0
5730,46,Person,Adult,Employee,<=50K,0.0
5731,26,Person,Adult,Employee,<=50K,0.0
5732,[46-47],Person,Adult,Employee,<=50K,0.0
5733,22,Person,Adult,Employee,<=50K,0.0
5734,34,Person,Adult,Employee,<=50K,0.0
5735,[49-50],Person,Adult,Employee,<=50K,0.0
5736,20,Person,Adult,Employee,<=50K,0.0
5737,[28-29],Person,Adult,Employee,<=50K,0.0
5738,30,Person,Adult,Employee,<=50K,0.0
5739,[23-24],Person,Adult,Employee,<=50K,0.0
5740,20,Person,Adult,Employee,<=50K,0.0
5741,31,Person,Adult,Employee,<=50K,0.0
5742,46,Person,Adult,Employee,<=50K,0.0
5743,42,Person,Adult,Employee,<=50K,0.0
5744,[59-60],Person,Adult,Employee,<=50K,0.0
5745,30,Person,Adult,Employee,<=50K,0.0
5746,27,Person,Adult,Employee,<=50K,0.0
5747,20,Person,Adult,Employee,<=50K,0.0
5748,[56-58],Person,Adult,Employee,>50K,0.0
5749,41,Person,Adult,Employee,>50K,0.0
5750,[61-62],Person,Adult,Employee,<=50K,0.0
5751,47,Person,Adult,Employee,>50K,0.0
5752,[60-61],Person,Adult,Employee,<=50K,0.0
5753,[33-34],Person,Adult,Employee,<=50K,0.0
5754,40,Person,Adult,Employee,<=50K,0.0
5755,48,Person,Adult,Employee,>50K,0.0
5756,[55-56],Person,Adult,Employee,>50K,0.0
5757,50,Person,Adult,Employee,>50K,0.0
5758,[56-58],Person,Adult,Employee,>50K,0.0
5759,20,Person,Adult,Employee,<=50K,0.0
5760,46,Person,Adult,Employee,<=50K,0.0
5761,21,Person,Adult,Employee,<=50K,0.0
5762,37,Person,Adult,Employee,<=50K,0.0
5763,42,Person,Adult,Employee,<=50K,0.0
5764,[19-20],Person,Adult,Employee,<=50K,0.0
5765,[53-54],Person,Adult,Employee,>50K,0.0
5766,32,Person,Adult,Employee,<=50K,0.0
5767,62,Person,Adult,Employee,<=50K,0.0
5768,50,Person,Adult,Employee,>50K,0.0
5769,49,Person,Adult,Employee,<=50K,0.0
5770,48,Person,Adult,Employee,<=50K,0.0
5771,[24-25],Person,Adult,Employee,<=50K,0.0
5772,[45-46],Person,Adult,Employee,>50K,0.0
5773,42,Person,Adult,Employee,<=50K,0.0
5774,52,Person,Adult,Employee,<=50K,0.0
5775,58,Person,Adult,Employee,<=50K,0.0
5776,[36-37],Person,Adult,Employee,<=50K,0.0
5777,34,Person,Adult,Employee,<=50K,0.0
5778,26,Person,Adult,Employee,<=50K,0.0
5779,[17-18],Person,Adult,Employee,<=50K,0.0
5780,33,Person,Adult,Employee,<=50K,0.0
5781,41,Person,Adult,Employee,<=50K,0.0
5782,21,Person,Adult,Employee,<=50K,0.0
5783,[23-24],Person,Adult,Employee,<=50K,0.0
5784,26,Person,Adult,Employee,<=50K,0.0
5785,[33-34],Person,Adult,Employee,<=50K,0.0
5786,24,Person,Adult,Employee,<=50K,0.0
5787,43,Person,Adult,Employee,<=50K,0.0
5788,52,Person,Adult,Employee,<=50K,0.0
5789,[27-28],Person,Adult,Employee,<=50K,0.0
5790,[60-61],Person,Adult,Employee,<=50K,0.0
5791,35,Person,Adult,Employee,<=50K,0.0
5792,35,Person,Adult,Employee,>50K,0.0
5793,45,Person,Adult,Employee,>50K,0.0
5794,43,Person,Adult,Employee,>50K,0.0
5795,[50-51],Person,Adult,Employee,>50K,0.0
5796,35,Person,Adult,Employee,<=50K,0.0
5797,[46-47],Person,Adult,Employee,>50K,0.0
5798,22,Person,Adult,Employee,<=50K,0.0
5799,49,Person,Adult,Employee,>50K,0.0
5800,20,Person,Adult,Employee,<=50K,0.0
5801,19,Person,Adult,Employee,<=50K,0.0
5802,27,Person,Adult,Employee,<=50K,0.0
5803,42,Person,Adult,Employee,<=50K,0.0
5804,27,Person,Adult,Employee,<=50K,0.0
5805,23,Person,Adult,Employee,<=50K,0.0
5806,20,Person,Adult,Employee,<=50K,0.0
5807,47,Person,Adult,Employee,<=50K,0.0
5808,17,Person,Adult,Employee,<=50K,0.0
5809,[74-78],Person,Adult,Employee,<=50K,0.0
5810,39,Person,Adult,Employee,<=50K,0.0
5811,25,Person,Adult,Employee,<=50K,0.0
5812,31,Person,Adult,Employee,<=50K,0.0
5813,[44-45],Person,Adult,Employee,<=50K,0.0
5814,53,Person,Adult,Employee,>50K,0.0
5815,34,Person,Adult,Employee,<=50K,0.0
5816,[45-46],Person,Adult,Employee,<=50K,0.0
5817,34,Person,Adult,Employee,<=50K,0.0
5818,[34-35],Person,Adult,Employee,>50K,0.0
5819,36,Person,Adult,Employee,<=50K,0.0
5820,[44-45],Person,Adult,Employee,<=50K,0.0
5821,37,Person,Adult,Employee,<=50K,0.0
5822,53,Person,Adult,Employee,>50K,0.0
5823,35,Person,Adult,Employee,>50K,0.0
5824,38,Person,Adult,Employee,<=50K,0.0
5825,[65-66],Person,Adult,Employee,<=50K,0.0
5826,49,Person,Adult,Employee,<=50K,0.0
5827,24,Person,Adult,Employee,<=50K,0.0
5828,54,Person,Adult,Employee,<=50K,0.0
5829,17,Person,Adult,Employee,<=50K,0.0
5830,19,Person,Adult,Employee,<=50K,0.0
5831,60,Person,Adult,Employee,<=50K,0.0
5832,[45-46],Person,Adult,Employee,>50K,0.0
5833,[74-78],Person,Adult,Employee,<=50K,0.0
5834,26,Person,Adult,Employee,<=50K,0.0
5835,[58-59],Person,Adult,Employee,<=50K,0.0
5836,37,Person,Adult,Employee,<=50K,0.0
5837,41,Person,Adult,Employee,>50K,0.0
5838,[29-30],Person,Adult,Employee,<=50K,0.0
5839,19,Person,Adult,Employee,<=50K,0.0
5840,48,Person,Adult,Employee,>50K,0.0
5841,22,Person,Adult,Employee,<=50K,0.0
5842,50,Person,Adult,Employee,<=50K,0.0
5843,25,Person,Adult,Employee,<=50K,0.0
5844,[17-18],Person,Adult,Employee,<=50K,0.0
5845,21,Person,Adult,Employee,<=50K,0.0
5846,47,Person,Adult,Employee,<=50K,0.0
5847,33,Person,Adult,Employee,<=50K,0.0
5848,39,Person,Adult,Employee,<=50K,0.0
5849,[66-68],Person,Adult,Employee,>50K,0.0
5850,[19-20],Person,Adult,Employee,<=50K,0.0
5851,[17-18],Person,Adult,Employee,<=50K,0.0
5852,36,Person,Adult,Employee,<=50K,0.0
5853,23,Person,Adult,Employee,<=50K,0.0
5854,25,Person,Adult,Employee,<=50K,0.0
5855,40,Person,Adult,Employee,<=50K,0.0
5856,[72-74],Person,Adult,Employee,<=50K,0.0
5857,35,Person,Adult,Employee,<=50K,0.0
5858,[30-31],Person,Adult,Employee,>50K,0.0
5859,20,Person,Adult,Employee,<=50K,0.0
5860,20,Person,Adult,Employee,<=50K,0.0
5861,[27-28],Person,Adult,Employee,<=50K,0.0
5862,[65-66],Person,Adult,Employee,<=50K,0.0
5863,[65-66],Person,Adult,Employee,<=50K,0.0
5864,64,Person,Adult,Employee,<=50K,0.0
5865,[48-49],Person,Adult,Employee,<=50K,0.0
5866,24,Person,Adult,Employee,<=50K,0.0
5867,[50-51],Person,Adult,Employee,<=50K,0.0
5868,25,Person,Adult,Employee,>50K,0.0
5869,33,Person,Adult,Employee,<=50K,0.0
5870,50,Person,Adult,Employee,<=50K,0.0
5871,51,Person,Adult,Employee,<=50K,0.0
5872,34,Person,Adult,Employee,>50K,0.0
5873,41,Person,Adult,Employee,<=50K,0.0
5874,30,Person,Adult,Employee,<=50K,0.0
5875,[59-60],Person,Adult,Employee,<=50K,0.0
5876,41,Person,Adult,Employee,>50K,0.0
5877,36,Person,Adult,Employee,>50K,0.0
5878,37,Person,Adult,Employee,<=50K,0.0
5879,28,Person,Adult,Employee,<=50K,0.0
5880,[19-20],Person,Adult,Employee,<=50K,0.0
5881,28,Person,Adult,Employee,<=50K,0.0
5882,[62-63],Person,Adult,Employee,<=50K,0.0
5883,36,Person,Adult,Employee,>50K,0.0
5884,58,Person,Adult,Employee,<=50K,0.0
5885,42,Person,Adult,Employee,<=50K,0.0
5886,43,Person,Adult,Employee,<=50K,0.0
5887,29,Person,Adult,Employee,<=50K,0.0
5888,[32-33],Person,Adult,Employee,<=50K,0.0
5889,[64-65],Person,Adult,Employee,<=50K,0.0
5890,[39-40],Person,Adult,Employee,>50K,0.0
5891,26,Person,Adult,Employee,<=50K,0.0
5892,19,Person,Adult,Employee,<=50K,0.0
5893,[21-22],Person,Adult,Employee,<=50K,0.0
5894,32,Person,Adult,Employee,<=50K,0.0
5895,30,Person,Adult,Employee,<=50K,0.0
5896,26,Person,Adult,Employee,<=50K,0.0
5897,20,Person,Adult,Employee,<=50K,0.0
5898,19,Person,Adult,Employee,<=50K,0.0
5899,33,Person,Adult,Employee,>50K,0.0
5900,[22-23],Person,Adult,Employee,<=50K,0.0
5901,29,Person,Adult,Employee,<=50K,0.0
5902,42,Person,Adult,Employee,<=50K,0.0
5903,[30-31],Person,Adult,Employee,<=50K,0.0
5904,[62-63],Person,Adult,Employee,<=50K,0.0
5905,[34-35],Person,Adult,Employee,<=50K,0.0
5906,60,Person,Adult,Employee,<=50K,0.0
5907,[48-49],Person,Adult,Employee,<=50K,0.0
5908,25,Person,Adult,Employee,<=50K,0.0
5909,27,Person,Adult,Employee,<=50K,0.0
5910,55,Person,Adult,Employee,>50K,0.0
5911,[31-32],Person,Adult,Employee,<=50K,0.0
5912,22,Person,Adult,Employee,<=50K,0.0
5913,25,Person,Adult,Employee,<=50K,0.0
5914,18,Person,Adult,Employee,<=50K,0.0
5915,24,Person,Adult,Employee,<=50K,0.0
5916,29,Person,Adult,Employee,<=50K,0.0
5917,[72-74],Person,Adult,Employee,<=50K,0.0
5918,[38-39],Person,Adult,Employee,>50K,0.0
5919,33,Person,Adult,Employee,<=50K,0.0
5920,57,Person,Adult,Employee,>50K,0.0
5921,22,Person,Adult,Employee,<=50K,0.0
5922,33,Person,Adult,Employee,<=50K,0.0
5923,33,Person,Adult,Employee,<=50K,0.0
5924,[41-42],Person,Adult,Employee,<=50K,0.0
5925,43,Person,Adult,Employee,<=50K,0.0
5926,57,Person,Adult,Employee,>50K,0.0
5927,42,Person,Adult,Employee,<=50K,0.0
5928,22,Person,Adult,Employee,<=50K,0.0
5929,21,Person,Adult,Employee,<=50K,0.0
5930,42,Person,Adult,Employee,>50K,0.0
5931,[38-39],Person,Adult,Employee,<=50K,0.0
5932,41,Person,Adult,Employee,>50K,0.0
5933,20,Person,Adult,Employee,<=50K,0.0
5934,[47-48],Person,Adult,Employee,<=50K,0.0
5935,44,Person,Adult,Employee,<=50K,0.0
5936,29,Person,Adult,Employee,<=50K,0.0
5937,52,Person,Adult,Employee,>50K,0.0
5938,[69-72],Person,Adult,Employee,>50K,0.0
5939,52,Person,Adult,Employee,<=50K,0.0
5940,36,Person,Adult,Employee,<=50K,0.0
5941,53,Person,Adult,Employee,>50K,0.0
5942,37,Person,Adult,Employee,>50K,0.0
5943,26,Person,Adult,Employee,<=50K,0.0
5944,34,Person,Adult,Employee,>50K,0.0
5945,35,Person,Adult,Employee,>50K,0.0
5946,20,Person,Adult,Employee,<=50K,0.0
5947,34,Person,Adult,Employee,<=50K,0.0
5948,56,Person,Adult,Employee,<=50K,0.0
5949,39,Person,Adult,Employee,>50K,0.0
5950,24,Person,Adult,Employee,<=50K,0.0
5951,24,Person,Adult,Employee,<=50K,0.0
5952,23,Person,Adult,Employee,<=50K,0.0
5953,27,Person,Adult,Employee,<=50K,0.0
5954,25,Person,Adult,Employee,<=50K,0.0
5955,29,Person,Adult,Employee,<=50K,0.0
5956,42,Person,Adult,Employee,>50K,0.0
5957,[51-52],Person,Adult,Employee,<=50K,0.0
5958,31,Person,Adult,Employee,<=50K,0.0
5959,[58-59],Person,Adult,Employee,<=50K,0.0
5960,29,Person,Adult,Employee,<=50K,0.0
5961,18,Person,Adult,Employee,<=50K,0.0
5962,24,Person,Adult,Employee,<=50K,0.0
5963,38,Person,Adult,Employee,<=50K,0.0
5964,36,Person,Adult,Employee,<=50K,0.0
5965,34,Person,Adult,Employee,<=50K,0.0
5966,[41-42],Person,Adult,Employee,>50K,0.0
5967,45,Person,Adult,Employee,<=50K,0.0
5968,[20-21],Person,Adult,Employee,<=50K,0.0
5969,[64-65],Person,Adult,Employee,>50K,0.0
5970,32,Person,Adult,Employee,<=50K,0.0
5971,[44-45],Person,Adult,Employee,>50K,0.0
5972,[53-54],Person,Adult,Employee,<=50K,0.0
5973,42,Person,Adult,Employee,<=50K,0.0
5974,32,Person,Adult,Employee,<=50K,0.0
5975,[49-50],Person,Adult,Employee,<=50K,0.0
5976,62,Person,Adult,Employee,<=50K,0.0
5977,28,Person,Adult,Employee,<=50K,0.0
5978,29,Person,Adult,Employee,>50K,0.0
5979,[32-33],Person,Adult,Employee,<=50K,0.0
5980,37,Person,Adult,Employee,>50K,0.0
5981,38,Person,Adult,Employee,>50K,0.0
5982,44,Person,Adult,Employee,<=50K,0.0
5983,19,Person,Adult,Employee,<=50K,0.0
5984,22,Person,Adult,Employee,<=50K,0.0
5985,24,Person,Adult,Employee,<=50K,0.0
5986,58,Person,Adult,Employee,>50K,0.0
5987,[56-58],Person,Adult,Employee,<=50K,0.0
5988,[36-37],Person,Adult,Employee,<=50K,0.0
5989,43,Person,Adult,Employee,<=50K,0.0
5990,32,Person,Adult,Employee,<=50K,0.0
5991,34,Person,Adult,Employee,<=50K,0.0
5992,44,Person,Adult,Employee,<=50K,0.0
5993,28,Person,Adult,Employee,<=50K,0.0
5994,35,Person,Adult,Employee,<=50K,0.0
5995,38,Person,Adult,Employee,<=50K,0.0
5996,26,Person,Adult,Employee,<=50K,0.0
5997,[19-20],Person,Adult,Employee,<=50K,0.0
5998,24,Person,Adult,Employee,>50K,0.0
5999,40,Person,Adult,Employee,<=50K,0.0
6000,[23-24],Person,Adult,Employee,<=50K,0.0
6001,[78-90],Person,Adult,Employee,<=50K,0.0
6002,44,Person,Adult,Employee,<=50K,0.0
6003,[50-51],Person,Adult,Employee,>50K,0.0
6004,30,Person,Adult,Employee,<=50K,0.0
6005,[52-53],Person,Adult,Employee,>50K,0.0
6006,41,Person,Adult,Employee,>50K,0.0
6007,33,Person,Adult,Employee,<=50K,0.0
6008,50,Person,Adult,Employee,>50K,0.0
6009,51,Person,Adult,Employee,>50K,0.0
6010,41,Person,Adult,Employee,<=50K,0.0
6011,35,Person,Adult,Employee,>50K,0.0
6012,34,Person,Adult,Employee,>50K,0.0
6013,28,Person,Adult,Employee,<=50K,0.0
6014,31,Person,Adult,Employee,<=50K,0.0
6015,22,Person,Adult,Employee,<=50K,0.0
6016,[66-68],Person,Adult,Employee,<=50K,0.0
6017,[64-65],Person,Adult,Employee,>50K,0.0
6018,[38-39],Person,Adult,Employee,>50K,0.0
6019,23,Person,Adult,Employee,<=50K,0.0
6020,29,Person,Adult,Employee,<=50K,0.0
6021,57,Person,Adult,Employee,>50K,0.0
6022,47,Person,Adult,Employee,<=50K,0.0
6023,[50-51],Person,Adult,Employee,<=50K,0.0
6024,34,Person,Adult,Employee,<=50K,0.0
6025,[52-53],Person,Adult,Employee,>50K,0.0
6026,29,Person,Adult,Employee,>50K,0.0
6027,29,Person,Adult,Employee,<=50K,0.0
6028,25,Person,Adult,Employee,<=50K,0.0
6029,21,Person,Adult,Employee,<=50K,0.0
6030,38,Person,Adult,Employee,<=50K,0.0
6031,55,Person,Adult,Employee,>50K,0.0
6032,[61-62],Person,Adult,Employee,<=50K,0.0
6033,[34-35],Person,Adult,Employee,>50K,0.0
6034,41,Person,Adult,Employee,<=50K,0.0
6035,[26-27],Person,Adult,Employee,<=50K,0.0
6036,[78-90],Person,Adult,Employee,>50K,0.0
6037,40,Person,Adult,Employee,>50K,0.0
6038,26,Person,Adult,Employee,<=50K,0.0
6039,43,Person,Adult,Employee,<=50K,0.0
6040,55,Person,Adult,Employee,<=50K,0.0
6041,25,Person,Adult,Employee,<=50K,0.0
6042,26,Person,Adult,Employee,<=50K,0.0
6043,43,Person,Adult,Employee,>50K,0.0
6044,25,Person,Adult,Employee,<=50K,0.0
6045,22,Person,Adult,Employee,<=50K,0.0
6046,[52-53],Person,Adult,Employee,>50K,0.0
6047,[61-62],Person,Adult,Employee,<=50K,0.0
6048,42,Person,Adult,Employee,<=50K,0.0
6049,21,Person,Adult,Employee,<=50K,0.0
6050,44,Person,Adult,Employee,<=50K,0.0
6051,[64-65],Person,Adult,Employee,<=50K,0.0
6052,56,Person,Adult,Employee,<=50K,0.0
6053,33,Person,Adult,Employee,<=50K,0.0
6054,22,Person,Adult,Employee,<=50K,0.0
6055,43,Person,Adult,Employee,<=50K,0.0
6056,45,Person,Adult,Employee,<=50K,0.0
6057,42,Person,Adult,Employee,<=50K,0.0
6058,37,Person,Adult,Employee,<=50K,0.0
6059,56,Person,Adult,Employee,<=50K,0.0
6060,35,Person,Adult,Employee,<=50K,0.0
6061,40,Person,Adult,Employee,<=50K,0.0
6062,31,Person,Adult,Employee,<=50K,0.0
6063,26,Person,Adult,Employee,<=50K,0.0
6064,26,Person,Adult,Employee,<=50K,0.0
6065,[42-43],Person,Adult,Employee,<=50K,0.0
6066,45,Person,Adult,Employee,<=50K,0.0
6067,47,Person,Adult,Employee,>50K,0.0
6068,22,Person,Adult,Employee,<=50K,0.0
6069,33,Person,Adult,Employee,<=50K,0.0
6070,37,Person,Adult,Employee,<=50K,0.0
6071,[48-49],Person,Adult,Employee,<=50K,0.0
6072,57,Person,Adult,Employee,<=50K,0.0
6073,47,Person,Adult,Employee,<=50K,0.0
6074,58,Person,Adult,Employee,<=50K,0.0
6075,[54-55],Person,Adult,Employee,<=50K,0.0
6076,[51-52],Person,Adult,Employee,<=50K,0.0
6077,29,Person,Adult,Employee,<=50K,0.0
6078,42,Person,Adult,Employee,<=50K,0.0
6079,[22-23],Person,Adult,Employee,<=50K,0.0
6080,23,Person,Adult,Employee,<=50K,0.0
6081,46,Person,Adult,Employee,<=50K,0.0
6082,30,Person,Adult,Employee,<=50K,0.0
6083,[43-44],Person,Adult,Employee,>50K,0.0
6084,25,Person,Adult,Employee,<=50K,0.0
6085,[31-32],Person,Adult,Employee,>50K,0.0
6086,[56-58],Person,Adult,Employee,<=50K,0.0
6087,33,Person,Adult,Employee,<=50K,0.0
6088,[18-19],Person,Adult,Employee,<=50K,0.0
6089,20,Person,Adult,Employee,<=50K,0.0
6090,34,Person,Adult,Employee,<=50K,0.0
6091,34,Person,Adult,Employee,<=50K,0.0
6092,55,Person,Adult,Employee,<=50K,0.0
6093,[54-55],Person,Adult,Employee,<=50K,0.0
6094,31,Person,Adult,Employee,<=50K,0.0
6095,[30-31],Person,Adult,Employee,<=50K,0.0
6096,31,Person,Adult,Employee,<=50K,0.0
6097,[50-51],Person,Adult,Employee,<=50K,0.0
6098,59,Person,Adult,Employee,<=50K,0.0
6099,58,Person,Adult,Employee,<=50K,0.0
6100,[40-41],Person,Adult,Employee,<=50K,0.0
6101,54,Person,Adult,Employee,<=50K,0.0
6102,25,Person,Adult,Employee,>50K,0.0
6103,[17-18],Person,Adult,Employee,<=50K,0.0
6104,41,Person,Adult,Employee,<=50K,0.0
6105,57,Person,Adult,Employee,<=50K,0.0
6106,37,Person,Adult,Employee,>50K,0.0
6107,46,Person,Adult,Employee,<=50K,0.0
6108,[39-40],Person,Adult,Employee,<=50K,0.0
6109,19,Person,Adult,Employee,<=50K,0.0
6110,41,Person,Adult,Employee,<=50K,0.0
6111,54,Person,Adult,Employee,<=50K,0.0
6112,39,Person,Adult,Employee,>50K,0.0
6113,41,Person,Adult,Employee,>50K,0.0
6114,26,Person,Adult,Employee,<=50K,0.0
6115,57,Person,Adult,Employee,<=50K,0.0
6116,33,Person,Adult,Employee,>50K,0.0
6117,[55-56],Person,Adult,Employee,>50K,0.0
6118,60,Person,Adult,Employee,<=50K,0.0
6119,22,Person,Adult,Employee,<=50K,0.0
6120,[58-59],Person,Adult,Employee,<=50K,0.0
6121,48,Person,Adult,Employee,>50K,0.0
6122,45,Person,Adult,Employee,>50K,0.0
6123,18,Person,Adult,Employee,<=50K,0.0
6124,[56-58],Person,Adult,Employee,<=50K,0.0
6125,48,Person,Adult,Employee,>50K,0.0
6126,40,Person,Adult,Employee,<=50K,0.0
6127,38,Person,Adult,Employee,<=50K,0.0
6128,58,Person,Adult,Employee,<=50K,0.0
6129,[22-23],Person,Adult,Employee,<=50K,0.0
6130,[63-64],Person,Adult,Employee,<=50K,0.0
6131,51,Person,Adult,Employee,<=50K,0.0
6132,[21-22],Person,Adult,Employee,<=50K,0.0
6133,44,Person,Adult,Employee,<=50K,0.0
6134,[45-46],Person,Adult,Employee,<=50K,0.0
6135,64,Person,Adult,Employee,<=50K,0.0
6136,32,Person,Adult,Employee,>50K,0.0
6137,31,Person,Adult,Employee,<=50K,0.0
6138,36,Person,Adult,Employee,>50K,0.0
6139,21,Person,Adult,Employee,<=50K,0.0
6140,30,Person,Adult,Employee,<=50K,0.0
6141,31,Person,Adult,Employee,<=50K,0.0
6142,54,Person,Adult,Employee,<=50K,0.0
6143,[58-59],Person,Adult,Employee,<=50K,0.0
6144,28,Person,Adult,Employee,>50K,0.0
6145,57,Person,Adult,Employee,<=50K,0.0
6146,44,Person,Adult,Employee,<=50K,0.0
6147,53,Person,Adult,Employee,<=50K,0.0
6148,58,Person,Adult,Employee,>50K,0.0
6149,[19-20],Person,Adult,Employee,<=50K,0.0
6150,39,Person,Adult,Employee,>50K,0.0
6151,31,Person,Adult,Employee,<=50K,0.0
6152,[27-28],Person,Adult,Employee,<=50K,0.0
6153,46,Person,Adult,Employee,<=50K,0.0
6154,[36-37],Person,Adult,Employee,<=50K,0.0
6155,27,Person,Adult,Employee,<=50K,0.0
6156,[33-34],Person,Adult,Employee,<=50K,0.0
6157,20,Person,Adult,Employee,<=50K,0.0
6158,[54-55],Person,Adult,Employee,<=50K,0.0
6159,39,Person,Adult,Employee,<=50K,0.0
6160,41,Person,Adult,Employee,<=50K,0.0
6161,30,Person,Adult,Employee,<=50K,0.0
6162,39,Person,Adult,Employee,<=50K,0.0
6163,28,Person,Adult,Employee,<=50K,0.0
6164,[25-26],Person,Adult,Employee,<=50K,0.0
6165,[31-32],Person,Adult,Employee,<=50K,0.0
6166,[50-51],Person,Adult,Employee,<=50K,0.0
6167,24,Person,Adult,Employee,<=50K,0.0
6168,[69-72],Person,Adult,Employee,<=50K,0.0
6169,23,Person,Adult,Employee,<=50K,0.0
6170,[61-62],Person,Adult,Employee,<=50K,0.0
6171,45,Person,Adult,Employee,>50K,0.0
6172,47,Person,Adult,Employee,<=50K,0.0
6173,[55-56],Person,Adult,Employee,<=50K,0.0
6174,[78-90],Person,Adult,Employee,>50K,0.0
6175,20,Person,Adult,Employee,<=50K,0.0
6176,30,Person,Adult,Employee,<=50K,0.0
6177,27,Person,Adult,Employee,<=50K,0.0
6178,40,Person,Adult,Employee,>50K,0.0
6179,[59-60],Person,Adult,Employee,<=50K,0.0
6180,58,Person,Adult,Employee,>50K,0.0
6181,[69-72],Person,Adult,Employee,<=50K,0.0
6182,50,Person,Adult,Employee,>50K,0.0
6183,29,Person,Adult,Employee,<=50K,0.0
6184,[33-34],Person,Adult,Employee,<=50K,0.0
6185,60,Person,Adult,Employee,>50K,0.0
6186,33,Person,Adult,Employee,<=50K,0.0
6187,43,Person,Adult,Employee,>50K,0.0
6188,33,Person,Adult,Employee,<=50K,0.0
6189,33,Person,Adult,Employee,<=50K,0.0
6190,32,Person,Adult,Employee,<=50K,0.0
6191,21,Person,Adult,Employee,<=50K,0.0
6192,38,Person,Adult,Employee,<=50K,0.0
6193,38,Person,Adult,Employee,>50K,0.0
6194,[38-39],Person,Adult,Employee,<=50K,0.0
6195,17,Person,Adult,Employee,<=50K,0.0
6196,[20-21],Person,Adult,Employee,<=50K,0.0
6197,42,Person,Adult,Employee,>50K,0.0
6198,42,Person,Adult,Employee,>50K,0.0
6199,36,Person,Adult,Employee,<=50K,0.0
6200,32,Person,Adult,Employee,>50K,0.0
6201,37,Person,Adult,Employee,>50K,0.0
6202,28,Person,Adult,Employee,<=50K,0.0
6203,[36-37],Person,Adult,Employee,<=50K,0.0
6204,50,Person,Adult,Employee,<=50K,0.0
6205,49,Person,Adult,Employee,<=50K,0.0
6206,40,Person,Adult,Employee,>50K,0.0
6207,40,Person,Adult,Employee,<=50K,0.0
6208,49,Person,Adult,Employee,<=50K,0.0
6209,[35-36],Person,Adult,Employee,>50K,0.0
6210,[32-33],Person,Adult,Employee,<=50K,0.0
