id,age,race,sex,workclass,income,prediction
5276,45,White,Male,Private,>50K,0
5277,44,White,Male,Private,>50K,0
5278,23,White,Male,Private,<=50K,1
5279,34,White,Male,Private,<=50K,0
5280,23,White,Female,Self-emp-inc,<=50K,0
5281,39,White,Male,State-gov,<=50K,1
5282,19,White,Male,Private,<=50K,1
5283,54,White,Male,Private,>50K,0
5284,40,White,Male,Private,<=50K,0
5285,44,White,Male,Private,<=50K,1
5286,31,White,Female,Self-emp-inc,>50K,1
5287,25,White,Male,Private,<=50K,0
5288,33,White,Female,Private,>50K,0
5289,32,White,Male,Private,<=50K,1
5290,36,White,Male,Private,<=50K,1
5291,47,Other,Male,Self-emp-not-inc,>50K,1
5292,80,White,Female,Private,<=50K,0
5293,21,White,Female,Private,<=50K,0
5294,35,White,Male,Self-emp-not-inc,<=50K,1
5295,77,White,Male,?,<=50K,1
5296,30,White,Male,Private,<=50K,0
5297,35,White,Male,?,<=50K,0
5298,49,White,Male,Private,<=50K,1
5299,33,White,Female,Private,<=50K,1
5300,53,White,Male,Self-emp-not-inc,<=50K,1
5301,41,White,Male,Private,<=50K,0
5302,57,White,Male,Private,>50K,0
5303,21,White,Female,?,<=50K,0
5304,19,White,Female,Private,<=50K,0
5305,28,White,Female,Private,<=50K,1
5306,42,White,Male,Federal-gov,<=50K,1
5307,29,White,Male,Self-emp-not-inc,<=50K,0
5308,38,White,Female,?,<=50K,0
5309,26,White,Male,Private,<=50K,1
5310,41,White,Male,Private,>50K,0
5311,40,White,Female,Private,<=50K,1
5312,36,White,Male,Self-emp-not-inc,>50K,0
5313,28,White,Male,Private,<=50K,0
5314,25,Black,Female,Self-emp-not-inc,<=50K,0
5315,42,White,Male,Self-emp-not-inc,<=50K,0
5316,32,White,Male,Private,<=50K,1
5317,32,White,Male,Private,<=50K,1
5318,37,White,Male,Private,<=50K,0
5319,39,White,Male,Local-gov,<=50K,0
5320,49,White,Male,Private,<=50K,0
5321,28,Black,Male,?,<=50K,0
5322,24,White,Female,?,<=50K,1
5323,19,White,Female,Private,<=50K,0
5324,31,White,Male,Private,<=50K,0
5325,40,White,Female,Private,<=50K,0
5326,29,White,Male,Private,<=50K,0
5327,59,White,Male,Private,<=50K,1
5328,52,White,Male,Private,>50K,1
5329,27,White,Male,Private,<=50K,0
5330,45,White,Male,Local-gov,>50K,1
5331,58,Asian-Pac-Islander,Male,Private,<=50K,0
5332,53,White,Male,Private,<=50K,0
5333,23,White,Male,Private,<=50K,1
5334,35,White,Male,Private,<=50K,0
5335,49,White,Male,Private,<=50K,0
5336,49,White,Female,Private,<=50K,0
5337,25,White,Male,Private,<=50K,0
5338,47,White,Female,Private,>50K,1
5339,28,White,Female,Private,<=50K,1
5340,20,White,Female,Private,<=50K,1
5341,74,White,Male,?,<=50K,0
5342,19,White,Male,Private,<=50K,0
5343,28,White,Male,Private,<=50K,1
5344,31,Black,Female,Private,<=50K,1
5345,61,White,Male,?,<=50K,0
5346,30,White,Male,Private,<=50K,0
5347,20,White,Male,?,<=50K,0
5348,35,White,Male,Private,>50K,0
5349,23,White,Male,Private,<=50K,1
5350,25,White,Female,Private,>50K,0
5351,19,White,Male,Private,<=50K,1
5352,30,White,Male,Private,>50K,0
5353,26,White,Male,Private,<=50K,0
5354,34,White,Male,Local-gov,<=50K,1
5355,49,Black,Female,Private,<=50K,1
5356,35,White,Male,Private,<=50K,0
5357,38,White,Female,Private,<=50K,0
5358,36,Black,Male,Private,<=50K,0
5359,33,Amer-Indian-Eskimo,Male,Private,>50K,0
5360,54,White,Female,Private,<=50K,0
5361,19,White,Male,Local-gov,<=50K,0
5362,18,White,Male,Never-worked,<=50K,1
5363,60,White,Male,Private,<=50K,0
5364,28,White,Male,Self-emp-not-inc,<=50K,0
5365,43,White,Male,Self-emp-not-inc,<=50K,1
5366,49,White,Male,Local-gov,<=50K,1
5367,25,White,Male,Private,<=50K,0
5368,17,White,Male,Private,<=50K,0
5369,41,White,Male,Self-emp-inc,>50K,0
5370,30,Black,Male,Private,<=50K,1
5371,90,White,Male,Local-gov,>50K,0
5372,25,White,Male,Private,<=50K,0
5373,27,White,Male,Private,<=50K,1
5374,29,White,Male,Private,<=50K,0
5375,55,Black,Male,Private,>50K,0
5376,31,Black,Female,Federal-gov,<=50K,1
5377,43,White,Male,Private,<=50K,1
5378,63,White,Female,Private,>50K,0
5379,46,White,Male,Private,<=50K,0
5380,59,White,Male,Private,<=50K,0
5381,42,Black,Female,Private,>50K,0
5382,26,White,Female,Private,<=50K,1
5383,26,White,Male,Private,<=50K,1
5384,20,White,Female,?,<=50K,0
5385,19,Black,Female,?,<=50K,0
5386,61,White,Male,Private,>50K,1
5387,23,White,Male,State-gov,<=50K,1
5388,24,White,Female,Private,<=50K,0
5389,35,White,Male,Private,>50K,0
5390,42,White,Male,Self-emp-not-inc,<=50K,1
5391,31,White,Female,Private,<=50K,1
5392,31,White,Female,Private,<=50K,0
5393,63,White,Female,Private,<=50K,1
5394,29,White,Female,State-gov,<=50K,1
5395,43,White,Male,State-gov,<=50K,0
5396,22,Asian-Pac-Islander,Female,Private,<=50K,0
5397,17,White,Male,Private,<=50K,1
5398,23,White,Male,Self-emp-not-inc,>50K,1
5399,35,White,Male,Private,<=50K,0
5400,32,Other,Female,Private,<=50K,1
5401,50,White,Male,Self-emp-inc,>50K,1
5402,25,White,Male,Private,<=50K,1
5403,26,White,Female,Local-gov,<=50K,0
5404,32,White,Male,Private,<=50K,0
5405,29,White,Male,Private,<=50K,0
5406,57,White,Male,Private,>50K,1
5407,90,Black,Male,Private,>50K,0
5408,35,White,Female,Private,>50K,0
5409,31,Black,Male,Self-emp-not-inc,>50K,1
5410,60,White,Female,Private,<=50K,0
5411,21,White,Female,Private,<=50K,1
5412,71,White,Female,Local-gov,<=50K,1
5413,22,White,Male,Private,<=50K,1
5414,50,White,Female,Local-gov,<=50K,1
5415,37,White,Male,Private,>50K,0
5416,23,Asian-Pac-Islander,Female,Private,<=50K,0
5417,74,White,Male,Private,<=50K,1
5418,67,White,Male,Private,<=50K,1
5419,59,White,Male,Private,>50K,0
5420,28,White,Male,Private,<=50K,0
5421,45,Amer-Indian-Eskimo,Male,Private,<=50K,0
5422,63,White,Male,Self-emp-not-inc,<=50K,0
5423,39,White,Female,Private,<=50K,1
5424,33,Black,Female,State-gov,<=50K,1
5425,32,Asian-Pac-Islander,Male,Private,<=50K,1
5426,34,White,Male,Private,>50K,0
5427,39,White,Male,Private,<=50K,0
5428,29,White,Male,State-gov,<=50K,1
5429,22,White,Male,Private,<=50K,1
5430,53,White,Female,Private,>50K,1
5431,46,White,Male,Private,<=50K,0
5432,51,White,Female,Private,>50K,0
5433,44,White,Female,Private,<=50K,1
5434,56,White,Female,State-gov,<=50K,1
5435,27,Black,Female,Private,<=50K,1
5436,52,Asian-Pac-Islander,Female,Private,<=50K,1
5437,39,White,Male,Private,>50K,0
5438,45,White,Male,Federal-gov,>50K,0
5439,37,White,Male,Private,<=50K,1
5440,33,White,Male,Private,<=50K,0
5441,35,White,Female,?,<=50K,1
5442,46,White,Female,Private,<=50K,1
5443,35,White,Female,Private,<=50K,0
5444,33,Black,Male,Private,<=50K,0
5445,48,White,Male,Private,<=50K,1
5446,32,White,Male,Private,<=50K,1
5447,18,White,Male,?,<=50K,1
5448,20,White,Female,Private,<=50K,0
5449,35,Asian-Pac-Islander,Male,Private,<=50K,0
5450,19,White,Female,Private,<=50K,0
5451,21,White,Female,Private,<=50K,0
5452,56,White,Female,Private,<=50K,1
5453,28,White,Female,Private,<=50K,0
5454,45,White,Female,Private,<=50K,0
5455,32,White,Female,Private,<=50K,0
5456,44,White,Male,Private,<=50K,1
5457,55,White,Male,Private,>50K,1
5458,34,White,Male,Private,>50K,1
5459,33,White,Male,Private,>50K,0
5460,36,White,Male,Private,<=50K,0
5461,25,White,Female,Private,<=50K,0
5462,28,White,Male,Private,<=50K,0
5463,39,White,Male,Private,>50K,1
5464,53,White,Female,Private,<=50K,0
5465,47,Amer-Indian-Eskimo,Female,Private,<=50K,0
5466,49,White,Male,Self-emp-inc,<=50K,1
5467,22,Amer-Indian-Eskimo,Male,Private,<=50K,1
5468,31,White,Male,Private,<=50K,1
5469,44,White,Male,Self-emp-inc,<=50K,1
5470,19,White,Male,Private,<=50K,1
5471,37,White,Male,Self-emp-not-inc,<=50K,0
5472,60,White,Male,?,<=50K,0
5473,23,White,Male,Private,<=50K,1
5474,44,White,Male,Private,>50K,1
5475,54,White,Female,Local-gov,<=50K,0
5476,23,White,Male,Private,<=50K,0
5477,21,White,Female,Private,<=50K,1
5478,19,White,Male,State-gov,<=50K,1
5479,51,White,Male,Private,>50K,1
5480,41,White,Male,Private,>50K,0
5481,61,White,Male,Private,>50K,1
5482,19,Amer-Indian-Eskimo,Female,Self-emp-not-inc,<=50K,1
5483,22,White,Male,Private,<=50K,0
5484,22,White,Female,Private,<=50K,0
5485,49,White,Male,Private,<=50K,1
5486,35,White,Male,Private,<=50K,0
5487,38,White,Male,Private,<=50K,0
5488,29,White,Male,Private,>50K,1
5489,56,White,Male,Private,>50K,1
5490,41,White,Female,Private,<=50K,0
5491,62,White,Male,Self-emp-inc,>50K,0
5492,27,White,Male,Private,<=50K,1
5493,55,White,Female,?,<=50K,0
5494,25,White,Male,Private,<=50K,0
5495,33,White,Male,Private,>50K,0
5496,26,White,Female,Private,<=50K,1
5497,43,White,Male,Private,<=50K,0
5498,53,White,Male,Federal-gov,>50K,0
5499,43,White,Female,Private,<=50K,1
5500,56,White,Male,Private,<=50K,0
5501,25,White,Male,Private,<=50K,0
5502,60,Black,Male,Private,<=50K,0
5503,28,White,Female,Private,<=50K,1
5504,21,White,Male,Private,<=50K,1
5505,40,Black,Female,Private,<=50K,0
5506,29,Black,Male,Private,<=50K,0
5507,20,White,Female,Private,<=50K,1
5508,25,White,Male,Private,>50K,0
5509,18,White,Female,Private,<=50K,0
5510,32,White,Male,State-gov,<=50K,0
5511,27,Other,Male,Private,<=50K,0
5512,48,White,Female,Private,<=50K,0
5513,20,White,Female,Private,<=50K,0
5514,55,White,Female,Private,<=50K,1
5515,33,White,Female,Local-gov,>50K,0
5516,21,White,Female,State-gov,<=50K,0
5517,43,White,Male,Self-emp-not-inc,<=50K,1
5518,35,White,Male,Private,<=50K,1
5519,39,White,Male,Local-gov,>50K,0
5520,19,Asian-Pac-Islander,Female,Private,<=50K,1
5521,25,Black,Female,Private,<=50K,0
5522,44,White,Male,Private,>50K,0
5523,27,White,Male,Private,<=50K,0
5524,39,White,Female,Private,>50K,0
5525,69,White,Male,Private,<=50K,1
5526,34,Asian-Pac-Islander,Female,Private,<=50K,0
5527,20,White,Male,?,<=50K,0
5528,37,White,Female,Private,<=50K,0
5529,43,White,Female,Local-gov,<=50K,1
5530,62,White,Male,?,<=50K,1
5531,34,Black,Female,State-gov,>50K,1
5532,31,White,Male,Self-emp-not-inc,<=50K,0
5533,42,White,Female,State-gov,>50K,0
5534,26,White,Female,Private,<=50K,1
5535,39,White,Female,Private,<=50K,0
5536,25,White,Male,Private,<=50K,1
5537,54,Black,Male,Local-gov,<=50K,1
5538,44,White,Male,State-gov,>50K,0
5539,34,White,Male,State-gov,>50K,0
5540,21,White,Male,Self-emp-inc,<=50K,0
5541,50,White,Male,Private,<=50K,0
5542,33,White,Male,Private,<=50K,1
5543,40,White,Female,Self-emp-inc,>50K,0
5544,44,White,Male,Private,>50K,0
5545,33,White,Male,Local-gov,<=50K,1
5546,21,White,Male,Local-gov,<=50K,0
5547,35,Black,Female,Self-emp-not-inc,<=50K,1
5548,43,White,Male,Private,>50K,1
5549,57,White,Male,?,<=50K,0
5550,51,White,Male,Local-gov,<=50K,1
5551,29,White,Male,Private,<=50K,0
5552,51,Black,Male,Local-gov,<=50K,0
5553,35,White,Male,Private,<=50K,1
5554,18,White,Male,Private,<=50K,1
5555,58,White,Male,Private,<=50K,0
5556,57,White,Male,Self-emp-inc,>50K,0
5557,19,White,Female,Private,<=50K,0
5558,37,White,Female,Private,<=50K,1
5559,38,White,Male,Private,<=50K,1
5560,45,White,Female,Private,<=50K,1
5561,27,Asian-Pac-Islander,Male,Private,>50K,1
5562,64,White,Female,?,<=50K,0
5563,38,White,Male,Local-gov,<=50K,0
5564,30,White,Male,Private,<=50K,1
5565,46,White,Male,Private,<=50K,0
5566,18,White,Female,?,<=50K,0
5567,60,White,Male,Private,>50K,1
5568,30,White,Male,Private,<=50K,0
5569,47,Black,Male,Private,>50K,1
5570,39,White,Female,Private,<=50K,0
5571,42,White,Male,Private,>50K,1
5572,27,White,Female,Private,<=50K,1
5573,44,White,Male,Private,<=50K,0
5574,33,White,Male,Private,<=50K,0
5575,54,White,Male,Private,>50K,1
5576,58,White,Male,Self-emp-not-inc,<=50K,0
5577,45,White,Male,Private,<=50K,0
5578,59,White,Male,Private,<=50K,0
5579,29,White,Female,Private,<=50K,0
5580,27,White,Female,Private,<=50K,0
5581,44,White,Male,Private,>50K,0
5582,44,White,Male,Private,>50K,1
5583,33,White,Male,Private,>50K,0
5584,27,White,Male,Private,<=50K,0
5585,33,White,Male,Private,>50K,0
5586,55,Black,Female,Private,<=50K,1
5587,32,Other,Male,Self-emp-not-inc,<=50K,0
5588,31,White,Male,Private,<=50K,0
5589,57,White,Male,Self-emp-inc,>50K,0
5590,30,White,Male,Private,>50K,1
5591,78,White,Female,?,<=50K,0
5592,28,White,Female,Private,<=50K,0
5593,30,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K,1
5594,29,White,Male,Private,>50K,1
5595,66,Black,Female,Private,<=50K,0
5596,60,White,Male,Private,>50K,0
5597,31,White,Male,Private,<=50K,1
5598,26,White,Male,Private,<=50K,0
5599,24,White,Male,Private,<=50K,0
5600,29,White,Male,Private,>50K,0
5601,44,White,Male,Private,>50K,0
5602,34,White,Male,Local-gov,>50K,1
5603,59,White,Male,Private,>50K,1
5604,23,Asian-Pac-Islander,Male,Private,<=50K,0
5605,23,White,Male,Private,<=50K,0
5606,55,Black,Female,Local-gov,<=50K,1
5607,39,White,Male,Self-emp-inc,>50K,1
5608,39,Black,Male,Private,<=50K,0
5609,57,White,Male,Private,<=50K,1
5610,35,White,Female,Private,<=50K,1
5611,39,White,Male,Local-gov,>50K,1
5612,47,White,Female,Private,>50K,1
5613,53,White,Male,State-gov,>50K,0
5614,23,Black,Male,Private,<=50K,0
5615,35,White,Male,Private,>50K,1
5616,44,White,Female,Private,<=50K,1
5617,28,White,Female,Private,<=50K,0
5618,26,Asian-Pac-Islander,Female,Private,<=50K,0
5619,23,White,Male,Private,<=50K,1
5620,32,White,Male,Private,<=50K,1
5621,49,White,Male,Self-emp-inc,>50K,1
5622,36,White,Male,Private,<=50K,1
5623,36,White,Female,Private,<=50K,1
5624,41,Other,Male,?,<=50K,0
5625,21,Amer-Indian-Eskimo,Female,Private,>50K,0
5626,54,White,Male,Self-emp-not-inc,>50K,1
5627,43,Black,Female,Private,<=50K,0
5628,35,White,Female,Local-gov,<=50K,0
5629,31,White,Male,Private,>50K,0
5630,46,Asian-Pac-Islander,Male,Private,<=50K,0
5631,46,White,Female,Private,<=50K,1
5632,56,White,Male,Private,<=50K,1
5633,45,White,Female,?,<=50K,1
5634,21,White,Male,Private,<=50K,1
5635,51,White,Male,Private,>50K,0
5636,47,White,Male,State-gov,<=50K,0
5637,42,White,Male,Private,<=50K,1
5638,19,White,Female,Private,<=50K,0
5639,25,White,Male,Private,<=50K,0
5640,37,White,Male,Private,>50K,0
5641,35,Black,Male,Private,<=50K,0
5642,40,White,Male,Private,<=50K,1
5643,57,White,Male,Self-emp-not-inc,<=50K,1
5644,38,White,Male,Private,>50K,1
5645,48,White,Female,Private,<=50K,1
5646,34,White,Female,Private,<=50K,0
5647,46,White,Male,Federal-gov,<=50K,0
5648,30,White,Male,Private,<=50K,1
5649,45,White,Male,State-gov,<=50K,0
5650,32,White,Male,Self-emp-not-inc,>50K,1
5651,35,White,Male,Private,<=50K,0
5652,62,White,Female,Private,>50K,0
5653,56,White,Male,?,<=50K,1
5654,50,White,Male,Private,<=50K,1
5655,25,White,Male,Private,<=50K,0
5656,41,Black,Male,Private,<=50K,1
5657,35,White,Female,Private,<=50K,1
5658,33,White,Male,Private,>50K,0
5659,38,White,Female,Private,>50K,1
5660,37,White,Male,State-gov,<=50K,0
5661,56,White,Male,Private,>50K,1
5662,19,White,Male,Private,<=50K,1
5663,31,White,Female,Private,<=50K,0
5664,53,Other,Male,Local-gov,>50K,0
5665,33,White,Male,Private,<=50K,1
5666,72,Black,Male,Private,<=50K,1
5667,54,White,Male,Private,>50K,1
5668,30,White,Female,Private,<=50K,1
5669,51,White,Male,Private,>50K,0
5670,30,White,Male,Private,>50K,0
5671,30,White,Male,Private,<=50K,0
5672,32,Black,Male,Private,<=50K,1
5673,30,White,Male,Private,>50K,1
5674,35,White,Male,Private,<=50K,0
5675,40,White,Female,Private,>50K,0
5676,38,White,Female,State-gov,<=50K,1
5677,19,White,Female,Private,<=50K,1
5678,32,White,Male,Private,<=50K,1
5679,49,White,Female,Private,<=50K,0
5680,76,White,Male,?,<=50K,1
5681,60,White,Male,Private,<=50K,0
5682,60,White,Male,Private,<=50K,0
5683,55,White,Male,Private,>50K,1
5684,41,White,Female,Private,<=50K,1
5685,24,White,Male,Private,<=50K,0
5686,53,White,Male,Private,>50K,0
5687,69,White,Female,State-gov,<=50K,1
5688,71,White,Male,?,<=50K,1
5689,41,White,Female,Private,>50K,1
5690,32,White,Female,Private,<=50K,1
5691,45,White,Male,Private,<=50K,1
5692,59,White,Male,Private,<=50K,0
5693,31,White,Female,Private,<=50K,0
5694,40,White,Female,Private,<=50K,1
5695,44,White,Male,Private,>50K,1
5696,63,White,Female,Private,<=50K,0
5697,31,White,Male,Local-gov,>50K,0
5698,51,White,Male,Private,<=50K,1
5699,51,Asian-Pac-Islander,Male,Private,<=50K,1
5700,23,White,Male,Private,<=50K,1
5701,49,White,Male,Private,<=50K,0
5702,56,White,Male,Private,<=50K,0
5703,39,White,Male,Private,>50K,1
5704,39,White,Male,Self-emp-not-inc,>50K,1
5705,30,White,Female,Self-emp-not-inc,<=50K,0
5706,43,White,Male,Self-emp-not-inc,<=50K,0
5707,31,White,Male,Private,<=50K,1
5708,44,White,Male,Local-gov,<=50K,1
5709,43,White,Male,Self-emp-not-inc,>50K,0
5710,37,White,Male,Federal-gov,>50K,1
5711,41,White,Male,Private,>50K,1
5712,43,White,Male,Private,>50K,0
5713,47,White,Male,State-gov,>50K,0
5714,38,White,Male,Self-emp-not-inc,>50K,1
5715,46,White,Male,Private,<=50K,1
5716,19,White,Female,State-gov,<=50K,0
5717,19,White,Male,Private,<=50K,0
5718,24,White,Male,Private,>50K,1
5719,39,White,Male,Self-emp-inc,<=50K,1
5720,37,White,Female,Private,<=50K,1
5721,28,Black,Female,?,<=50K,1
5722,40,White,Male,Private,<=50K,1
5723,27,White,Female,Private,<=50K,0
5724,22,White,Female,Private,<=50K,0
5725,21,White,Male,Private,<=50K,1
5726,32,White,Female,Private,<=50K,1
5727,20,White,Male,Private,<=50K,0
5728,45,White,Male,Private,>50K,0
5729,46,White,Male,Local-gov,>50K,1
5730,46,White,Female,Private,<=50K,1
5731,26,White,Male,Private,<=50K,0
5732,47,White,Male,Self-emp-not-inc,<=50K,1
5733,22,White,Female,Private,<=50K,0
5734,34,White,Male,Self-emp-not-inc,<=50K,1
5735,49,White,Male,Private,<=50K,1
5736,20,White,Male,Private,<=50K,0
5737,28,White,Male,Private,<=50K,0
5738,30,Black,Male,Private,<=50K,1
5739,23,White,Male,Private,<=50K,1
5740,20,White,Male,Private,<=50K,1
5741,31,White,Male,Private,<=50K,1
5742,46,White,Male,Private,<=50K,0
5743,42,White,Female,Private,<=50K,1
5744,60,White,Male,Self-emp-not-inc,<=50K,0
5745,30,White,Male,Private,<=50K,1
5746,27,White,Male,Private,<=50K,1
5747,20,White,Female,Private,<=50K,1
5748,56,White,Male,Self-emp-not-inc,>50K,0
5749,41,White,Male,Private,>50K,1
5750,61,White,Male,Private,<=50K,0
5751,47,Black,Female,Private,>50K,1
5752,60,White,Male,Private,<=50K,1
5753,33,White,Male,Private,<=50K,0
5754,40,White,Female,?,<=50K,1
5755,48,White,Male,Private,>50K,0
5756,56,White,Male,Private,>50K,1
5757,50,White,Male,Private,>50K,1
5758,57,White,Male,Self-emp-not-inc,>50K,1
5759,20,Other,Female,Private,<=50K,0
5760,46,White,Female,Private,<=50K,0
5761,21,White,Female,Private,<=50K,0
5762,37,White,Male,Private,<=50K,1
5763,42,White,Male,Private,<=50K,1
5764,20,White,Female,Private,<=50K,0
5765,54,White,Male,Private,>50K,1
5766,32,White,Female,Local-gov,<=50K,0
5767,62,White,Female,?,<=50K,0
5768,50,White,Male,Private,>50K,1
5769,49,Black,Female,Federal-gov,<=50K,1
5770,48,White,Male,Private,<=50K,1
5771,24,Black,Female,Private,<=50K,0
5772,46,Asian-Pac-Islander,Male,Private,>50K,0
5773,42,White,Female,Private,<=50K,1
5774,52,White,Male,Self-emp-inc,<=50K,1
5775,58,Black,Female,Local-gov,<=50K,0
5776,37,Amer-Indian-Eskimo,Female,Private,<=50K,0
5777,34,White,Male,Private,<=50K,0
5778,26,White,Male,Private,<=50K,1
5779,18,White,Female,Private,<=50K,1
5780,33,Black,Male,Private,<=50K,1
5781,41,White,Female,Private,<=50K,0
5782,21,White,Female,Private,<=50K,0
5783,23,White,Female,Private,<=50K,1
5784,26,White,Female,Federal-gov,<=50K,1
5785,33,White,Female,Private,<=50K,0
5786,24,White,Female,Private,<=50K,0
5787,43,Asian-Pac-Islander,Male,Private,<=50K,0
5788,52,White,Female,State-gov,<=50K,0
5789,27,Black,Female,?,<=50K,1
5790,61,White,Female,Private,<=50K,0
5791,35,White,Male,Private,<=50K,1
5792,35,White,Male,Private,>50K,0
5793,45,White,Male,Self-emp-inc,>50K,0
5794,43,White,Male,Local-gov,>50K,1
5795,51,White,Male,Private,>50K,1
5796,35,White,Male,Private,<=50K,0
5797,47,White,Male,Federal-gov,>50K,0
5798,22,White,Male,Private,<=50K,0
5799,49,White,Male,Self-emp-inc,>50K,0
5800,20,White,Male,Private,<=50K,0
5801,19,White,Female,Private,<=50K,1
5802,27,White,Male,Private,<=50K,1
5803,42,White,Female,Private,<=50K,0
5804,27,White,Male,?,<=50K,0
5805,23,White,Male,Self-emp-not-inc,<=50K,1
5806,20,White,Female,Private,<=50K,1
5807,47,White,Male,Private,<=50K,0
5808,17,Black,Male,Private,<=50K,0
5809,76,White,Male,?,<=50K,1
5810,39,White,Female,Private,<=50K,0
5811,25,White,Male,Private,<=50K,1
5812,31,Black,Female,Private,<=50K,1
5813,44,Black,Male,Private,<=50K,0
5814,53,White,Male,Private,>50K,0
5815,34,White,Male,Private,<=50K,1
5816,45,White,Male,Self-emp-not-inc,<=50K,1
5817,34,White,Male,Private,<=50K,0
5818,35,White,Male,Private,>50K,0
5819,36,White,Male,Private,<=50K,1
5820,45,White,Female,Private,<=50K,0
5821,37,White,Male,Self-emp-not-inc,<=50K,0
5822,53,White,Male,Private,>50K,0
5823,35,White,Female,Private,>50K,1
5824,38,White,Male,Self-emp-not-inc,<=50K,0
5825,65,White,Male,Self-emp-inc,<=50K,0
5826,49,White,Male,Self-emp-not-inc,<=50K,1
5827,24,White,Male,Private,<=50K,1
5828,54,White,Male,Private,<=50K,0
5829,17,White,Female,Private,<=50K,0
5830,19,White,Male,Private,<=50K,0
5831,60,White,Female,Private,<=50K,0
5832,46,White,Male,Private,>50K,0
5833,78,White,Female,?,<=50K,0
5834,26,Black,Female,Private,<=50K,1
5835,58,White,Male,Private,<=50K,0
5836,37,White,Male,Self-emp-not-inc,<=50K,0
5837,41,White,Male,Private,>50K,1
5838,30,White,Male,Private,<=50K,1
5839,19,White,Female,Private,<=50K,0
5840,48,White,Male,Private,>50K,1
5841,22,White,Female,Private,<=50K,0
5842,50,White,Male,Private,<=50K,1
5843,25,White,Female,Private,<=50K,0
5844,18,White,Male,Private,<=50K,0
5845,21,White,Male,Private,<=50K,1
5846,47,White,Male,Private,<=50K,0
5847,33,Amer-Indian-Eskimo,Female,Private,<=50K,0
5848,39,White,Male,Private,<=50K,1
5849,67,White,Male,Self-emp-not-inc,>50K,1
5850,19,White,Male,Private,<=50K,0
5851,18,White,Male,Private,<=50K,0
5852,36,Black,Male,Private,<=50K,1
5853,23,White,Male,Private,<=50K,0
5854,25,White,Female,?,<=50K,1
5855,40,White,Male,Private,<=50K,1
5856,73,White,Male,Self-emp-not-inc,<=50K,0
5857,35,White,Male,Private,<=50K,1
5858,31,White,Male,Private,>50K,1
5859,20,White,Male,Private,<=50K,1
5860,20,White,Female,Private,<=50K,1
5861,27,White,Male,Private,<=50K,0
5862,66,White,Male,Self-emp-inc,<=50K,0
5863,66,White,Male,Private,<=50K,1
5864,64,White,Female,Private,<=50K,0
5865,48,White,Male,Private,<=50K,1
5866,24,White,Female,Private,<=50K,1
5867,51,White,Male,Self-emp-not-inc,<=50K,0
5868,25,White,Male,Private,>50K,1
5869,33,White,Female,Private,<=50K,1
5870,50,White,Male,Private,<=50K,1
5871,51,Black,Male,Private,<=50K,1
5872,34,White,Male,State-gov,>50K,0
5873,41,Black,Female,Local-gov,<=50K,0
5874,30,White,Male,Self-emp-not-inc,<=50K,1
5875,59,White,Male,Private,<=50K,0
5876,41,White,Male,Self-emp-not-inc,>50K,1
5877,36,White,Male,Self-emp-not-inc,>50K,1
5878,37,White,Male,Private,<=50K,0
5879,28,Amer-Indian-Eskimo,Male,Private,<=50K,0
5880,19,White,Male,Private,<=50K,0
5881,28,White,Male,Private,<=50K,1
5882,62,Black,Male,Private,<=50K,1
5883,36,White,Male,Private,>50K,0
5884,58,White,Male,Self-emp-not-inc,<=50K,0
5885,42,White,Male,Self-emp-inc,<=50K,1
5886,43,White,Male,Self-emp-inc,<=50K,0
5887,29,White,Male,Private,<=50K,1
5888,32,White,Male,State-gov,<=50K,1
5889,64,White,Male,Local-gov,<=50K,0
5890,39,White,Female,Private,>50K,0
5891,26,Black,Female,Private,<=50K,0
5892,19,White,Male,Private,<=50K,1
5893,21,White,Female,Private,<=50K,1
5894,32,White,Female,Private,<=50K,0
5895,30,White,Male,Local-gov,<=50K,0
5896,26,White,Female,Private,<=50K,1
5897,20,Asian-Pac-Islander,Female,Private,<=50K,1
5898,19,White,Male,Private,<=50K,1
5899,33,White,Male,Federal-gov,>50K,0
5900,23,White,Male,Private,<=50K,0
5901,29,White,Male,Private,<=50K,0
5902,42,White,Female,Private,<=50K,1
5903,30,White,Male,Self-emp-not-inc,<=50K,1
5904,63,Asian-Pac-Islander,Female,Private,<=50K,0
5905,34,White,Male,Private,<=50K,0
5906,60,White,Male,Self-emp-not-inc,<=50K,1
5907,48,White,Male,Private,<=50K,1
5908,25,White,Male,Private,<=50K,0
5909,27,Black,Female,Private,<=50K,0
5910,55,White,Male,Self-emp-not-inc,>50K,1
5911,32,Black,Female,Private,<=50K,0
5912,22,White,Male,Private,<=50K,0
5913,25,White,Male,Private,<=50K,1
5914,18,White,Female,Private,<=50K,1
5915,24,White,Female,Local-gov,<=50K,0
5916,29,White,Female,Private,<=50K,0
5917,73,White,Male,?,<=50K,1
5918,39,White,Male,Private,>50K,1
5919,33,White,Male,Self-emp-inc,<=50K,0
5920,57,White,Female,Private,>50K,1
5921,22,White,Female,Private,<=50K,1
5922,33,White,Female,?,<=50K,0
5923,33,White,Male,Private,<=50K,0
5924,42,White,Male,Private,<=50K,1
5925,43,White,Male,Private,<=50K,1
5926,57,White,Male,Self-emp-not-inc,>50K,0
5927,42,White,Male,Private,<=50K,0
5928,22,White,Male,Private,<=50K,1
5929,21,White,Female,?,<=50K,1
