id,age,race,sex,workclass,income,max_age,min_age,Cluster
3225,57,White,Female,Self-emp-not-inc,>50K,57,57,Cluster 371
640,52,White,Male,Self-emp-not-inc,>50K,52,52,Cluster 431
2258,20,White,Female,Private,<=50K,20,20,Cluster 467
4490,28,White,Male,Private,<=50K,28,28,Cluster 485
675,50,White,Male,Self-emp-inc,>50K,50,50,Cluster 562
1412,43,Asian-Pac-Islander,Male,Self-emp-inc,<=50K,43,43,Cluster 652
3510,18,White,Female,Private,<=50K,18,18,Cluster 699
710,18,White,Male,Private,<=50K,18,18,Cluster 700
2782,61,White,Male,Private,>50K,61,61,Cluster 713
4363,20,White,Female,Private,<=50K,20,20,Cluster 860
1070,36,White,Female,Private,<=50K,36,36,Cluster 877
4995,39,White,Male,Private,<=50K,39,39,Cluster 998
894,37,White,Male,Private,>50K,37,37,Cluster 1022
3637,45,Asian-Pac-Islander,Male,Private,<=50K,45,45,Cluster 1195
890,29,White,Female,Private,<=50K,29,29,Cluster 1250
3987,30,White,Female,Private,<=50K,30,30,Cluster 1292
3301,31,White,Female,Private,<=50K,31,31,Cluster 1342
3147,32,White,Female,?,<=50K,32,32,Cluster 1374
2990,44,Asian-Pac-Islander,Male,Private,<=50K,44,44,Cluster 1467
2406,34,White,Male,Private,<=50K,34,34,Cluster 1469
1134,37,White,Female,Private,<=50K,37,37,Cluster 1506
3640,39,White,Male,Private,>50K,39,39,Cluster 1565
3635,41,White,Male,Private,<=50K,41,41,Cluster 1600
4941,38,White,Male,Private,>50K,38,38,Cluster 1652
473,35,White,Male,Private,<=50K,36,35,Cluster 1663
3594,61,White,Female,Self-emp-not-inc,<=50K,61,61,Cluster 56
134,37,White,Male,Private,<=50K,37,37,Cluster 140
217,50,White,Female,Private,<=50K,50,50,Cluster 183
1175,47,White,Male,Private,<=50K,47,47,Cluster 238
514,34,White,Male,Private,>50K,34,34,Cluster 340
4332,68,White,Male,Self-emp-not-inc,<=50K,68,68,Cluster 368
4190,67,White,Male,Self-emp-not-inc,<=50K,67,66,Cluster 445
37,21,White,Male,Private,<=50K,21,21,Cluster 472
704,31,White,Male,Self-emp-not-inc,<=50K,31,31,Cluster 503
2080,47,White,Male,Private,<=50K,47,47,Cluster 574
3074,27,Black,Male,Private,<=50K,27,27,Cluster 639
3527,29,Black,Male,Private,<=50K,29,29,Cluster 739
104,20,White,Female,Private,<=50K,20,20,Cluster 864
2477,21,White,Male,?,<=50K,21,21,Cluster 913
996,56,White,Male,Private,>50K,56,56,Cluster 927
2195,32,White,Male,Private,<=50K,32,32,Cluster 932
4120,25,White,Male,Private,<=50K,25,25,Cluster 1124
4815,30,White,Female,Private,<=50K,30,30,Cluster 1316
4774,44,White,Male,Self-emp-not-inc,<=50K,44,44,Cluster 1340
1690,44,White,Male,Private,>50K,44,44,Cluster 1345
3584,43,White,Male,Local-gov,>50K,43,43,Cluster 1357
269,33,White,Female,Private,<=50K,33,33,Cluster 1440
2075,36,White,Male,Local-gov,>50K,36,36,Cluster 1642
4550,53,White,Male,Private,>50K,53,53,Cluster 39
553,72,White,Female,Private,<=50K,72,72,Cluster 54
2838,69,White,Female,Self-emp-not-inc,<=50K,69,69,Cluster 75
2772,41,White,Female,Private,<=50K,41,41,Cluster 132
1884,27,Black,Male,Federal-gov,<=50K,27,27,Cluster 195
4825,47,Black,Male,Private,<=50K,47,47,Cluster 238
201,26,White,Female,Private,<=50K,26,26,Cluster 240
2751,47,White,Male,Private,<=50K,47,47,Cluster 253
563,47,White,Male,Private,>50K,47,47,Cluster 254
844,62,White,Female,Local-gov,<=50K,62,62,Cluster 444
2527,41,Asian-Pac-Islander,Female,Local-gov,<=50K,41,41,Cluster 464
1074,48,White,Female,State-gov,>50K,48,48,Cluster 513
520,34,White,Male,Private,>50K,34,34,Cluster 531
1383,25,White,Male,Local-gov,<=50K,25,25,Cluster 573
1756,25,White,Female,Private,<=50K,25,25,Cluster 597
1326,17,White,Male,?,<=50K,17,17,Cluster 627
3438,63,White,Male,Self-emp-not-inc,<=50K,63,62,Cluster 642
3334,41,White,Male,Private,>50K,41,41,Cluster 834
4196,21,White,Male,Private,<=50K,21,21,Cluster 902
4115,33,White,Female,Local-gov,<=50K,33,33,Cluster 921
403,50,White,Male,State-gov,>50K,50,50,Cluster 1030
1181,50,White,Male,?,>50K,50,50,Cluster 1158
4159,46,White,Female,Private,<=50K,46,46,Cluster 1164
1495,27,Amer-Indian-Eskimo,Male,Private,<=50K,27,27,Cluster 1177
4123,44,White,Male,Private,<=50K,44,44,Cluster 1209
3714,41,White,Male,Private,<=50K,41,41,Cluster 1600
1279,47,White,Male,Private,<=50K,47,47,Cluster 24
1007,66,Black,Male,Private,<=50K,66,66,Cluster 87
1999,37,White,Male,Private,>50K,37,37,Cluster 152
2246,51,White,Male,Private,>50K,51,51,Cluster 168
3208,23,Other,Male,?,<=50K,23,23,Cluster 169
3547,23,Black,Female,Private,<=50K,23,23,Cluster 181
683,34,White,Male,Self-emp-not-inc,>50K,34,34,Cluster 331
1911,38,White,Male,Private,<=50K,38,38,Cluster 406
1174,20,White,Male,Private,<=50K,20,20,Cluster 419
1559,25,White,Male,Private,<=50K,25,25,Cluster 452
3200,62,Asian-Pac-Islander,Male,Private,>50K,62,62,Cluster 589
795,60,White,Male,Private,>50K,60,60,Cluster 632
4429,58,White,Male,Private,<=50K,58,58,Cluster 675
2748,46,White,Male,Private,<=50K,46,46,Cluster 684
1347,61,White,Male,Self-emp-inc,>50K,61,61,Cluster 726
4206,25,White,Female,Private,<=50K,25,25,Cluster 1094
45,25,White,Male,Private,<=50K,25,25,Cluster 1101
3472,31,White,Male,Private,<=50K,31,31,Cluster 1332
2475,29,White,Male,Self-emp-not-inc,<=50K,29,29,Cluster 1339
2977,34,White,Male,Private,<=50K,34,34,Cluster 1455
4887,34,White,Female,Private,<=50K,34,34,Cluster 1468
2779,35,White,Female,Private,<=50K,35,35,Cluster 1473
4313,35,White,Male,Private,>50K,35,35,Cluster 1484
3778,80,White,Male,Private,<=50K,80,80,Cluster 14
2830,36,White,Male,Private,>50K,36,36,Cluster 18
3041,50,Black,Female,Local-gov,>50K,50,50,Cluster 62
537,57,Black,Female,Private,<=50K,57,57,Cluster 84
2763,51,White,Male,Private,>50K,51,51,Cluster 194
1767,24,Black,Male,Private,<=50K,24,24,Cluster 200
1666,39,White,Female,?,<=50K,39,39,Cluster 302
1319,41,White,Male,State-gov,>50K,41,41,Cluster 391
4017,28,White,Male,Private,<=50K,28,28,Cluster 394
242,41,White,Female,Self-emp-not-inc,<=50K,41,41,Cluster 557
4524,57,Asian-Pac-Islander,Male,Local-gov,<=50K,57,57,Cluster 588
4843,60,White,Female,Private,<=50K,60,60,Cluster 635
4624,17,White,Female,Private,<=50K,17,17,Cluster 649
329,58,White,Male,Self-emp-not-inc,<=50K,58,58,Cluster 662
2056,30,White,Male,Local-gov,<=50K,30,30,Cluster 771
4814,59,White,Male,Private,<=50K,59,59,Cluster 787
1243,36,White,Female,State-gov,<=50K,36,36,Cluster 877
4080,39,White,Male,Private,<=50K,39,39,Cluster 1000
2587,26,White,Female,?,<=50K,26,26,Cluster 1125
4215,41,White,Male,Self-emp-not-inc,<=50K,41,41,Cluster 1290
4472,46,White,Male,Private,>50K,46,46,Cluster 1573
659,44,White,Male,Private,<=50K,44,44,Cluster 1589
2371,36,White,Male,State-gov,<=50K,36,36,Cluster 1599
1245,38,White,Male,Local-gov,<=50K,38,38,Cluster 1635
117,56,White,Male,Self-emp-inc,<=50K,56,56,Cluster 6
2616,74,Black,Female,Private,<=50K,74,74,Cluster 29
2886,65,White,Female,?,<=50K,65,65,Cluster 42
3142,27,White,Male,Private,<=50K,27,27,Cluster 43
3066,72,White,Male,?,<=50K,72,72,Cluster 54
1844,24,White,Male,Private,<=50K,24,24,Cluster 191
3942,28,White,Male,Private,<=50K,28,28,Cluster 239
3671,31,White,Male,?,<=50K,31,31,Cluster 281
3881,54,White,Male,Federal-gov,>50K,54,54,Cluster 347
4756,70,White,Male,?,<=50K,72,70,Cluster 448
3704,21,White,Male,?,<=50K,21,21,Cluster 477
621,23,White,Female,Private,<=50K,23,23,Cluster 545
4578,52,White,Male,State-gov,<=50K,52,52,Cluster 572
4411,60,White,Male,Private,<=50K,60,60,Cluster 625
4960,60,White,Male,Private,<=50K,60,60,Cluster 635
1659,18,White,Male,Private,<=50K,18,18,Cluster 695
109,31,White,Female,Local-gov,<=50K,31,31,Cluster 800
3503,40,White,Male,Private,>50K,40,40,Cluster 854
4300,20,White,Female,?,<=50K,20,20,Cluster 855
773,31,White,Male,Private,<=50K,31,31,Cluster 895
2355,22,White,Female,?,<=50K,22,22,Cluster 954
2063,22,White,Female,Private,<=50K,22,22,Cluster 961
3838,49,White,Male,Private,<=50K,49,49,Cluster 1018
4933,32,White,Male,Private,>50K,32,32,Cluster 1080
3190,43,White,Male,Self-emp-inc,<=50K,43,43,Cluster 1244
1226,29,White,Female,Private,<=50K,29,29,Cluster 1274
3327,32,White,Female,Private,<=50K,32,32,Cluster 1382
4790,41,White,Male,Federal-gov,<=50K,41,41,Cluster 1505
4021,37,White,Female,Private,<=50K,37,37,Cluster 1519
1304,36,White,Male,Self-emp-not-inc,<=50K,36,36,Cluster 1630
907,37,White,Male,Private,<=50K,37,37,Cluster 1636
3298,76,White,Male,?,>50K,76,76,Cluster 27
1297,21,White,Male,Private,<=50K,21,21,Cluster 101
4274,72,White,Female,Private,<=50K,72,72,Cluster 131
554,35,Black,Female,Private,<=50K,35,35,Cluster 358
4755,50,White,Female,Self-emp-inc,<=50K,50,50,Cluster 446
203,51,White,Male,Private,>50K,51,51,Cluster 462
933,51,White,Male,Local-gov,<=50K,51,51,Cluster 490
695,23,White,Female,State-gov,<=50K,23,23,Cluster 536
799,46,White,Male,Private,>50K,46,46,Cluster 654
3806,19,White,Female,?,<=50K,19,19,Cluster 748
4230,41,White,Female,Local-gov,<=50K,41,41,Cluster 807
2894,21,White,Female,Private,<=50K,21,21,Cluster 908
3437,38,White,Male,Private,<=50K,38,38,Cluster 966
3387,38,White,Male,Private,<=50K,38,38,Cluster 1034
3972,36,White,Male,Private,<=50K,36,36,Cluster 1059
3321,46,White,Female,Private,<=50K,46,46,Cluster 1109
2113,45,White,Female,Private,>50K,45,45,Cluster 1178
4586,27,White,Male,Private,<=50K,27,27,Cluster 1206
3743,30,White,Male,Private,<=50K,30,30,Cluster 1300
4162,31,White,Male,Self-emp-not-inc,<=50K,31,31,Cluster 1336
3518,47,White,Male,Private,>50K,47,47,Cluster 1364
4530,43,White,Male,Private,<=50K,43,43,Cluster 1443
4135,38,White,Female,Private,<=50K,38,38,Cluster 1465
2182,34,White,Male,Private,>50K,34,34,Cluster 1468
935,37,White,Male,Private,>50K,37,37,Cluster 1503
2584,41,White,Male,Private,>50K,41,41,Cluster 1511
2057,37,White,Male,State-gov,>50K,37,37,Cluster 1521
3569,38,White,Male,Private,>50K,38,38,Cluster 1591
736,35,White,Male,Private,<=50K,35,35,Cluster 1651
2353,37,White,Male,Private,>50K,37,37,Cluster 1656
234,33,Other,Female,Private,<=50K,33,33,Cluster 130
2350,25,Black,Male,Federal-gov,<=50K,25,25,Cluster 139
327,23,Black,Female,?,<=50K,23,23,Cluster 169
2651,23,Black,Female,Private,<=50K,23,23,Cluster 179
3388,51,White,Male,?,>50K,51,51,Cluster 190
1510,42,Black,Male,State-gov,<=50K,42,42,Cluster 202
1518,59,White,Female,Private,<=50K,59,59,Cluster 307
3178,20,White,Male,Private,<=50K,20,20,Cluster 380
1209,22,White,Male,?,<=50K,22,22,Cluster 514
1372,61,White,Male,?,<=50K,61,61,Cluster 726
1384,19,White,Male,Private,<=50K,19,19,Cluster 742
4816,31,White,Female,Local-gov,<=50K,31,31,Cluster 798
4388,52,White,Female,Private,<=50K,52,52,Cluster 843
1972,31,Black,Male,?,<=50K,31,31,Cluster 915
2737,37,White,Male,Local-gov,>50K,37,37,Cluster 933
74,23,White,Male,Private,<=50K,23,23,Cluster 980
2622,25,White,Male,Private,<=50K,25,25,Cluster 1106
655,27,White,Female,Private,<=50K,27,27,Cluster 1197
2979,29,White,Male,Private,<=50K,29,29,Cluster 1270
1477,38,White,Female,Private,<=50K,38,38,Cluster 1437
1444,38,White,Male,Private,<=50K,38,38,Cluster 1453
2058,34,White,Male,Private,<=50K,34,34,Cluster 1469
1989,34,White,Male,Private,<=50K,34,34,Cluster 1548
4954,49,White,Male,Private,>50K,49,47,Cluster 1558
2330,32,White,Male,Private,<=50K,32,32,Cluster 1616
3278,35,White,Male,Private,<=50K,35,34,Cluster 1641
3849,28,White,Male,Private,>50K,28,28,Cluster 251
3958,52,White,Female,Self-emp-not-inc,<=50K,52,52,Cluster 432
1214,54,White,Male,Private,>50K,54,54,Cluster 539
746,42,White,Female,Local-gov,>50K,42,42,Cluster 615
4366,32,White,Male,Private,>50K,32,32,Cluster 664
3587,28,White,Female,Private,<=50K,28,28,Cluster 674
3499,20,White,Male,Private,<=50K,20,20,Cluster 825
1963,50,White,Male,Private,>50K,50,50,Cluster 938
4595,23,White,Male,Private,<=50K,23,23,Cluster 1010
4826,47,White,Male,Private,>50K,47,47,Cluster 1060
3260,45,White,Female,Private,<=50K,45,45,Cluster 1196
2698,48,White,Male,Private,<=50K,48,48,Cluster 1228
3352,30,White,Female,?,<=50K,30,30,Cluster 1331
1921,32,White,Female,Private,<=50K,32,32,Cluster 1374
2498,32,White,Male,Private,>50K,32,32,Cluster 1386
4547,40,White,Male,Self-emp-not-inc,>50K,40,40,Cluster 1391
370,39,White,Female,Private,<=50K,39,39,Cluster 1422
1946,37,White,Male,Private,>50K,37,37,Cluster 1656
4570,36,White,Female,Private,<=50K,36,36,Cluster 18
2968,75,White,Female,Private,<=50K,75,75,Cluster 45
1563,75,White,Female,?,>50K,75,75,Cluster 58
4878,47,Black,Female,Federal-gov,<=50K,47,47,Cluster 76
1624,44,White,Male,Private,<=50K,44,44,Cluster 108
4394,19,White,Male,?,<=50K,19,19,Cluster 113
3712,42,White,Male,Self-emp-not-inc,<=50K,42,42,Cluster 202
600,49,White,Female,Private,<=50K,49,49,Cluster 213
1015,38,White,Male,Private,<=50K,38,38,Cluster 270
4772,34,White,Male,Local-gov,<=50K,34,34,Cluster 352
4374,35,White,Male,Private,<=50K,35,35,Cluster 353
3361,57,White,Female,Self-emp-inc,>50K,57,57,Cluster 377
677,17,White,Male,Private,<=50K,17,17,Cluster 379
20,43,White,Female,Self-emp-not-inc,>50K,43,43,Cluster 535
1587,51,White,Male,Private,<=50K,51,51,Cluster 905
2386,56,White,Male,Self-emp-inc,>50K,56,56,Cluster 926
464,50,White,Male,Private,<=50K,50,50,Cluster 938
3944,49,White,Female,Private,<=50K,49,49,Cluster 997
777,36,White,Female,Private,<=50K,36,36,Cluster 1059
1102,45,White,Male,Self-emp-inc,>50K,45,45,Cluster 1312
1202,30,White,Male,Local-gov,>50K,30,30,Cluster 1313
303,31,White,Male,Private,>50K,31,31,Cluster 1332
2933,32,White,Female,?,<=50K,32,32,Cluster 1386
4582,57,White,Male,Private,<=50K,59,57,Cluster 1459
3151,38,White,Male,Private,<=50K,38,38,Cluster 1546
2167,47,White,Male,Private,<=50K,47,47,Cluster 1570
994,47,White,Male,Private,>50K,47,47,Cluster 1571
3783,66,White,Male,Self-emp-not-inc,<=50K,66,66,Cluster 15
836,55,White,Male,Private,<=50K,55,55,Cluster 41
1494,53,White,Male,State-gov,>50K,53,53,Cluster 61
3898,19,Black,Male,?,<=50K,19,19,Cluster 308
1508,42,White,Male,Private,<=50K,42,42,Cluster 330
2692,64,White,Male,Self-emp-not-inc,<=50K,64,64,Cluster 426
3065,41,Asian-Pac-Islander,Male,Private,>50K,41,41,Cluster 557
948,36,White,Female,Self-emp-inc,>50K,36,36,Cluster 560
3480,46,White,Female,State-gov,<=50K,46,46,Cluster 688
688,45,White,Female,Local-gov,<=50K,45,45,Cluster 737
3370,61,White,Male,Private,<=50K,62,61,Cluster 791
68,53,White,Female,Private,>50K,53,53,Cluster 812
4689,20,White,Female,?,<=50K,20,20,Cluster 827
4471,41,Black,Male,Private,>50K,41,41,Cluster 910
458,38,Black,Male,Private,<=50K,38,38,Cluster 966
3486,55,White,Male,Private,>50K,55,55,Cluster 987
1528,48,White,Male,Private,<=50K,48,48,Cluster 1033
3567,24,White,Male,Private,<=50K,24,24,Cluster 1065
705,46,White,Female,Private,>50K,46,46,Cluster 1113
1194,28,White,Male,Private,<=50K,28,28,Cluster 1152
382,46,White,Female,Private,<=50K,46,46,Cluster 1155
2858,28,White,Female,?,<=50K,28,28,Cluster 1170
319,29,White,Female,Private,<=50K,29,29,Cluster 1254
551,46,White,Male,Self-emp-not-inc,<=50K,46,46,Cluster 1287
1407,30,White,Male,Private,<=50K,30,30,Cluster 1316
34,30,White,Male,Federal-gov,<=50K,30,30,Cluster 1329
2083,40,White,Female,Private,<=50K,40,40,Cluster 1361
1708,32,White,Female,?,<=50K,32,32,Cluster 1405
1874,32,White,Male,State-gov,<=50K,32,32,Cluster 1444
2864,35,White,Male,Private,<=50K,35,35,Cluster 1613
4852,75,White,Male,Private,<=50K,75,75,Cluster 58
877,23,Black,Female,Private,<=50K,23,23,Cluster 153
4058,31,Black,Female,Private,<=50K,31,31,Cluster 282
1625,31,Other,Female,Private,<=50K,31,31,Cluster 313
610,17,White,Female,Private,<=50K,17,17,Cluster 383
3641,63,White,Male,Self-emp-not-inc,<=50K,63,63,Cluster 606
14,32,Black,Male,Private,<=50K,32,32,Cluster 942
3139,37,White,Female,Federal-gov,<=50K,37,37,Cluster 1019
3690,70,White,Male,Private,<=50K,70,68,Cluster 1218
3324,43,White,Male,Private,<=50K,43,43,Cluster 1235
4418,40,White,Male,Self-emp-inc,>50K,40,40,Cluster 1350
1464,39,White,Male,Private,>50K,39,39,Cluster 1436
2207,45,White,Male,Private,>50K,45,45,Cluster 1551
1394,19,Black,Female,Federal-gov,<=50K,19,19,Cluster 2
462,54,Black,Male,Local-gov,<=50K,54,54,Cluster 128
2039,49,White,Male,State-gov,<=50K,49,49,Cluster 205
2314,31,Amer-Indian-Eskimo,Female,Local-gov,<=50K,31,31,Cluster 365
3568,57,White,Male,Private,<=50K,57,57,Cluster 371
1674,20,White,Male,Private,<=50K,20,20,Cluster 376
973,67,White,Male,Private,>50K,67,67,Cluster 433
2967,27,White,Male,Private,<=50K,27,27,Cluster 465
4004,23,White,Male,?,<=50K,23,23,Cluster 547
1443,36,White,Male,Private,>50K,36,36,Cluster 560
2704,18,White,Male,Private,<=50K,18,18,Cluster 687
1824,19,White,Male,?,<=50K,19,19,Cluster 734
396,44,White,Male,Private,<=50K,44,44,Cluster 767
4857,32,White,Female,Private,<=50K,32,32,Cluster 801
4780,23,Asian-Pac-Islander,Male,Private,<=50K,23,23,Cluster 974
1992,26,White,Male,Private,<=50K,26,26,Cluster 1131
3262,26,White,Male,Private,<=50K,26,26,Cluster 1133
750,46,White,Male,State-gov,<=50K,46,46,Cluster 1175
1728,29,White,Male,Private,<=50K,29,29,Cluster 1275
871,44,White,Male,Private,>50K,44,44,Cluster 1358
4749,51,White,Male,Private,<=50K,51,51,Cluster 1390
2859,17,White,Male,?,<=50K,17,17,Cluster 1524
3628,36,Asian-Pac-Islander,Male,Private,<=50K,36,36,Cluster 1529
689,41,White,Male,Private,<=50K,41,41,Cluster 1554
3424,43,White,Male,Private,<=50K,43,43,Cluster 1607
4537,30,Black,Female,Local-gov,<=50K,30,30,Cluster 67
732,55,Asian-Pac-Islander,Female,Private,<=50K,55,55,Cluster 111
4387,53,Black,Male,Federal-gov,<=50K,53,53,Cluster 135
4688,45,Black,Female,Private,<=50K,45,45,Cluster 274
3634,76,White,Female,Private,<=50K,76,76,Cluster 351
4373,20,White,Female,Private,<=50K,20,20,Cluster 380
1733,26,Black,Male,Private,<=50K,26,26,Cluster 605
3884,63,White,Male,Self-emp-not-inc,<=50K,63,63,Cluster 606
1779,17,White,Male,?,<=50K,17,17,Cluster 619
390,19,White,Female,Private,<=50K,19,19,Cluster 738
4233,54,White,Male,Private,>50K,54,54,Cluster 785
916,39,White,Male,Private,>50K,39,39,Cluster 925
3354,49,White,Male,Private,>50K,49,49,Cluster 1011
3920,25,White,Male,Private,<=50K,25,25,Cluster 1097
1446,50,White,Male,Private,<=50K,50,50,Cluster 1480
4682,35,White,Male,Self-emp-not-inc,<=50K,35,35,Cluster 1495
2749,32,White,Male,Private,<=50K,32,32,Cluster 1520
3064,36,White,Male,Private,<=50K,36,36,Cluster 1526
4853,43,White,Male,Local-gov,<=50K,43,43,Cluster 1536
2070,34,White,Male,Private,<=50K,34,34,Cluster 1557
4189,35,White,Male,Private,<=50K,35,35,Cluster 1651
1466,70,Black,Male,Federal-gov,<=50K,70,70,Cluster 11
3901,53,White,Male,Private,>50K,53,53,Cluster 39
2042,61,Black,Female,Private,<=50K,61,61,Cluster 56
2962,68,Black,Male,?,<=50K,68,68,Cluster 64
4156,66,Black,Male,?,<=50K,66,66,Cluster 126
3895,54,White,Male,Federal-gov,>50K,54,54,Cluster 128
501,23,White,Male,Local-gov,<=50K,23,23,Cluster 173
3953,30,White,Male,Private,>50K,30,30,Cluster 291
2871,43,White,Male,Self-emp-not-inc,<=50K,43,43,Cluster 320
2971,36,White,Male,Self-emp-not-inc,<=50K,36,36,Cluster 370
2530,49,White,Male,Federal-gov,>50K,49,49,Cluster 466
1558,41,White,Male,Self-emp-not-inc,<=50K,41,41,Cluster 559
4279,59,White,Male,Private,<=50K,59,59,Cluster 651
3033,47,White,Male,Private,>50K,47,47,Cluster 659
4238,29,Black,Male,Private,<=50K,29,29,Cluster 740
1786,42,White,Female,Local-gov,>50K,42,42,Cluster 802
2122,20,White,Female,Private,<=50K,20,20,Cluster 825
3485,42,Black,Male,Private,<=50K,42,42,Cluster 839
4090,23,White,Male,Private,<=50K,23,23,Cluster 991
3096,48,White,Male,Self-emp-inc,>50K,48,48,Cluster 1050
4592,25,White,Male,Private,<=50K,25,25,Cluster 1082
3645,25,White,Male,Private,<=50K,25,25,Cluster 1101
279,25,White,Female,Private,<=50K,25,25,Cluster 1124
4649,26,White,Female,Private,<=50K,26,26,Cluster 1127
3795,26,White,Male,Federal-gov,<=50K,26,26,Cluster 1156
3357,29,White,Female,Private,<=50K,29,29,Cluster 1256
2257,42,White,Male,Self-emp-not-inc,<=50K,42,42,Cluster 1271
4437,39,White,Male,Private,<=50K,39,39,Cluster 1433
3961,43,White,Male,Private,<=50K,43,43,Cluster 1442
3732,37,White,Male,Federal-gov,<=50K,37,37,Cluster 1497
508,43,White,Male,Private,<=50K,43,43,Cluster 1607
4352,33,White,Male,Private,>50K,34,33,Cluster 1625
3119,19,White,Male,Private,<=50K,19,19,Cluster 46
2592,33,White,Male,Private,<=50K,33,33,Cluster 130
4679,40,Black,Female,State-gov,<=50K,40,40,Cluster 134
3110,18,White,Female,Private,<=50K,18,18,Cluster 207
1433,32,White,Male,Private,>50K,32,32,Cluster 436
3983,50,White,Female,Private,<=50K,50,50,Cluster 451
4223,41,White,Male,Private,>50K,41,41,Cluster 464
4754,47,Black,Male,Private,>50K,47,47,Cluster 574
4099,19,White,Male,Private,<=50K,19,19,Cluster 746
3117,52,White,Male,Self-emp-inc,<=50K,52,52,Cluster 848
2307,42,White,Male,Private,<=50K,42,42,Cluster 866
3476,34,White,Male,Private,>50K,34,34,Cluster 989
428,23,White,Male,Private,<=50K,23,23,Cluster 1032
2543,25,White,Male,Private,<=50K,25,25,Cluster 1122
4891,51,White,Male,Self-emp-not-inc,<=50K,51,51,Cluster 1153
4886,45,White,Male,Self-emp-inc,>50K,45,45,Cluster 1205
534,41,White,Female,Private,>50K,41,41,Cluster 1301
2482,44,White,Male,Self-emp-inc,>50K,44,44,Cluster 1321
1066,38,White,Male,Private,<=50K,38,38,Cluster 1456
1686,37,White,Male,Private,>50K,37,37,Cluster 1482
2474,39,White,Male,Self-emp-inc,>50K,39,39,Cluster 1566
4521,35,White,Male,Private,<=50K,35,35,Cluster 1653
1241,35,White,Male,Private,>50K,35,35,Cluster 1664
158,71,Black,Male,Self-emp-not-inc,<=50K,71,71,Cluster 4
345,22,Black,Female,State-gov,<=50K,22,22,Cluster 10
1838,70,White,Male,Private,<=50K,70,70,Cluster 11
75,79,White,Male,Private,<=50K,79,79,Cluster 13
1876,63,Black,Male,Private,>50K,63,63,Cluster 167
2123,23,Black,Male,Private,<=50K,23,23,Cluster 173
2303,26,White,Male,Private,<=50K,26,26,Cluster 233
4461,29,White,Female,?,<=50K,29,29,Cluster 246
1632,67,White,Female,Local-gov,<=50K,67,67,Cluster 311
2301,43,White,Male,Self-emp-not-inc,<=50K,43,43,Cluster 342
4587,21,White,Female,Private,<=50K,21,21,Cluster 350
1312,28,White,Female,Private,<=50K,28,28,Cluster 450
4643,21,White,Male,Private,<=50K,21,21,Cluster 473
1190,27,White,Male,Local-gov,<=50K,27,27,Cluster 609
2459,29,White,Female,Local-gov,<=50K,29,29,Cluster 670
184,40,White,Male,Private,>50K,40,40,Cluster 881
1722,51,White,Male,Local-gov,<=50K,51,51,Cluster 905
2082,34,White,Male,Private,>50K,34,34,Cluster 945
2444,23,White,Male,Private,<=50K,23,23,Cluster 986
3688,24,White,Male,Private,<=50K,24,24,Cluster 1067
1359,36,White,Male,Private,<=50K,36,36,Cluster 1071
4630,45,White,Female,Private,>50K,45,45,Cluster 1195
2356,28,White,Male,Private,<=50K,28,28,Cluster 1200
2364,28,White,Male,Private,<=50K,28,28,Cluster 1241
633,43,White,Male,Private,>50K,43,43,Cluster 1263
2299,41,White,Male,Self-emp-not-inc,<=50K,41,41,Cluster 1324
1877,44,White,Male,Private,>50K,44,44,Cluster 1345
2633,40,White,Female,?,<=50K,40,40,Cluster 1356
2627,52,White,Male,Federal-gov,>50K,52,52,Cluster 1376
2431,60,White,Male,Private,>50K,60,59,Cluster 1421
3305,37,White,Female,Private,<=50K,37,37,Cluster 1521
95,34,White,Male,Local-gov,>50K,34,34,Cluster 1561
4452,19,White,Female,Private,<=50K,19,19,Cluster 74
1560,21,Black,Female,Private,<=50K,21,21,Cluster 96
2591,50,Asian-Pac-Islander,Female,Private,<=50K,50,50,Cluster 183
1125,48,Black,Female,Private,<=50K,48,48,Cluster 228
3171,22,White,Female,State-gov,<=50K,22,22,Cluster 378
1335,51,White,Male,Private,>50K,51,51,Cluster 462
823,29,White,Male,Private,<=50K,29,29,Cluster 488
12,30,Asian-Pac-Islander,Male,State-gov,>50K,30,30,Cluster 495
4554,22,Black,Male,?,<=50K,22,22,Cluster 520
1937,38,Black,Male,Local-gov,<=50K,38,38,Cluster 537
3686,51,White,Male,Private,<=50K,51,51,Cluster 585
1288,57,White,Male,Private,<=50K,57,57,Cluster 711
4419,54,White,Female,Private,<=50K,54,54,Cluster 785
2247,58,White,Male,Self-emp-not-inc,<=50K,58,58,Cluster 826
2639,52,White,Male,?,>50K,52,52,Cluster 845
3337,33,White,Female,Private,>50K,33,33,Cluster 879
154,21,White,Male,Private,<=50K,21,21,Cluster 888
2087,51,White,Male,Self-emp-inc,>50K,51,51,Cluster 901
4669,50,White,Male,Private,<=50K,50,50,Cluster 917
653,35,Asian-Pac-Islander,Male,Private,>50K,35,35,Cluster 1039
3989,52,White,Male,Private,>50K,52,52,Cluster 1089
2115,25,White,Male,Private,<=50K,25,25,Cluster 1114
3174,27,White,Female,Private,<=50K,27,27,Cluster 1183
2408,42,White,Female,Private,<=50K,42,42,Cluster 1269
3856,30,White,Female,Private,<=50K,30,30,Cluster 1284
89,30,White,Male,Private,<=50K,30,30,Cluster 1309
4549,40,White,Male,?,<=50K,40,40,Cluster 1377
3186,35,White,Male,Private,>50K,35,35,Cluster 1653
