id,Anonym_DAYS_BIRTH,Anonym_DAYS_EMPLOYED,Anonym_OCCUPATION_TYPE,Anonym_CODE_GENDER,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,Anonym_NAME_FAMILY_STATUS,Anonym_NAME_HOUSING_TYPE,AMT_INCOME_TOTAL
5961,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5962,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5963,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5964,[(-24831)-(-9087)],[(-6610)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5965,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5966,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5967,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5968,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5969,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5970,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5971,[(-24831)-(-9087)],[(-6610)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5972,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
5973,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
5974,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
5975,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
5976,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
5977,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5978,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5979,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5980,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5981,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5982,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5983,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5984,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5985,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5986,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5987,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5988,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5989,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5990,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5991,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5992,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5993,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5994,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5995,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5996,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5997,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5998,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
5999,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6000,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6001,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6002,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6003,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6004,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6005,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6006,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6007,[(-24831)-(-8182)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6008,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6009,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6010,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6011,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6012,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6013,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6014,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6015,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6016,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6017,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6018,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6019,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6020,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6021,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6022,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6023,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6024,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6025,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6026,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6027,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6028,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6029,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6030,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6031,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6032,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6033,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6034,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6035,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6036,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6037,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6038,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6039,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6040,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6041,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6042,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6043,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6044,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6045,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6046,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6047,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6048,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6049,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6050,[(-24831)-(-8182)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6051,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
6052,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
6053,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
6054,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6055,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6056,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6057,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6058,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6059,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6060,[(-23442)-(-8527)],[(-13699)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6061,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6062,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6063,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6064,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6065,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6066,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6067,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6068,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6069,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6070,[(-23768)-(-8520)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6071,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6072,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6073,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6074,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6075,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6076,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6077,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6078,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6079,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6080,[(-24311)-(-8655)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6081,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6082,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6083,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6084,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6085,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6086,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6087,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6088,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6089,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6090,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6091,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6092,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6093,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6094,[(-24575)-(-9270)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6095,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6096,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6097,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6098,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6099,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6100,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6101,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6102,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6103,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6104,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6105,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6106,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6107,[(-24831)-(-8475)],[(-14127)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,166500
6108,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6109,[(-24311)-(-8655)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6110,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6111,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6112,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6113,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6114,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6115,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6116,[(-24691)-(-9746)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6117,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6118,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6119,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6120,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6121,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6122,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6123,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6124,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6125,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6126,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6127,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6128,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6129,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6130,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6131,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6132,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,531000
6133,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6134,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6135,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6136,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6137,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6138,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6139,[(-23442)-(-8527)],[(-13699)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6140,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6141,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6142,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6143,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6144,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6145,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6146,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6147,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6148,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6149,[(-24691)-(-9746)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6150,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6151,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6152,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,171000
6153,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,171000
6154,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,171000
6155,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,171000
6156,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,171000
6157,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,171000
6158,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6159,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6160,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6161,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6162,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6163,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6164,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6165,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6166,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
6167,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
6168,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
6169,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6170,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6171,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6172,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6173,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6174,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6175,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6176,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6177,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6178,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6179,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6180,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6181,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6182,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6183,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6184,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6185,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6186,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,675000
6187,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6188,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6189,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6190,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6191,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6192,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6193,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6194,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
