id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,Cluster
1085,-21582,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,292500,Cluster 53
1308,-20387,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,126000,Cluster 53
1318,-14918,-1866,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 53
1348,-22867,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,216000,Cluster 53
1545,-18184,-3021,Laborers,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,315000,Cluster 53
2569,-16978,-821,"",F,Commercial associate,Secondary / secondary special,Married,With parents,112500,Cluster 53
2755,-9303,-852,Sales staff,M,Working,Higher education,Married,House / apartment,135000,Cluster 53
2756,-9303,-852,Sales staff,M,Working,Higher education,Married,House / apartment,135000,Cluster 53
2779,-9952,-1613,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 53
3424,-13847,-366,Medicine staff,F,Working,Secondary / secondary special,Married,With parents,90000,Cluster 53
3508,-14100,-3623,Private service staff,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 53
3539,-10765,-2196,"",F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,135000,Cluster 53
3637,-20833,365243,"",F,Pensioner,Higher education,Married,House / apartment,76500,Cluster 53
3790,-22129,365243,"",M,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,49500,Cluster 53
3842,-20433,-2396,Drivers,M,Working,Secondary / secondary special,Separated,House / apartment,112500,Cluster 53
4064,-15516,-1301,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 53
4129,-20323,-1727,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 53
4143,-10806,-720,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 53
4237,-10261,-235,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,495000,Cluster 53
4559,-23636,365243,"",M,Pensioner,Higher education,Married,House / apartment,202500,Cluster 53
4668,-18865,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,157500,Cluster 53
6394,-24575,365243,"",F,Pensioner,Higher education,Married,House / apartment,121500,Cluster 54
4730,-13350,-1981,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 54
4921,-10943,-2346,Private service staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
5024,-23408,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,94500,Cluster 54
5089,-12348,-1220,Managers,F,State servant,Secondary / secondary special,Married,House / apartment,315000,Cluster 54
5091,-12348,-1220,Managers,F,State servant,Secondary / secondary special,Married,House / apartment,315000,Cluster 54
5441,-11640,-1676,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 54
5567,-21832,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 54
5655,-15623,-1645,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 54
5683,-10634,-519,Core staff,F,Commercial associate,Higher education,Married,House / apartment,180000,Cluster 54
5767,-16299,-5817,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,94500,Cluster 54
5774,-21960,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,67500,Cluster 54
5977,-20013,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 54
6374,-13582,-3472,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 54
6510,-19923,-3229,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,247500,Cluster 54
6616,-17587,-3411,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,67500,Cluster 54
6633,-11812,-642,High skill tech staff,M,Working,Higher education,Married,House / apartment,270000,Cluster 54
6795,-9928,-1531,Managers,M,Working,Secondary / secondary special,Married,Rented apartment,99000,Cluster 54
6846,-13151,-3725,Accountants,F,Working,Higher education,Separated,House / apartment,540000,Cluster 54
6887,-23153,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,171000,Cluster 54
6979,-15720,-2569,Managers,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 54
7814,-19923,-964,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 54
8217,-23602,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,202500,Cluster 54
8285,-13633,-1692,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
8289,-13633,-1692,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
8755,-9958,-1114,Waiters/barmen staff,F,Working,Secondary / secondary special,Single / not married,Office apartment,135000,Cluster 54
9090,-10873,-264,Managers,M,Working,Higher education,Married,House / apartment,225000,Cluster 54
9218,-20782,365243,"",F,Pensioner,Higher education,Married,House / apartment,360000,Cluster 54
9391,-16858,-3124,Private service staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 54
9461,-18661,-1845,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,315000,Cluster 54
673,-20302,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,157500,Cluster 54
711,-13455,-2748,Sales staff,F,Commercial associate,Higher education,Married,House / apartment,315000,Cluster 54
1053,-12242,-2047,Core staff,F,State servant,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
1055,-12242,-2047,Core staff,F,State servant,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
1094,-21889,-8469,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,67500,Cluster 54
1159,-14170,-921,Managers,M,Working,Secondary / secondary special,Married,House / apartment,315000,Cluster 54
1212,-16797,-6583,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,247500,Cluster 54
1421,-21854,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 54
1540,-18184,-3021,Laborers,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,315000,Cluster 54
1547,-18184,-3021,Laborers,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,315000,Cluster 54
1597,-19897,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,65250,Cluster 54
1799,-13095,-1652,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 54
2007,-15843,-1398,Sales staff,F,Commercial associate,Higher education,Married,House / apartment,675000,Cluster 54
2637,-10190,-279,"",F,Working,Secondary / secondary special,Civil marriage,With parents,135000,Cluster 54
2711,-22212,365243,"",F,Pensioner,Higher education,Married,House / apartment,67500,Cluster 54
3138,-15914,-4354,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 54
3168,-17309,-3500,"",M,State servant,Secondary / secondary special,Married,House / apartment,405000,Cluster 54
3242,-13071,-1344,Sales staff,F,Working,Higher education,Married,House / apartment,225000,Cluster 54
3594,-12928,-1313,Accountants,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 54
3745,-21135,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 54
3820,-11202,-1270,Core staff,F,Commercial associate,Higher education,Single / not married,House / apartment,225000,Cluster 54
3863,-16701,-2457,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 54
3920,-17769,-873,"",M,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 54
4037,-11472,-1026,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 54
4099,-17782,-9975,Core staff,F,Working,Secondary / secondary special,Widow,House / apartment,202500,Cluster 54
4375,-18964,-1442,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,540000,Cluster 54
4499,-22657,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,99000,Cluster 54
4738,-22042,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,202500,Cluster 54
4940,-10722,-93,Cooking staff,M,Working,Incomplete higher,Married,With parents,180000,Cluster 54
4942,-17386,-3503,Laborers,M,Working,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 54
5213,-20004,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,90000,Cluster 54
5256,-14558,-1250,High skill tech staff,F,Commercial associate,Higher education,Married,House / apartment,337500,Cluster 54
5348,-24482,365243,"",F,Pensioner,Lower secondary,Civil marriage,House / apartment,112500,Cluster 54
5570,-21832,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 54
5820,-18217,-216,Security staff,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
5832,-18871,-3928,Drivers,M,State servant,Secondary / secondary special,Married,House / apartment,270000,Cluster 54
6165,-24878,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,112500,Cluster 54
6481,-21109,-8555,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,166500,Cluster 54
6764,-13520,-5488,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,130500,Cluster 54
6872,-17968,-895,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,270000,Cluster 54
7003,-15839,-1381,High skill tech staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 54
7084,-12149,-195,Drivers,M,Working,Secondary / secondary special,Married,With parents,247500,Cluster 54
7623,-13867,-3095,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
7737,-19063,-2213,Laborers,F,Working,Secondary / secondary special,Separated,House / apartment,193500,Cluster 54
7903,-17947,-191,"",F,State servant,Secondary / secondary special,Civil marriage,House / apartment,67500,Cluster 54
7925,-12546,-3509,Core staff,M,Working,Higher education,Married,House / apartment,202500,Cluster 54
7939,-18598,-4056,Laborers,F,Commercial associate,Higher education,Civil marriage,House / apartment,157500,Cluster 54
7952,-12038,-3935,"",F,Working,Incomplete higher,Married,House / apartment,292500,Cluster 54
8176,-20939,365243,"",F,Pensioner,Higher education,Married,House / apartment,247500,Cluster 54
8197,-13456,-992,Drivers,M,Working,Higher education,Married,House / apartment,225000,Cluster 54
8526,-12291,-1053,"",F,Working,Higher education,Married,House / apartment,270000,Cluster 54
9044,-19817,-4675,Cleaning staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,227250,Cluster 54
9047,-19817,-4675,Cleaning staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,227250,Cluster 54
9151,-10054,-598,Managers,M,Commercial associate,Higher education,Married,House / apartment,180000,Cluster 54
9413,-18350,-3609,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,54000,Cluster 54
9521,-21766,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,193500,Cluster 54
9722,-17166,-2514,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,51750,Cluster 54
9988,-19154,-7811,"",M,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 54
496,-14867,-586,Drivers,M,Commercial associate,Higher education,Civil marriage,House / apartment,180000,Cluster 54
537,-20604,-252,Security staff,M,Commercial associate,Secondary / secondary special,Married,House / apartment,202500,Cluster 54
719,-12277,-982,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,144000,Cluster 54
730,-19056,-99,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 54
886,-11813,-3266,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 54
1121,-16757,-3508,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
1204,-21300,-464,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 54
1662,-12798,-648,Sales staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,225000,Cluster 54
1809,-11822,-739,Sales staff,F,Working,Higher education,Married,House / apartment,157500,Cluster 54
1950,-10737,-2078,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 54
1993,-12626,-5295,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 54
2008,-15843,-1398,Sales staff,F,Commercial associate,Higher education,Married,House / apartment,675000,Cluster 54
9131,-13290,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,202500,Cluster 55
2080,-13621,-1127,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 55
2254,-20066,-3988,Private service staff,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 55
2283,-21415,-2744,Cleaning staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,196650,Cluster 55
2328,-15096,-2862,"",F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 55
2385,-9906,-122,Sales staff,M,Working,Incomplete higher,Married,House / apartment,360000,Cluster 55
2496,-18745,-3653,Cleaning staff,M,Commercial associate,Secondary / secondary special,Separated,House / apartment,202500,Cluster 55
2553,-10406,-2774,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 55
2632,-8993,-152,Medicine staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,90000,Cluster 55
2961,-23594,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 55
3025,-15100,-3500,Cooking staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 55
3096,-21899,365243,"",F,Pensioner,Higher education,Married,House / apartment,153000,Cluster 55
3267,-17803,-10079,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,202500,Cluster 55
3765,-21786,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,135000,Cluster 55
3807,-14438,-235,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 55
4081,-15945,-3673,Core staff,F,State servant,Secondary / secondary special,Civil marriage,House / apartment,90000,Cluster 55
4231,-10261,-235,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,495000,Cluster 55
4374,-18964,-1442,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,540000,Cluster 55
4703,-15675,-305,Sales staff,F,Working,Secondary / secondary special,Widow,House / apartment,135000,Cluster 55
4806,-17370,-4599,Managers,M,Working,Higher education,Married,House / apartment,630000,Cluster 55
4858,-23407,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,121500,Cluster 55
4966,-12604,-2620,Managers,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 55
5845,-11352,-671,Laborers,M,Working,Secondary / secondary special,Married,With parents,81000,Cluster 55
5880,-14074,-4720,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 55
5968,-21052,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,90000,Cluster 55
6508,-19923,-3229,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,247500,Cluster 55
6597,-10355,-642,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 55
6707,-21304,365243,"",F,Pensioner,Lower secondary,Single / not married,House / apartment,202500,Cluster 55
6762,-13520,-5488,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,130500,Cluster 55
7392,-22062,365243,"",F,Pensioner,Higher education,Married,House / apartment,112500,Cluster 55
7897,-17825,-8410,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 55
7899,-17825,-8410,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 55
7956,-12038,-3935,"",F,Working,Incomplete higher,Married,House / apartment,292500,Cluster 55
8425,-18976,-688,Cooking staff,M,Commercial associate,Higher education,Married,Municipal apartment,225000,Cluster 55
8732,-19401,-5071,Managers,F,Working,Higher education,Married,House / apartment,144000,Cluster 55
8761,-15476,-2879,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,315000,Cluster 55
8770,-13033,-3885,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 55
9342,-15957,-2270,Drivers,M,Working,Secondary / secondary special,Married,Rented apartment,180000,Cluster 55
9390,-16858,-3124,Private service staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 55
536,-20604,-252,Security staff,M,Commercial associate,Secondary / secondary special,Married,House / apartment,202500,Cluster 55
957,-21635,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 55
1072,-10833,-2504,"",F,Commercial associate,Higher education,Single / not married,With parents,99000,Cluster 55
1099,-18474,-3021,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 55
1113,-16573,-4574,"",F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 55
1123,-12518,-1135,Cleaning staff,M,Working,Secondary / secondary special,Married,Municipal apartment,157500,Cluster 55
1288,-13790,-5639,"",M,Working,Incomplete higher,Married,House / apartment,562500,Cluster 55
1341,-22867,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,216000,Cluster 55
1400,-13758,-2535,Managers,F,Commercial associate,Higher education,Married,House / apartment,540000,Cluster 55
1631,-11925,-1621,"",F,Working,Higher education,Married,House / apartment,67500,Cluster 55
1988,-18817,-1094,Laborers,F,Commercial associate,Secondary / secondary special,Married,Municipal apartment,202500,Cluster 55
1990,-18817,-1094,Laborers,F,Commercial associate,Secondary / secondary special,Married,Municipal apartment,202500,Cluster 55
2076,-18802,-913,"",F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,675000,Cluster 55
2278,-13315,-5204,Core staff,F,Working,Secondary / secondary special,Married,With parents,121500,Cluster 55
2801,-22776,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,143100,Cluster 55
3181,-16951,-3017,"",F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 55
3230,-11984,-2043,Core staff,F,Commercial associate,Higher education,Single / not married,House / apartment,247500,Cluster 55
3259,-8533,-582,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,202500,Cluster 55
3298,-12118,-2313,Core staff,M,State servant,Higher education,Married,With parents,247500,Cluster 55
3395,-9791,-1344,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 55
3606,-18868,-11954,Managers,F,Working,Incomplete higher,Married,House / apartment,225000,Cluster 55
4318,-16860,-711,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 55
4398,-19801,-1077,Core staff,F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,315000,Cluster 55
4414,-14653,-2294,High skill tech staff,F,State servant,Higher education,Married,House / apartment,180000,Cluster 55
4747,-22042,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,202500,Cluster 55
4820,-16856,-1373,Core staff,M,Working,Higher education,Married,House / apartment,315000,Cluster 55
4936,-14836,-2072,"",M,Working,Higher education,Single / not married,House / apartment,360000,Cluster 55
5242,-16340,-8647,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,247500,Cluster 55
5318,-12523,-5145,Laborers,M,Working,Secondary / secondary special,Civil marriage,House / apartment,360000,Cluster 55
5736,-11229,-3472,Core staff,F,Commercial associate,Higher education,Married,House / apartment,180000,Cluster 55
6386,-15010,-884,Managers,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 55
6823,-16277,-6979,High skill tech staff,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 55
6833,-23734,-6067,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 55
6929,-13682,-5460,"",M,Working,Higher education,Married,House / apartment,112500,Cluster 55
7580,-12071,-721,"",F,Working,Higher education,Married,House / apartment,135000,Cluster 55
7625,-13867,-3095,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 55
7681,-17202,-1787,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 55
8009,-19653,-11332,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,130500,Cluster 55
8200,-13456,-992,Drivers,M,Working,Higher education,Married,House / apartment,225000,Cluster 55
8507,-22646,-5283,Cleaning staff,F,Working,Secondary / secondary special,Widow,House / apartment,225000,Cluster 55
8635,-21215,-808,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,112500,Cluster 55
8649,-21215,-808,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,112500,Cluster 55
8690,-13058,-901,High skill tech staff,M,Working,Higher education,Married,House / apartment,157500,Cluster 55
8906,-11977,-2699,Core staff,M,State servant,Secondary / secondary special,Married,House / apartment,247500,Cluster 55
8982,-17231,-79,Laborers,F,Working,Secondary / secondary special,Separated,House / apartment,112500,Cluster 55
9119,-13234,-1753,Laborers,F,Working,Higher education,Married,House / apartment,540000,Cluster 55
9224,-24067,365243,"",F,Pensioner,Higher education,Married,House / apartment,99000,Cluster 55
9310,-11342,-688,High skill tech staff,F,State servant,Higher education,Separated,With parents,270000,Cluster 55
9385,-11641,-2148,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,270000,Cluster 55
9411,-18350,-3609,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,54000,Cluster 55
9469,-23080,-263,"",M,State servant,Higher education,Married,Office apartment,135000,Cluster 55
9572,-10138,-1359,Sales staff,F,Working,Higher education,Married,House / apartment,216000,Cluster 55
9701,-17166,-2514,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,51750,Cluster 55
9868,-16668,-2277,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 55
9889,-13782,-3032,Security staff,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 55
9968,-22802,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,135000,Cluster 55
201,-15444,-3112,"",F,State servant,Higher education,Married,House / apartment,216000,Cluster 55
225,-17641,-889,Core staff,F,Working,Higher education,Married,House / apartment,148500,Cluster 55
500,-14867,-586,Drivers,M,Commercial associate,Higher education,Civil marriage,House / apartment,180000,Cluster 55
541,-13923,-2290,Drivers,M,Working,Incomplete higher,Married,House / apartment,234000,Cluster 55
859,-14118,-3174,Laborers,M,Working,Secondary / secondary special,Separated,House / apartment,135000,Cluster 55
9778,-24831,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,103500,Cluster 56
885,-11813,-3266,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 56
1016,-16076,-7679,"",M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 56
1200,-18501,-1866,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,135000,Cluster 56
1232,-9981,-1866,Laborers,M,Working,Lower secondary,Married,With parents,135000,Cluster 56
1257,-16507,-4331,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 56
1299,-13790,-5639,"",M,Working,Incomplete higher,Married,House / apartment,562500,Cluster 56
1417,-21854,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 56
1444,-21518,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 56
2027,-20208,-8033,"",F,Working,Secondary / secondary special,Married,House / apartment,166500,Cluster 56
2329,-15096,-2862,"",F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 56
2529,-17755,-401,"",F,Working,Secondary / secondary special,Married,House / apartment,630000,Cluster 56
2701,-22212,365243,"",F,Pensioner,Higher education,Married,House / apartment,67500,Cluster 56
2990,-15231,-8375,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 56
3003,-23646,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,131400,Cluster 56
3329,-22060,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,202500,Cluster 56
3488,-18902,-8649,Managers,F,Working,Higher education,Married,House / apartment,202500,Cluster 56
3500,-14100,-3623,Private service staff,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 56
3618,-24311,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,76500,Cluster 56
3692,-12615,-843,Cooking staff,F,Working,Higher education,Married,House / apartment,81000,Cluster 56
4033,-20592,-6230,"",M,Working,Secondary / secondary special,Married,House / apartment,83250,Cluster 56
4094,-17686,-8756,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 56
4111,-23006,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,180000,Cluster 56
4208,-17733,-5622,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 56
4424,-19718,-925,Medicine staff,F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,292500,Cluster 56
4789,-21414,365243,"",F,Pensioner,Secondary / secondary special,Married,Municipal apartment,47250,Cluster 56
4908,-13494,-1281,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,117000,Cluster 56
5246,-16340,-8647,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,247500,Cluster 56
5360,-17024,-1799,Cooking staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 56
5432,-11640,-1676,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 56
5437,-11640,-1676,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 56
5792,-11153,-1281,Accountants,F,Working,Higher education,Civil marriage,House / apartment,382500,Cluster 56
5907,-20027,-2315,"",M,Commercial associate,Secondary / secondary special,Married,House / apartment,279000,Cluster 56
5995,-20013,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 56
6273,-22867,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,157500,Cluster 56
6397,-16174,-277,Sales staff,F,Working,Secondary / secondary special,Married,With parents,90000,Cluster 56
7395,-22062,365243,"",F,Pensioner,Higher education,Married,House / apartment,112500,Cluster 56
7464,-23568,365243,"",M,Pensioner,Higher education,Married,House / apartment,180000,Cluster 56
7515,-12483,-4039,Managers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,360000,Cluster 56
7776,-8781,-599,High skill tech staff,M,Working,Secondary / secondary special,Single / not married,With parents,157500,Cluster 56
7794,-13398,-3003,Core staff,M,Commercial associate,Higher education,Married,House / apartment,675000,Cluster 56
8004,-17642,-3325,Laborers,M,Working,Secondary / secondary special,Single / not married,Municipal apartment,202500,Cluster 56
8142,-18896,-1661,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,90000,Cluster 56
8260,-11974,-1388,Sales staff,F,Working,Secondary / secondary special,Separated,House / apartment,225000,Cluster 56
8361,-17402,-3153,Core staff,F,Working,Higher education,Married,House / apartment,225000,Cluster 56
8412,-22720,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,292500,Cluster 56
8431,-10388,-657,Core staff,F,Working,Higher education,Married,House / apartment,81000,Cluster 56
8728,-13024,-2118,Drivers,M,State servant,Higher education,Married,House / apartment,225000,Cluster 56
8891,-13729,-1146,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 56
9108,-18770,-7597,"",F,Working,Secondary / secondary special,Civil marriage,House / apartment,103500,Cluster 56
9876,-22185,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,139500,Cluster 56
286,-15737,-432,"",F,Commercial associate,Higher education,Separated,With parents,157500,Cluster 56
607,-12130,-798,Cooking staff,F,Working,Secondary / secondary special,Married,Municipal apartment,135000,Cluster 56
687,-17074,-798,Accountants,F,Working,Secondary / secondary special,Married,House / apartment,315000,Cluster 56
715,-12277,-982,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,144000,Cluster 56
876,-22002,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,198000,Cluster 56
