id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,NAME_INCOME_TYPE,prediction
5415,-22636,-3076,Drivers,Commercial associate,1.0
5416,-22636,-3076,Drivers,Commercial associate,1.0
5417,-22175,365243,"",Pensioner,0.0
5418,-22175,365243,"",Pensioner,0.0
5419,-22175,365243,"",Pensioner,0.0
5420,-22175,365243,"",Pensioner,0.0
5421,-10835,-396,Sales staff,Commercial associate,1.0
5422,-10835,-396,Sales staff,Commercial associate,1.0
5423,-10835,-396,Sales staff,Commercial associate,1.0
5424,-10835,-396,Sales staff,Commercial associate,1.0
5425,-10835,-396,Sales staff,Commercial associate,1.0
5426,-10835,-396,Sales staff,Commercial associate,1.0
5427,-10835,-396,Sales staff,Commercial associate,1.0
5428,-8551,-1250,Sales staff,Working,0.0
5429,-11640,-1676,Sales staff,Working,1.0
5430,-11640,-1676,Sales staff,Working,1.0
5431,-11640,-1676,Sales staff,Working,1.0
5432,-11640,-1676,Sales staff,Working,1.0
5433,-11640,-1676,Sales staff,Working,1.0
5434,-11640,-1676,Sales staff,Working,1.0
5435,-11640,-1676,Sales staff,Working,1.0
5436,-11640,-1676,Sales staff,Working,1.0
5437,-11640,-1676,Sales staff,Working,1.0
5438,-11640,-1676,Sales staff,Working,1.0
5439,-11640,-1676,Sales staff,Working,1.0
5440,-11640,-1676,Sales staff,Working,1.0
5441,-11640,-1676,Sales staff,Working,1.0
5442,-11640,-1676,Sales staff,Working,1.0
5443,-11640,-1676,Sales staff,Working,1.0
5444,-11640,-1676,Sales staff,Working,1.0
5445,-9950,-427,Sales staff,Working,0.0
5446,-9950,-427,Sales staff,Working,0.0
5447,-9950,-427,Sales staff,Working,0.0
5448,-9950,-427,Sales staff,Working,0.0
5449,-9950,-427,Sales staff,Working,0.0
5450,-9950,-427,Sales staff,Working,0.0
5451,-9950,-427,Sales staff,Working,0.0
5452,-9950,-427,Sales staff,Working,0.0
5453,-9950,-427,Sales staff,Working,0.0
5454,-13903,-3410,High skill tech staff,Working,1.0
5455,-13903,-3410,High skill tech staff,Working,1.0
5456,-13903,-3410,High skill tech staff,Working,1.0
5457,-13903,-3410,High skill tech staff,Working,1.0
5458,-13903,-3410,High skill tech staff,Working,1.0
5459,-13903,-3410,High skill tech staff,Working,1.0
5460,-13903,-3410,High skill tech staff,Working,1.0
5461,-22943,365243,"",Pensioner,0.0
5462,-21658,-3471,Laborers,Working,0.0
5463,-21658,-3471,Laborers,Working,0.0
5464,-21658,-3471,Laborers,Working,0.0
5465,-13933,-3625,Accountants,Commercial associate,1.0
5466,-13933,-3625,Accountants,Commercial associate,1.0
5467,-13933,-3625,Accountants,Commercial associate,1.0
5468,-13933,-3625,Accountants,Commercial associate,1.0
5469,-13933,-3625,Accountants,Commercial associate,1.0
5470,-13933,-3625,Accountants,Commercial associate,1.0
5471,-13933,-3625,Accountants,Commercial associate,1.0
5472,-13933,-3625,Accountants,Commercial associate,1.0
5473,-15851,-428,Laborers,Working,0.0
5474,-15851,-428,Laborers,Working,0.0
5475,-15851,-428,Laborers,Working,0.0
5476,-15851,-428,Laborers,Working,0.0
5477,-15851,-428,Laborers,Working,0.0
5478,-12264,-1097,Laborers,Commercial associate,1.0
5479,-12264,-1097,Laborers,Commercial associate,1.0
5480,-12264,-1097,Laborers,Commercial associate,1.0
5481,-12264,-1097,Laborers,Commercial associate,1.0
5482,-12264,-1097,Laborers,Commercial associate,1.0
5483,-12264,-1097,Laborers,Commercial associate,1.0
5484,-12264,-1097,Laborers,Commercial associate,1.0
5485,-12264,-1097,Laborers,Commercial associate,1.0
5486,-12264,-1097,Laborers,Commercial associate,1.0
5487,-12264,-1097,Laborers,Commercial associate,1.0
5488,-12264,-1097,Laborers,Commercial associate,1.0
5489,-23002,365243,"",Pensioner,0.0
5490,-23002,365243,"",Pensioner,0.0
5491,-15888,-8707,Medicine staff,State servant,1.0
5492,-15888,-8707,Medicine staff,State servant,1.0
5493,-15888,-8707,Medicine staff,State servant,1.0
5494,-15888,-8707,Medicine staff,State servant,1.0
5495,-17460,-2681,Sales staff,Commercial associate,1.0
5496,-17460,-2681,Sales staff,Commercial associate,1.0
5497,-17460,-2681,Sales staff,Commercial associate,1.0
5498,-17460,-2681,Sales staff,Commercial associate,1.0
5499,-17460,-2681,Sales staff,Commercial associate,1.0
5500,-17460,-2681,Sales staff,Commercial associate,1.0
5501,-16420,-703,Accountants,State servant,1.0
5502,-16420,-703,Accountants,State servant,1.0
5503,-16420,-703,Accountants,State servant,1.0
5504,-16420,-703,Accountants,State servant,1.0
5505,-16420,-703,Accountants,State servant,1.0
5506,-16420,-703,Accountants,State servant,1.0
5507,-14914,-4081,Sales staff,Working,1.0
5508,-14914,-4081,Sales staff,Working,1.0
5509,-14914,-4081,Sales staff,Working,1.0
5510,-14914,-4081,Sales staff,Working,1.0
5511,-14914,-4081,Sales staff,Working,1.0
5512,-14914,-4081,Sales staff,Working,1.0
5513,-15005,-1827,Sales staff,Commercial associate,0.0
5514,-13556,-1615,Core staff,Commercial associate,0.0
5515,-13556,-1615,Core staff,Commercial associate,0.0
5516,-21654,365243,"",Pensioner,0.0
5517,-20463,-185,Security staff,Working,0.0
5518,-20463,-185,Security staff,Working,0.0
5519,-20463,-185,Security staff,Working,0.0
5520,-20463,-185,Security staff,Working,0.0
5521,-20463,-185,Security staff,Working,0.0
5522,-20463,-185,Security staff,Working,0.0
5523,-12906,-2467,Laborers,Commercial associate,1.0
5524,-12906,-2467,Laborers,Commercial associate,1.0
5525,-14236,-7002,Core staff,Working,1.0
5526,-14236,-7002,Core staff,Working,1.0
5527,-14236,-7002,Core staff,Working,1.0
5528,-14236,-7002,Core staff,Working,1.0
5529,-14236,-7002,Core staff,Working,1.0
5530,-14236,-7002,Core staff,Working,1.0
5531,-14236,-7002,Core staff,Working,1.0
5532,-14236,-7002,Core staff,Working,1.0
5533,-8717,-1857,Core staff,Working,1.0
5534,-8717,-1857,Core staff,Working,1.0
5535,-8717,-1857,Core staff,Working,1.0
5536,-8717,-1857,Core staff,Working,1.0
5537,-8717,-1857,Core staff,Working,1.0
5538,-8717,-1857,Core staff,Working,1.0
5539,-8717,-1857,Core staff,Working,1.0
5540,-8717,-1857,Core staff,Working,1.0
5541,-8717,-1857,Core staff,Working,1.0
5542,-15714,-458,"",Commercial associate,0.0
5543,-15714,-458,"",Commercial associate,0.0
5544,-15714,-458,"",Commercial associate,0.0
5545,-15714,-458,"",Commercial associate,0.0
5546,-15714,-458,"",Commercial associate,0.0
5547,-15714,-458,"",Commercial associate,0.0
5548,-15714,-458,"",Commercial associate,0.0
5549,-15714,-458,"",Commercial associate,0.0
5550,-15714,-458,"",Commercial associate,0.0
5551,-15714,-458,"",Commercial associate,0.0
5552,-15714,-458,"",Commercial associate,0.0
5553,-15714,-458,"",Commercial associate,0.0
5554,-15714,-458,"",Commercial associate,0.0
5555,-15714,-458,"",Commercial associate,0.0
5556,-15714,-458,"",Commercial associate,0.0
5557,-18259,-5756,Sales staff,Working,1.0
5558,-18259,-5756,Sales staff,Working,1.0
5559,-18259,-5756,Sales staff,Working,1.0
5560,-18259,-5756,Sales staff,Working,1.0
5561,-18259,-5756,Sales staff,Working,1.0
5562,-18259,-5756,Sales staff,Working,1.0
5563,-21832,365243,"",Pensioner,0.0
5564,-21832,365243,"",Pensioner,0.0
5565,-21832,365243,"",Pensioner,0.0
5566,-21832,365243,"",Pensioner,0.0
5567,-21832,365243,"",Pensioner,0.0
5568,-21832,365243,"",Pensioner,0.0
5569,-21832,365243,"",Pensioner,0.0
5570,-21832,365243,"",Pensioner,0.0
5571,-21832,365243,"",Pensioner,0.0
5572,-21832,365243,"",Pensioner,0.0
5573,-21832,365243,"",Pensioner,0.0
5574,-21832,365243,"",Pensioner,0.0
5575,-14841,-3868,Managers,Working,1.0
5576,-14841,-3868,Managers,Working,1.0
5577,-15556,-8767,"",Commercial associate,1.0
5578,-15556,-8767,"",Commercial associate,1.0
5579,-15556,-8767,"",Commercial associate,1.0
5580,-15556,-8767,"",Commercial associate,1.0
5581,-15556,-8767,"",Commercial associate,1.0
5582,-15556,-8767,"",Commercial associate,1.0
5583,-15556,-8767,"",Commercial associate,1.0
5584,-14663,-1188,Drivers,Working,1.0
5585,-14663,-1188,Drivers,Working,1.0
5586,-14663,-1188,Drivers,Working,1.0
5587,-14663,-1188,Drivers,Working,1.0
5588,-14663,-1188,Drivers,Working,1.0
5589,-14663,-1188,Drivers,Working,1.0
5590,-13610,-184,"",Working,1.0
5591,-13610,-184,"",Working,1.0
5592,-13610,-184,"",Working,1.0
5593,-19054,365243,"",Pensioner,0.0
5594,-19054,365243,"",Pensioner,0.0
5595,-19054,365243,"",Pensioner,0.0
5596,-19054,365243,"",Pensioner,0.0
5597,-16043,-3837,High skill tech staff,Commercial associate,0.0
5598,-16043,-3837,High skill tech staff,Commercial associate,0.0
5599,-16043,-3837,High skill tech staff,Commercial associate,0.0
5600,-16043,-3837,High skill tech staff,Commercial associate,0.0
5601,-16043,-3837,High skill tech staff,Commercial associate,0.0
5602,-16043,-3837,High skill tech staff,Commercial associate,0.0
5603,-16043,-3837,High skill tech staff,Commercial associate,0.0
5604,-16043,-3837,High skill tech staff,Commercial associate,0.0
5605,-16043,-3837,High skill tech staff,Commercial associate,0.0
5606,-16043,-3837,High skill tech staff,Commercial associate,0.0
5607,-16043,-3837,High skill tech staff,Commercial associate,0.0
5608,-16043,-3837,High skill tech staff,Commercial associate,0.0
5609,-16043,-3837,High skill tech staff,Commercial associate,0.0
5610,-12633,-854,Laborers,Commercial associate,0.0
5611,-12633,-854,Laborers,Commercial associate,0.0
5612,-12633,-854,Laborers,Commercial associate,0.0
5613,-12633,-854,Laborers,Commercial associate,0.0
5614,-12633,-854,Laborers,Commercial associate,0.0
5615,-12633,-854,Laborers,Commercial associate,0.0
5616,-12633,-854,Laborers,Commercial associate,0.0
5617,-12245,-672,Laborers,Commercial associate,1.0
5618,-12245,-672,Laborers,Commercial associate,1.0
5619,-12245,-672,Laborers,Commercial associate,1.0
5620,-12245,-672,Laborers,Commercial associate,1.0
5621,-12245,-672,Laborers,Commercial associate,1.0
5622,-12245,-672,Laborers,Commercial associate,1.0
5623,-12245,-672,Laborers,Commercial associate,1.0
5624,-12245,-672,Laborers,Commercial associate,1.0
5625,-12245,-672,Laborers,Commercial associate,1.0
5626,-12245,-672,Laborers,Commercial associate,1.0
5627,-12245,-672,Laborers,Commercial associate,1.0
5628,-12245,-672,Laborers,Commercial associate,1.0
5629,-13702,-1462,Drivers,Working,0.0
5630,-13702,-1462,Drivers,Working,0.0
5631,-13702,-1462,Drivers,Working,0.0
5632,-13702,-1462,Drivers,Working,0.0
5633,-13702,-1462,Drivers,Working,0.0
5634,-13702,-1462,Drivers,Working,0.0
5635,-13702,-1462,Drivers,Working,0.0
5636,-15376,-6851,Laborers,Working,1.0
5637,-15376,-6851,Laborers,Working,1.0
5638,-15376,-6851,Laborers,Working,1.0
5639,-15376,-6851,Laborers,Working,1.0
5640,-15376,-6851,Laborers,Working,1.0
5641,-15376,-6851,Laborers,Working,1.0
5642,-23068,365243,"",Pensioner,0.0
5643,-23068,365243,"",Pensioner,0.0
5644,-23068,365243,"",Pensioner,0.0
5645,-12451,-1646,Sales staff,Commercial associate,0.0
5646,-12451,-1646,Sales staff,Commercial associate,0.0
5647,-12451,-1646,Sales staff,Commercial associate,0.0
5648,-12451,-1646,Sales staff,Commercial associate,0.0
5649,-12451,-1646,Sales staff,Commercial associate,0.0
5650,-16912,-1462,Core staff,Working,0.0
5651,-16912,-1462,Core staff,Working,0.0
5652,-16912,-1462,Core staff,Working,0.0
5653,-16912,-1462,Core staff,Working,0.0
5654,-15623,-1645,Laborers,Working,1.0
5655,-15623,-1645,Laborers,Working,1.0
5656,-15623,-1645,Laborers,Working,1.0
5657,-15623,-1645,Laborers,Working,1.0
5658,-15623,-1645,Laborers,Working,1.0
5659,-15623,-1645,Laborers,Working,1.0
5660,-15623,-1645,Laborers,Working,1.0
5661,-9119,-185,Laborers,Commercial associate,0.0
5662,-9119,-185,Laborers,Commercial associate,0.0
5663,-9119,-185,Laborers,Commercial associate,0.0
5664,-9119,-185,Laborers,Commercial associate,0.0
5665,-18643,-1707,Security staff,Working,0.0
5666,-18643,-1707,Security staff,Working,0.0
5667,-17260,-8647,Laborers,Working,0.0
5668,-17260,-8647,Laborers,Working,0.0
5669,-17260,-8647,Laborers,Working,0.0
5670,-15991,-5390,Laborers,Working,1.0
5671,-15991,-5390,Laborers,Working,1.0
5672,-15991,-5390,Laborers,Working,1.0
5673,-15991,-5390,Laborers,Working,1.0
5674,-15991,-5390,Laborers,Working,1.0
5675,-10634,-519,Core staff,Commercial associate,0.0
5676,-10634,-519,Core staff,Commercial associate,0.0
5677,-10634,-519,Core staff,Commercial associate,0.0
5678,-10634,-519,Core staff,Commercial associate,0.0
5679,-10634,-519,Core staff,Commercial associate,0.0
5680,-10634,-519,Core staff,Commercial associate,0.0
5681,-10634,-519,Core staff,Commercial associate,0.0
5682,-10634,-519,Core staff,Commercial associate,0.0
5683,-10634,-519,Core staff,Commercial associate,0.0
5684,-10823,-1493,Sales staff,Working,0.0
5685,-10823,-1493,Sales staff,Working,0.0
5686,-10823,-1493,Sales staff,Working,0.0
5687,-10823,-1493,Sales staff,Working,0.0
5688,-10823,-1493,Sales staff,Working,0.0
5689,-12143,-428,Security staff,Working,0.0
5690,-12143,-428,Security staff,Working,0.0
5691,-16381,-185,Laborers,Working,0.0
5692,-16381,-185,Laborers,Working,0.0
5693,-16381,-185,Laborers,Working,0.0
5694,-16381,-185,Laborers,Working,0.0
5695,-16381,-185,Laborers,Working,0.0
5696,-16381,-185,Laborers,Working,0.0
5697,-16381,-185,Laborers,Working,0.0
5698,-13219,-5542,Core staff,Working,1.0
5699,-13219,-5542,Core staff,Working,1.0
5700,-13219,-5542,Core staff,Working,1.0
5701,-13219,-5542,Core staff,Working,1.0
5702,-13219,-5542,Core staff,Working,1.0
5703,-13219,-5542,Core staff,Working,1.0
5704,-13219,-5542,Core staff,Working,1.0
5705,-22481,365243,"",Pensioner,0.0
5706,-22481,365243,"",Pensioner,0.0
5707,-22481,365243,"",Pensioner,0.0
5708,-22481,365243,"",Pensioner,0.0
5709,-14590,-1006,Security staff,Working,1.0
5710,-14590,-1006,Security staff,Working,1.0
5711,-14590,-1006,Security staff,Working,1.0
5712,-14590,-1006,Security staff,Working,1.0
5713,-20415,365243,"",Pensioner,0.0
5714,-20415,365243,"",Pensioner,0.0
5715,-20415,365243,"",Pensioner,0.0
5716,-20415,365243,"",Pensioner,0.0
5717,-20415,365243,"",Pensioner,0.0
5718,-20415,365243,"",Pensioner,0.0
5719,-20415,365243,"",Pensioner,0.0
5720,-20415,365243,"",Pensioner,0.0
5721,-20415,365243,"",Pensioner,0.0
5722,-12986,-2345,Laborers,Commercial associate,1.0
5723,-12986,-2345,Laborers,Commercial associate,1.0
5724,-12986,-2345,Laborers,Commercial associate,1.0
5725,-12986,-2345,Laborers,Commercial associate,1.0
5726,-12986,-2345,Laborers,Commercial associate,1.0
5727,-12986,-2345,Laborers,Commercial associate,1.0
5728,-12986,-2345,Laborers,Commercial associate,1.0
5729,-12986,-2345,Laborers,Commercial associate,1.0
5730,-12986,-2345,Laborers,Commercial associate,1.0
5731,-11229,-3472,Core staff,Commercial associate,0.0
5732,-11229,-3472,Core staff,Commercial associate,0.0
5733,-11229,-3472,Core staff,Commercial associate,0.0
5734,-11229,-3472,Core staff,Commercial associate,0.0
5735,-11229,-3472,Core staff,Commercial associate,0.0
5736,-11229,-3472,Core staff,Commercial associate,0.0
5737,-11229,-3472,Core staff,Commercial associate,0.0
5738,-11229,-3472,Core staff,Commercial associate,0.0
5739,-14772,-154,Laborers,Working,0.0
5740,-14772,-154,Laborers,Working,0.0
5741,-14772,-154,Laborers,Working,0.0
5742,-15938,-8342,Medicine staff,Working,1.0
5743,-15938,-8342,Medicine staff,Working,1.0
5744,-15938,-8342,Medicine staff,Working,1.0
5745,-15938,-8342,Medicine staff,Working,1.0
5746,-15938,-8342,Medicine staff,Working,1.0
5747,-15938,-8342,Medicine staff,Working,1.0
5748,-15938,-8342,Medicine staff,Working,1.0
5749,-15938,-8342,Medicine staff,Working,1.0
5750,-15938,-8342,Medicine staff,Working,1.0
5751,-9080,-1037,"",Working,1.0
5752,-9080,-1037,"",Working,1.0
5753,-9080,-1037,"",Working,1.0
5754,-9080,-1037,"",Working,1.0
5755,-9080,-1037,"",Working,1.0
5756,-9080,-1037,"",Working,1.0
5757,-9080,-1037,"",Working,1.0
5758,-15175,-3046,Managers,State servant,1.0
5759,-15175,-3046,Managers,State servant,1.0
5760,-15175,-3046,Managers,State servant,1.0
5761,-15175,-3046,Managers,State servant,1.0
5762,-15175,-3046,Managers,State servant,1.0
5763,-15175,-3046,Managers,State servant,1.0
5764,-15175,-3046,Managers,State servant,1.0
5765,-16299,-5817,Medicine staff,Working,1.0
5766,-16299,-5817,Medicine staff,Working,1.0
5767,-16299,-5817,Medicine staff,Working,1.0
5768,-16299,-5817,Medicine staff,Working,1.0
5769,-16299,-5817,Medicine staff,Working,1.0
5770,-16299,-5817,Medicine staff,Working,1.0
5771,-21960,365243,"",Pensioner,0.0
5772,-21960,365243,"",Pensioner,0.0
5773,-21960,365243,"",Pensioner,0.0
5774,-21960,365243,"",Pensioner,0.0
5775,-21960,365243,"",Pensioner,0.0
5776,-12953,-1737,Laborers,Commercial associate,1.0
5777,-12953,-1737,Laborers,Commercial associate,1.0
5778,-12953,-1737,Laborers,Commercial associate,1.0
5779,-12911,-1799,Laborers,Working,0.0
5780,-12911,-1799,Laborers,Working,0.0
5781,-12911,-1799,Laborers,Working,0.0
5782,-12911,-1799,Laborers,Working,0.0
5783,-12911,-1799,Laborers,Working,0.0
5784,-12375,-2773,Laborers,Working,0.0
5785,-12375,-2773,Laborers,Working,0.0
5786,-12375,-2773,Laborers,Working,0.0
5787,-11153,-1281,Accountants,Working,0.0
5788,-11153,-1281,Accountants,Working,0.0
5789,-11153,-1281,Accountants,Working,0.0
5790,-11153,-1281,Accountants,Working,0.0
5791,-11153,-1281,Accountants,Working,0.0
5792,-11153,-1281,Accountants,Working,0.0
5793,-11153,-1281,Accountants,Working,0.0
5794,-11153,-1281,Accountants,Working,0.0
5795,-11153,-1281,Accountants,Working,0.0
5796,-11153,-1281,Accountants,Working,0.0
5797,-11153,-1281,Accountants,Working,0.0
5798,-11153,-1281,Accountants,Working,0.0
5799,-11153,-1281,Accountants,Working,0.0
5800,-9851,-793,Laborers,Working,0.0
5801,-9851,-793,Laborers,Working,0.0
5802,-9851,-793,Laborers,Working,0.0
5803,-9851,-793,Laborers,Working,0.0
5804,-14255,-762,Drivers,Commercial associate,0.0
5805,-14255,-762,Drivers,Commercial associate,0.0
5806,-14255,-762,Drivers,Commercial associate,0.0
5807,-14255,-762,Drivers,Commercial associate,0.0
5808,-14255,-762,Drivers,Commercial associate,0.0
5809,-14255,-762,Drivers,Commercial associate,0.0
5810,-14255,-762,Drivers,Commercial associate,0.0
5811,-14255,-762,Drivers,Commercial associate,0.0
5812,-14255,-762,Drivers,Commercial associate,0.0
5813,-14255,-762,Drivers,Commercial associate,0.0
5814,-15269,-2376,Core staff,Working,1.0
5815,-15269,-2376,Core staff,Working,1.0
5816,-15269,-2376,Core staff,Working,1.0
5817,-15269,-2376,Core staff,Working,1.0
5818,-15269,-2376,Core staff,Working,1.0
5819,-18217,-216,Security staff,Working,1.0
5820,-18217,-216,Security staff,Working,1.0
5821,-18217,-216,Security staff,Working,1.0
5822,-18217,-216,Security staff,Working,1.0
5823,-18871,-3928,Drivers,State servant,1.0
5824,-18871,-3928,Drivers,State servant,1.0
5825,-18871,-3928,Drivers,State servant,1.0
5826,-18871,-3928,Drivers,State servant,1.0
5827,-18871,-3928,Drivers,State servant,1.0
5828,-18871,-3928,Drivers,State servant,1.0
5829,-18871,-3928,Drivers,State servant,1.0
5830,-18871,-3928,Drivers,State servant,1.0
5831,-18871,-3928,Drivers,State servant,1.0
5832,-18871,-3928,Drivers,State servant,1.0
5833,-11352,-671,Laborers,Working,1.0
5834,-11352,-671,Laborers,Working,1.0
5835,-11352,-671,Laborers,Working,1.0
5836,-11352,-671,Laborers,Working,1.0
5837,-11352,-671,Laborers,Working,1.0
5838,-11352,-671,Laborers,Working,1.0
5839,-11352,-671,Laborers,Working,1.0
5840,-11352,-671,Laborers,Working,1.0
5841,-11352,-671,Laborers,Working,1.0
5842,-11352,-671,Laborers,Working,1.0
5843,-11352,-671,Laborers,Working,1.0
5844,-11352,-671,Laborers,Working,1.0
5845,-11352,-671,Laborers,Working,1.0
5846,-18190,-11202,Core staff,State servant,1.0
5847,-18190,-11202,Core staff,State servant,1.0
5848,-18190,-11202,Core staff,State servant,1.0
5849,-18190,-11202,Core staff,State servant,1.0
5850,-18190,-11202,Core staff,State servant,1.0
5851,-18190,-11202,Core staff,State servant,1.0
5852,-18190,-11202,Core staff,State servant,1.0
5853,-18190,-11202,Core staff,State servant,1.0
5854,-18190,-11202,Core staff,State servant,1.0
5855,-18190,-11202,Core staff,State servant,1.0
5856,-18190,-11202,Core staff,State servant,1.0
5857,-9387,-1280,"",State servant,1.0
5858,-9387,-1280,"",State servant,1.0
5859,-9387,-1280,"",State servant,1.0
5860,-9387,-1280,"",State servant,1.0
5861,-9995,-1523,Sales staff,Working,1.0
5862,-9995,-1523,Sales staff,Working,1.0
5863,-9995,-1523,Sales staff,Working,1.0
5864,-20483,-792,Drivers,Working,1.0
5865,-20483,-792,Drivers,Working,1.0
5866,-20483,-792,Drivers,Working,1.0
5867,-20483,-792,Drivers,Working,1.0
5868,-20483,-792,Drivers,Working,1.0
5869,-20483,-792,Drivers,Working,1.0
5870,-20483,-792,Drivers,Working,1.0
5871,-20483,-792,Drivers,Working,1.0
5872,-20483,-792,Drivers,Working,1.0
5873,-14074,-4720,Core staff,Working,1.0
5874,-14074,-4720,Core staff,Working,1.0
5875,-14074,-4720,Core staff,Working,1.0
5876,-14074,-4720,Core staff,Working,1.0
5877,-14074,-4720,Core staff,Working,1.0
5878,-14074,-4720,Core staff,Working,1.0
5879,-14074,-4720,Core staff,Working,1.0
5880,-14074,-4720,Core staff,Working,1.0
5881,-14074,-4720,Core staff,Working,1.0
5882,-14074,-4720,Core staff,Working,1.0
5883,-14074,-4720,Core staff,Working,1.0
5884,-14074,-4720,Core staff,Working,1.0
5885,-14074,-4720,Core staff,Working,1.0
5886,-14074,-4720,Core staff,Working,1.0
5887,-14074,-4720,Core staff,Working,1.0
5888,-14074,-4720,Core staff,Working,1.0
5889,-14074,-4720,Core staff,Working,1.0
5890,-14074,-4720,Core staff,Working,1.0
5891,-14074,-4720,Core staff,Working,1.0
5892,-14074,-4720,Core staff,Working,1.0
5893,-14074,-4720,Core staff,Working,1.0
5894,-12648,-2132,"",Working,1.0
5895,-12648,-2132,"",Working,1.0
5896,-12648,-2132,"",Working,1.0
5897,-12648,-2132,"",Working,1.0
5898,-12648,-2132,"",Working,1.0
5899,-20027,-2315,"",Commercial associate,0.0
5900,-20027,-2315,"",Commercial associate,0.0
5901,-20027,-2315,"",Commercial associate,0.0
5902,-20027,-2315,"",Commercial associate,0.0
5903,-20027,-2315,"",Commercial associate,0.0
5904,-20027,-2315,"",Commercial associate,0.0
5905,-20027,-2315,"",Commercial associate,0.0
5906,-20027,-2315,"",Commercial associate,0.0
5907,-20027,-2315,"",Commercial associate,0.0
5908,-20027,-2315,"",Commercial associate,0.0
5909,-14619,-124,Laborers,Commercial associate,0.0
5910,-14619,-124,Laborers,Commercial associate,0.0
5911,-14619,-124,Laborers,Commercial associate,0.0
5912,-14619,-124,Laborers,Commercial associate,0.0
5913,-14619,-124,Laborers,Commercial associate,0.0
5914,-14619,-124,Laborers,Commercial associate,0.0
5915,-14619,-124,Laborers,Commercial associate,0.0
5916,-14619,-124,Laborers,Commercial associate,0.0
5917,-14619,-124,Laborers,Commercial associate,0.0
5918,-14619,-124,Laborers,Commercial associate,0.0
5919,-19032,365243,"",Pensioner,0.0
5920,-19032,365243,"",Pensioner,0.0
5921,-19032,365243,"",Pensioner,0.0
5922,-19032,365243,"",Pensioner,0.0
5923,-19032,365243,"",Pensioner,0.0
5924,-12668,-2498,Laborers,Commercial associate,1.0
5925,-15607,-2437,Sales staff,Commercial associate,0.0
5926,-15607,-2437,Sales staff,Commercial associate,0.0
5927,-13264,-397,Laborers,Working,0.0
5928,-13264,-397,Laborers,Working,0.0
5929,-13264,-397,Laborers,Working,0.0
5930,-13264,-397,Laborers,Working,0.0
5931,-13264,-397,Laborers,Working,0.0
5932,-13264,-397,Laborers,Working,0.0
5933,-13264,-397,Laborers,Working,0.0
5934,-13694,-246,Laborers,Working,0.0
5935,-13694,-246,Laborers,Working,0.0
5936,-13694,-246,Laborers,Working,0.0
5937,-13694,-246,Laborers,Working,0.0
5938,-13694,-246,Laborers,Working,0.0
5939,-13295,-975,Laborers,Working,1.0
5940,-13295,-975,Laborers,Working,1.0
5941,-13295,-975,Laborers,Working,1.0
5942,-13295,-975,Laborers,Working,1.0
5943,-10117,-1158,Core staff,Commercial associate,1.0
5944,-10117,-1158,Core staff,Commercial associate,1.0
5945,-10117,-1158,Core staff,Commercial associate,1.0
5946,-10117,-1158,Core staff,Commercial associate,1.0
5947,-21512,365243,"",Pensioner,0.0
5948,-21512,365243,"",Pensioner,0.0
5949,-21512,365243,"",Pensioner,0.0
5950,-21512,365243,"",Pensioner,0.0
5951,-21512,365243,"",Pensioner,0.0
5952,-21512,365243,"",Pensioner,0.0
5953,-21512,365243,"",Pensioner,0.0
5954,-21512,365243,"",Pensioner,0.0
5955,-21512,365243,"",Pensioner,0.0
5956,-21512,365243,"",Pensioner,0.0
5957,-21052,365243,"",Pensioner,0.0
5958,-21052,365243,"",Pensioner,0.0
5959,-21052,365243,"",Pensioner,0.0
5960,-21052,365243,"",Pensioner,0.0
5961,-21052,365243,"",Pensioner,0.0
5962,-21052,365243,"",Pensioner,0.0
5963,-21052,365243,"",Pensioner,0.0
5964,-21052,365243,"",Pensioner,0.0
5965,-21052,365243,"",Pensioner,0.0
5966,-21052,365243,"",Pensioner,0.0
5967,-21052,365243,"",Pensioner,0.0
5968,-21052,365243,"",Pensioner,0.0
5969,-21052,365243,"",Pensioner,0.0
5970,-21052,365243,"",Pensioner,0.0
5971,-21052,365243,"",Pensioner,0.0
5972,-21052,365243,"",Pensioner,0.0
5973,-16911,-672,"",Working,0.0
5974,-16911,-672,"",Working,0.0
5975,-12299,-4689,"",Working,1.0
5976,-12299,-4689,"",Working,1.0
5977,-20013,365243,"",Pensioner,0.0
5978,-20013,365243,"",Pensioner,0.0
5979,-20013,365243,"",Pensioner,0.0
5980,-20013,365243,"",Pensioner,0.0
5981,-20013,365243,"",Pensioner,0.0
5982,-20013,365243,"",Pensioner,0.0
5983,-20013,365243,"",Pensioner,0.0
5984,-20013,365243,"",Pensioner,0.0
5985,-20013,365243,"",Pensioner,0.0
5986,-20013,365243,"",Pensioner,0.0
5987,-20013,365243,"",Pensioner,0.0
5988,-20013,365243,"",Pensioner,0.0
5989,-20013,365243,"",Pensioner,0.0
5990,-20013,365243,"",Pensioner,0.0
5991,-20013,365243,"",Pensioner,0.0
5992,-20013,365243,"",Pensioner,0.0
5993,-20013,365243,"",Pensioner,0.0
5994,-20013,365243,"",Pensioner,0.0
5995,-20013,365243,"",Pensioner,0.0
5996,-20013,365243,"",Pensioner,0.0
5997,-20013,365243,"",Pensioner,0.0
5998,-20013,365243,"",Pensioner,0.0
5999,-20013,365243,"",Pensioner,0.0
6000,-18652,-5633,Laborers,Commercial associate,1.0
